Dates,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
05/07/2024,Madhya Pradesh,41.17,29.43,34.87,87.68,170.13,121.74,116.43,91.6,43.36,57.7,190.96,137.94,120.7,112.3,136.74,110.43,49.36,252.35,19.26,34.91,39.89,64.74
05/07/2024,Maharashtra,53.16,39.21,43.16,92.68,178.32,135.89,126.53,96.11,43.16,60,184.16,160.22,129.47,112.63,122.79,103.13,55.42,303.26,23.74,43.74,40.42,68.47
05/07/2024,Manipur,55,45,42,95,180,135,140,92,55,,,150,145,145,,140,85,220,25,40,50,40
05/07/2024,Meghalaya,46.4,38.6,36.9,95.5,166.14,135.67,122.1,89.7,49.4,73.6,,135.6,139.75,125.1,175.33,101.5,73.83,373.9,21.2,37.6,51.2,85.8
05/07/2024,Mizoram,48,42.3,46,107.33,151,125.29,127.78,100.27,51,77.82,159.5,185.55,170.8,126.91,190.25,130.83,122.75,478.56,29.18,43.45,53.27,82.09
05/07/2024,Nagaland,41.81,42.88,48.13,102.92,138.3,131.25,122,98,50.38,73.64,200,138.75,166,150.19,195,142.5,84,321.67,17.94,34.21,57.14,78.93
05/07/2024,Odisha,39.04,36.95,40.08,84.08,165,121.65,112.19,82.62,44.76,52.67,172.86,142.46,116.12,128.18,116.92,95.54,50.68,279.8,25.88,32.65,40.35,55.62
05/07/2024,Puducherry,65,45,40,94,185,144,125,92,48,48,203,146,142,,110,101,48,298,26,51,47,42
05/07/2024,Punjab,40.2,25.33,31.27,91.47,161.93,127.47,117.53,99.13,44.8,61.07,202.54,129.33,122.4,117.4,135.31,102.64,54.07,280.07,26.47,30.2,43.73,45.27
05/07/2024,Rajasthan,40.66,29.52,33.24,77.52,145.32,114.55,104.86,90.24,42.62,52.19,183.81,148.3,121.5,134.69,154.61,117.6,44.52,302.85,20.62,28.18,36.68,42.68
05/07/2024,Sikkim,53.6,35.2,38.4,86,153.75,126.6,125,100,49,63.4,,167.8,128.4,138.75,175.75,,60.2,404.6,18.6,37.6,59,76.4
05/07/2024,Tamil Nadu,62.07,46.21,55.03,94.77,182.77,145.8,124.8,94.15,43.97,47.77,205.5,175.36,127.13,,114.23,94.33,56.67,307.8,24.43,49.7,45.37,44.6
05/07/2024,Telangana,54.2,42.3,44.6,80.22,165.7,128.9,118.7,92.1,41.5,64.5,161.6,164.6,122,149.5,114.9,96.9,55,301.9,19.8,35.6,43.3,53.3
05/07/2024,Tripura,38,,38.75,88,154,128,113,104.25,48.75,71.5,,134.5,122.67,116,139.75,100,69.75,221.5,10.25,34.75,46.25,64.5
05/07/2024,Uttar Pradesh,39.37,26.73,32.71,85.05,165.51,123.23,115.96,94.2,43.84,63.21,190.12,141.15,127.38,129.27,151.75,110.44,50.51,239.55,26.88,31.44,42.88,57.65
05/07/2024,Uttarakhand,37.5,26.75,33.75,91,160.5,123.25,123.25,105.5,42.75,61.25,155,139,130.5,131.75,147.75,116.5,56.75,263.75,28,34.5,46,49.25
05/07/2024,West Bengal,44.61,30.5,38.13,84.35,156.96,123.68,130.3,107.87,46.17,54.96,196.73,133.7,114.96,113.96,127.96,100.1,52.35,273.65,21.96,31.52,41.7,64.74
06/07/2024,Andaman and Nicobar,49.67,,68,97.33,176.33,156.67,138.33,101,55,73,232.5,174.33,165,,129.33,114,79,308.33,21,61.67,60,116
06/07/2024,Andhra Pradesh,60.25,44.25,45.25,91,182,138,126,96.5,43.75,59,164,158.75,108.5,129,111.5,90.75,61.75,347.75,22.75,37,42.25,49.5
06/07/2024,Arunachal pradesh,46,45,44.25,101.75,165.25,128,122.5,105,53.33,76,143.5,157.67,164,139.33,181,,76,298.5,18.33,39.33,48.33,81.67
06/07/2024,Assam,42.59,33.23,36.56,90.44,165.77,115.57,117,92.89,47.56,72.04,212.83,150.26,135.43,137.19,146.45,113.39,60,253.59,13.48,33,44.19,64.72
06/07/2024,Bihar,37.92,27.39,33.28,81.44,154.22,120.56,114.36,79.97,44.53,56.25,189.21,136.53,123.81,126.03,158.77,104.38,47.33,282.81,23.33,28.94,38.67,53.66
06/07/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,32,40,43
06/07/2024,Chhattisgarh,45,39.33,39.83,90.17,164.33,120.5,116.67,89.5,43.67,60.33,203.5,149.33,121,114,119.5,100.5,52.5,299.83,24.67,35,43,48.67
06/07/2024,Delhi,40,29,32,97,178,143,125,90,44,56,207,150,128,128,139,104,58,245,26,40,53,55
06/07/2024,DNH and DD,49.67,41.33,47.33,95,175.67,150.67,133.67,96.67,43.67,65.67,193,153.33,134.67,136.67,128,107.67,63.67,350,27.33,37,43.33,71
06/07/2024,Gujarat,41.29,38.13,40.25,88.38,172,131.63,119.63,95.5,43.14,61,177.25,143.63,125.88,125.38,123.88,100.75,53.29,257.86,15.29,35.75,41.5,61.75
06/07/2024,Haryana,39,28.5,30.5,82,168.5,116,111.5,79.5,47.5,63,188.5,125,110,111,120,92.5,49.5,246.5,25.5,34,48,49
06/07/2024,Himachal Pradesh,41,22,33.42,91.42,172.5,135,116.17,90.92,46.92,52.75,218.75,167.08,139.33,130.7,140.5,115.5,49.58,270.58,27.67,34.58,48.92,50.25
06/07/2024,Jammu and Kashmir,47,30.8,36.33,93.17,171,126.5,122.17,101,51,52,,150.33,132.83,128.67,141.4,125.25,54.33,314.83,27.4,35,45.67,51.5
06/07/2024,Jharkhand,40.06,31.94,35.61,86.89,160.11,121.28,113.5,83.39,45.82,58.94,177.33,142.22,124.89,126.47,151.13,106.06,51,269.94,24.25,30.89,38.56,53.67
06/07/2024,Karnataka,59.47,43.5,47.59,94.91,171.28,141.59,126.25,107,42.88,51.41,180,162.53,120.66,135.71,121.06,97.53,52.59,287.9,20.19,39.38,41.19,52.28
06/07/2024,Kerala,50.62,45,45.69,105.38,191,151.33,137.17,114.69,44.14,54.21,220.17,162.63,145.5,129,118.57,100,62.36,232.21,15.08,50.21,43.86,62.86
06/07/2024,Madhya Pradesh,40.91,29.61,35.02,87.7,170.02,121.5,115.93,91.35,43.41,57.63,191.33,136.31,119.69,111.82,135.11,110.22,49.48,254.2,19.33,35.07,39.91,67.4
06/07/2024,Maharashtra,53.26,39.32,43.16,92.68,178.47,136,126.68,96.26,43.26,59.84,184.05,160.28,129.42,112.68,122.95,103.13,55.47,303.47,23.74,44.05,40.58,68.79
06/07/2024,Meghalaya,46,38.25,36.63,94.5,159.6,134,122.38,89.75,49.38,74,,130.75,138,121.5,197.5,,73.2,350.25,22.25,37.5,52.25,84.5
06/07/2024,Mizoram,50,35,60,,,,,105,50,80,,180,,130,,,175,520,30,60,75,63
06/07/2024,Nagaland,42,42.88,48.06,101.67,147,133.5,121.87,98.19,50.38,73.14,200,136.63,166,146.88,193.75,142.5,84.5,320,18.56,34.63,56.56,79.38
06/07/2024,Odisha,38.52,37.05,40.58,84.36,164.68,120.96,111.92,82.4,45,52.78,172.71,141.6,115,129.9,115.48,95.16,51.35,283.5,25.74,32.32,39.96,55.96
06/07/2024,Puducherry,65,45,40,94,185,144,125,92,48,48,203,146,142,,110,101,48,298,26,51,45,42
06/07/2024,Punjab,40.07,25.47,31.27,91,164.79,127.53,117.87,99.2,44.8,61.2,202.54,129.53,122.67,117.6,135.38,102.27,54,281.13,26.4,30.8,44.27,44.93
06/07/2024,Rajasthan,40.27,30.45,32.73,76.18,165,120.73,108.36,92.82,41.9,53.5,169.3,142.6,124,132.1,153.67,104,44.7,293.1,19.1,28.2,37.7,47
06/07/2024,Sikkim,53.6,35.2,38.4,86,165,126.6,125,100,49,63.4,,167.8,128.4,138.75,175.75,,60.2,404.6,18.6,38.4,60,80.4
06/07/2024,Tamil Nadu,62.28,45.26,55.76,94.64,182.76,145.16,124.56,94.64,44.08,47.76,205.48,177.42,128.44,,113.96,94.12,56.72,312.39,24.32,47.92,45.92,43.16
06/07/2024,Telangana,54.2,42.2,44.6,80.22,165.7,128.9,118.7,92.1,41.5,64.5,161.6,164.6,122,149.5,114.9,96.9,55,301.9,19.8,35.5,43.7,52.7
06/07/2024,Tripura,38,,38.75,88.67,154,128,111.75,104.75,48.75,71.5,,135.25,122.67,116,139.75,100,69.75,221.5,10.5,36,46.25,67.5
06/07/2024,Uttar Pradesh,39.27,26.63,32.69,85.2,165.92,123.42,116.14,93.95,43.81,63.15,190.46,141.33,127.09,128.96,151.47,109.92,50.76,239.75,26.72,31.58,43.28,61.84
06/07/2024,Uttarakhand,37.5,26.75,33.75,91,160.5,123.25,123.25,105.5,42.75,61.25,155,139,130.5,132,147.75,116.5,56.75,263.75,28,34.5,45.75,68.5
06/07/2024,West Bengal,43.75,30,38.25,82.44,158.93,123.81,125.06,105.88,46.06,54.94,193.67,132.88,112.5,111.38,127.38,99.88,52.06,266.13,20.88,31.31,42.31,66.06
07/07/2024,Andhra Pradesh,60.67,45.67,47,93,179.33,140.67,128,95.33,43.67,62.33,161,154,108,119,111.33,91.67,62.33,334.67,22.67,38,42,52.67
07/07/2024,Arunachal pradesh,55,45,49,105,169,131,120,110,60,80,167,163,137,143,163,,80,327,20,60,60,115
07/07/2024,Assam,43.22,33,37.11,89.72,167.29,112.38,117.56,93.94,47.72,72.59,233,148.72,139.33,134.67,149.71,113.33,61.17,264.44,14.61,33.72,44.56,68.94
07/07/2024,Bihar,37.42,26.95,32.74,83.79,154.53,122.68,115.32,80.79,44.53,55.95,180.17,134.68,118.53,121.95,153.53,103,47.53,280.21,23.37,30,38.74,52.74
07/07/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,32,40,43
07/07/2024,Chhattisgarh,41.6,38.4,38.2,86,164.8,120.8,118.2,83.4,43.8,61.8,198.2,147,112.8,117.6,134.4,101.8,50.6,291.2,23.4,39.4,44.4,53.8
07/07/2024,Delhi,40,30,32,100,180,145,125,90,45,56,209,154,129,129,140,104,60,248,26,40,53,58
07/07/2024,DNH and DD,49.67,41.33,47.33,95,175.67,150.67,133.67,96.67,43.67,65.67,193,153.33,134.67,136.67,128,107.67,63.67,350,27.33,37.67,44,71
07/07/2024,Gujarat,41.67,39.67,43.67,89.67,173.33,135.33,124.67,97,43,63.67,174.33,144.67,123.67,122,126.67,105.67,50.67,254.67,17.67,37.33,42,66.33
07/07/2024,Haryana,39.33,27.33,32,76.33,168.33,109,104.33,82.33,47,60.67,187.33,125,110,111,120,92.5,49.33,232,23.67,34.33,46.67,57.67
07/07/2024,Himachal Pradesh,41,22,33.42,91.42,172.5,135,116.17,90.92,46.92,52.75,218.75,167.08,139.33,130.7,140.5,115.5,49.58,270.58,27.67,34.75,49.33,51.5
07/07/2024,Jammu and Kashmir,42,40,45,100,200,135,130,100,50,50,,150,125,120,150,,60,300,28,40,50,80
07/07/2024,Jharkhand,40.27,32.9,35.82,89.09,164.09,118.82,114.82,85.45,45.8,59.44,190.29,143.55,126.45,128.3,148.44,109.27,52.9,275.8,25,31.91,39.45,53.7
07/07/2024,Karnataka,59.45,43.48,47.23,95.16,171.58,141.94,126.32,107.13,42.81,50.9,178.58,163.39,120.16,136.33,120.9,97.45,52.13,286.5,19.93,39.52,41.48,52.58
07/07/2024,Madhya Pradesh,41.33,29.43,34.98,87.85,169.38,121.63,115.9,91.25,43.58,58.38,191.25,135.97,120.3,112.13,134.79,108,49.95,249.56,19.35,35.17,39.77,68.97
07/07/2024,Maharashtra,53.37,39.37,43.16,92.74,178.26,136.05,126.63,96.26,43.26,59.84,184.11,160.22,129.42,112.74,123.11,103,55.42,303.37,23.74,43.58,40.53,69.42
07/07/2024,Meghalaya,44.67,37.67,35.33,94.33,162.67,130,123.33,93.33,48.33,74.33,,144.33,133.5,120.67,210,,64.33,329,30,38,54,83.33
07/07/2024,Nagaland,40,50,50,100,140,140,140,100,50,72,,160,,170,,,,350,20,30,60,60
07/07/2024,Odisha,40.56,36.25,39.89,85.44,165.11,126.11,110.89,81.67,45.11,53.11,173,139.56,112.5,120,114,92.78,52.22,284.43,26.56,33.89,39.78,54.56
07/07/2024,Puducherry,65,45,40,94,185,144,125,92,48,48,203,146,142,,110,101,48,298,26,51,45,42
07/07/2024,Punjab,39.5,25.83,30.92,90.75,162.75,126.17,117.08,96.92,44.75,61.67,200.18,129.58,122.83,117.33,133.09,101.78,54.08,285.5,26.17,30.58,44.75,46.67
07/07/2024,Rajasthan,41.38,30.25,32.88,79.63,165.43,120.25,106.88,88.75,41.43,53.71,171.38,140.25,123.38,129.88,152.86,104,44.57,310.43,19,29.75,40,49.75
07/07/2024,Sikkim,57,34,40.5,80,135,132.5,119,105,47.5,62.5,,185,140.5,167,200,,58,381.5,19,37.5,65,65
07/07/2024,Tamil Nadu,61.35,44.44,54.8,94.5,182.4,145,124.85,94.47,44.05,46.53,205.05,174.88,128.58,,113.95,94.63,57.26,322.69,24.68,47.63,45.63,42.37
07/07/2024,Telangana,54,43,48.5,82,162,134,115,93.5,40,61.5,151,144,97,104,108,91.5,54,289,22,36,45,56
07/07/2024,Uttar Pradesh,39.36,26.89,32.97,85.68,165.63,122.92,115.39,93.88,43.95,62.72,191.83,141.89,127.35,129.65,152.29,110.97,50.83,238.41,26.82,32.15,43.95,64.73
07/07/2024,Uttarakhand,35,24,35,84,170,115,120,112,45,59,150,127,122,125,165,,57,280,28,30,42,44
07/07/2024,West Bengal,42,28.83,38.08,80.42,160,118.5,122.75,105.83,45.42,55.25,195.25,132.33,109.92,113.33,130.08,100.92,52.58,260.42,20.25,30.75,43.33,66.92
08/07/2024,Andaman and Nicobar,49,,68,97.67,176.67,156.67,138.33,101,55,73,232.5,174,165,,129.33,114.33,79,308.33,21,61.67,60,115.67
08/07/2024,Andhra Pradesh,60.2,44.6,48.2,88.8,177.6,139.6,126.8,102,43,60.4,165.2,165.2,108.8,146,112.4,90.6,60.2,317.8,22.2,37.6,41.6,46.6
08/07/2024,Arunachal pradesh,46.25,45,44.25,102.75,166.5,127.5,123.25,105.5,55,77,143.5,176.5,168.5,144,186.5,,77.5,298.5,20,41.5,50,83
08/07/2024,Assam,43.41,33.08,36.56,90.37,166.08,114.87,116.44,93.26,47.54,71.92,205,150.35,136.55,138.23,148.19,114.12,60.35,253.54,13.69,32.85,45.41,64.16
08/07/2024,Bihar,38.19,27.46,33.08,82.35,154.62,120.86,114.59,80.57,44.49,56.11,183.63,135.86,123.27,126.57,159.07,103.86,47.38,279.19,23.3,29.24,38.65,55.5
08/07/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,32,40,43
08/07/2024,Chhattisgarh,43.13,38.38,39,89.5,167.38,117,114.38,91.25,44,59,205.57,150.86,127,122.86,136.14,109.86,50.43,292.86,22.14,35.71,42,48.43
08/07/2024,Delhi,40,29,32,97,178,143,125,90,44,56,207,150,128,128,139,104,58,245,26,40,53,63
08/07/2024,DNH and DD,51.33,41.67,48,96,177,151,133,96,43.67,65.67,192.67,153,134.67,136.67,128,107.67,61.67,354.33,27.33,37.67,45.33,74.67
08/07/2024,Goa,52.5,49.5,46.5,96.5,186,153.5,133.5,97.5,44,57.5,220.5,161.5,145,148,116.5,97.5,60.5,329,24.5,47,47.5,65
08/07/2024,Gujarat,41.5,38,40.13,88.38,171.5,132.38,120,96.5,43.13,61.63,176.63,143.5,125.88,124.88,123.38,100.38,53.5,255.5,16,35.88,40.88,61.38
08/07/2024,Haryana,38.75,29.5,33.75,81,160.75,107.5,106.5,85.75,46,61,176.75,130.33,114.67,114.33,130.33,92.33,49.5,226.5,24.25,32.75,45.75,52.75
08/07/2024,Himachal Pradesh,41,22,33.42,91.42,172.5,135,116.17,90.92,46.92,52.75,218.75,167.08,139.33,130.7,140.5,115.5,49.58,270.58,27.67,34.75,48.92,52.83
08/07/2024,Jammu and Kashmir,49.2,31,36.4,93.8,182.33,127.8,122.6,101.2,51.2,52.6,,151.4,132,127.8,139.75,120.33,55.6,304.4,27.25,35,47.2,54.8
08/07/2024,Jharkhand,39.5,31.88,35.33,86.67,159.83,121.33,113.44,83.17,45.75,59,177.08,141.89,124.83,126.76,151.33,106,51.31,277.06,24.25,31.71,38.65,55.59
08/07/2024,Karnataka,59.55,43.39,47.94,94.87,170.87,141.42,126.87,107.68,42.9,51.26,180.03,162.29,120.45,135,120.61,97.39,52.26,287.94,20.13,39.23,41.19,52.06
08/07/2024,Kerala,50.43,45.07,47.21,104.64,189.77,150.15,136.15,113.5,44.07,54.21,224.86,162.63,145.93,129,118.86,100.62,61.71,232.21,15.21,50.29,44.21,61.64
08/07/2024,Madhya Pradesh,41.19,29.71,34.83,88.48,169.28,120.9,115.44,91.46,43.49,58.06,189.54,136.52,120.5,112.4,134.64,110.87,49.77,253.62,19.36,35.15,40.23,71.42
08/07/2024,Maharashtra,53.26,39.32,43.16,92.84,178.63,136.05,126.37,96.53,43.32,59.84,184.16,160.28,129.53,113.37,123.37,102.81,55.53,303.95,23.74,43.32,40.37,70.05
08/07/2024,Meghalaya,46.44,38.33,37,95.2,163,131.4,121.67,89.56,49.44,73.56,,130.89,142.33,124.56,171,101.5,88.33,362.89,21.89,37.56,51.33,90.22
08/07/2024,Mizoram,48,42.3,46.3,107.33,151,125.29,127.78,100.27,51.09,77.82,159.5,185.55,170.8,127.09,190.25,130.83,122.75,478.56,29.18,43.45,54.45,82.55
08/07/2024,Nagaland,41.94,42.88,48.19,101.58,155.5,131.88,122,98.63,50.56,73.14,200,134.73,158.75,144.33,192.5,142.5,84,319.8,18.44,37.87,56,84.87
08/07/2024,Odisha,39.8,36.78,40.1,85.4,167.3,125.9,112.5,82.1,45.8,53,163.5,141,109.89,124.33,114.5,95.6,51.1,279.38,26.6,33.1,39.6,57.5
08/07/2024,Puducherry,65,45,40,94,185,144,125,92,48,48,203,146,142,,110,101,48,298,26,51,45,42
08/07/2024,Punjab,40.07,25.6,31.33,91.4,168,127.6,117.93,98.87,44.8,61.2,202.14,128.8,122.6,117.47,135.46,102.09,54.07,280.13,26.33,30.13,44.13,49.73
08/07/2024,Rajasthan,40.9,29.39,33.16,78.4,155.5,116.9,106.52,90.58,42.87,52.68,184.24,146.97,122.89,133.86,154.38,116.2,44.94,299.31,20.5,29.37,37.67,44.1
08/07/2024,Sikkim,53.6,35.2,38.4,86,165,127.4,125,100,49,63.4,,167.8,128.4,138.75,175.75,,60.2,404.6,18.6,38.4,60,86.4
08/07/2024,Tamil Nadu,61.66,46,55.41,94.55,182.21,145.31,124.59,94.88,43.93,47.07,206.66,174.3,127.38,,114.21,94.1,56.34,306.65,24.34,49.28,45.86,42.66
08/07/2024,Telangana,54.4,42.4,45.1,80.67,165.9,128.9,119.2,92.4,41.5,64.5,161.9,164.6,122,149.5,115.2,97.1,55,301.9,19.8,36.3,44.1,51.2
08/07/2024,Tripura,38,,38.75,89.67,155.33,128.33,113.25,106,49,71.5,,136.5,122.67,116,139.75,100,69.75,221.5,10.5,36,46.5,72.75
08/07/2024,Uttar Pradesh,39.31,26.64,32.69,85.11,165.25,122.61,115.95,93.76,43.8,63.12,190.62,141.25,126.93,129.05,151.15,110.07,50.8,239.25,26.75,32.34,44.22,68.78
08/07/2024,Uttarakhand,37,26.75,33.5,91.5,160.5,123.25,123.25,105.5,43.5,61.25,154.75,137.25,130.5,130.75,147,117.5,56.75,263.75,28,36.5,50.5,75
08/07/2024,West Bengal,44.48,30.5,38.13,84.48,158.22,126.26,130.22,108.22,46.17,54.96,196.64,133.61,114.78,114.09,128.26,100,52.43,273.61,21.96,32.09,42.87,65.26
09/07/2024,Andaman and Nicobar,49.67,,68,97.67,176.67,156.67,138.33,100.33,55,73,232.5,172,165,,129.33,114.67,79.33,308.33,21,61.67,60,111
09/07/2024,Andhra Pradesh,59.5,44.6,48.2,89,177,139.6,127,102,43.75,59,164.8,165.2,108.8,146,112.4,90.6,61.75,347.75,22.75,36.4,41.6,44.6
09/07/2024,Arunachal pradesh,46.5,45,44.25,103,166.5,127.5,123.25,105.5,53.33,76,143.5,176.5,168.5,139.33,181,,75,298.5,18.33,41,50,91.33
09/07/2024,Assam,43.14,33.27,36.5,90.32,166.81,115.67,116.57,92.86,47.36,71.69,209.29,150.89,136.18,137.19,146.45,115,59.61,252.93,13.46,32.96,45.21,67.65
09/07/2024,Bihar,38.11,27.41,33.24,82.03,155.41,121.22,114.19,80.41,44.43,56.19,184.44,136.3,123.81,126.78,158.65,104.73,47.51,281.81,23.19,29.43,39.35,57.89
09/07/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,32,40,43
09/07/2024,Chhattisgarh,42.25,38.38,39.75,86.5,167.5,116.5,112.25,91.5,43.75,57.75,203.88,154,124.13,124.75,135.5,109.38,49.25,300,22.38,37.25,42.75,48
09/07/2024,Delhi,40,29,32,97,178,143,125,90,44,56,207,150,128,128,139,104,58,245,26,40,55,65
09/07/2024,DNH and DD,51.33,41.67,47.67,96,177,151,133,96,43.67,65.67,192.67,154,134.67,136.67,128,107.67,61.67,354.33,27.33,37.67,45.33,76
09/07/2024,Goa,53.5,49,46.5,97,190,151.5,135,97.5,44,57.5,220.5,161.5,145,148,116.5,97.5,60.5,329,24.5,47,47,64
09/07/2024,Gujarat,40.14,38.71,40.43,87.71,172.29,131.29,120.29,95.71,43,62.29,176,142.71,123.29,124.86,123.29,100.57,53.57,258.71,14.57,35.71,41.57,63.43
09/07/2024,Haryana,38,30.75,33.5,88.25,162,113.25,114,84.5,45,61,187.5,136.25,117.25,118,133.25,94.5,51,233.25,24.25,32,42.75,45.25
09/07/2024,Himachal Pradesh,40.92,22,33.58,91.67,172.58,135,116.25,91,47.08,52.75,218.75,166.92,139.25,130.7,140.5,115.5,49.67,270.58,27.67,34.67,49.25,54.92
09/07/2024,Jammu and Kashmir,50,32.67,38,100,178,130.6,124,99.2,48.8,52.6,,150.8,133.8,129.8,141.25,109,55.4,310.8,27.4,36,49.2,54.8
09/07/2024,Jharkhand,39.28,31.82,35.28,86.44,159.5,121.56,113.33,83.22,45.71,58.88,173.54,141.61,124.5,126.59,151.27,105.39,50.71,272.12,24.47,31.56,38.83,53.72
09/07/2024,Karnataka,59.53,43.41,47.53,94.63,171.03,141.22,126.44,107,42.91,51.5,179.59,162.19,120.69,135.35,120.88,97.59,52.5,288.03,20.16,39.75,42.06,51.66
09/07/2024,Kerala,50.57,45.14,47.36,104.71,189.85,150.23,136.23,113.57,43.93,54.21,224.86,162.63,145.93,129,118.86,100.69,61.43,231.29,15.14,50.07,44.14,60.29
09/07/2024,Madhya Pradesh,39.59,29.62,34.32,89.04,169.72,121.68,114.55,91.11,43.43,58.06,190.09,136.7,121.4,111.91,135.24,111,49.83,255.91,19.47,35.23,40.66,72.13
09/07/2024,Maharashtra,52.89,39.32,43.21,92.84,178.53,135.79,126.42,96.58,43.32,59.84,184.16,160.28,129.47,113.63,123.42,102.75,55.53,304,23.79,42.68,41.26,68.58
09/07/2024,Manipur,53,45,42,95,180,130,140,92,55,,,150,150,145,,140,85,220,25,40,50,40
09/07/2024,Meghalaya,46.3,38.5,36.8,95.17,165.43,134.5,122.2,89.6,49.6,73.6,,131.2,139.75,124.9,175.67,101.5,86.29,374.6,21.2,37.8,52,90.9
09/07/2024,Mizoram,48,42.4,46.3,107.44,151.14,125.29,127.78,100.27,51.09,77.91,159.5,185.45,170.8,127.18,190.25,130.67,124,478.56,29.18,43.55,54.64,84.27
09/07/2024,Nagaland,42.25,42.88,48.31,101.42,157.27,132.5,122.6,99.38,50.56,73.29,200,136.53,167,147,187.5,165,85,319.8,18.44,37.81,55.94,83.13
09/07/2024,Odisha,38.96,37.53,40.05,84.43,165.83,122.65,111.65,82.04,45.32,53.11,172.43,141.09,112.68,128.7,115.61,95.57,51.42,279.63,26.47,32.23,40.5,55.45
09/07/2024,Puducherry,65,45,40,94,185,144,125,92,48,48,203,146,142,,110,101,48,298,26,51,45,42
09/07/2024,Punjab,40.07,25.67,31.53,91.47,169.2,127.73,118.6,99.33,44.87,61.27,202.79,129.6,123.13,117.47,134.85,102.09,54.4,281.33,26.4,30.27,44.4,54
09/07/2024,Rajasthan,41.53,29.34,33,78.93,157.77,117.84,106.44,90.41,42.69,52.83,184.48,147.93,122.86,133.71,154.17,116.2,44.78,298.2,20.1,29.94,38.23,45.33
09/07/2024,Sikkim,55.5,37.25,38,88.75,165,132.33,126.25,100,50,63,,169.25,132.25,129,166.5,,65.25,405.75,18.5,40.5,57.5,91.5
09/07/2024,Tamil Nadu,61.55,46.29,55.03,94.7,182.03,144.88,124.12,94.41,43.91,47.61,205.58,173.39,126.64,,114.24,94.27,56,302.7,24.39,49.48,45.61,42.67
09/07/2024,Telangana,54.2,42.2,45.1,81,165.9,128.9,119.1,92,41.5,64.5,161.7,164.6,121.9,149.5,115.2,97.1,54.7,301.9,19.8,36.4,44.9,51.4
09/07/2024,Tripura,38,,38.75,89.67,155.33,128.33,113.25,106.5,49,71.5,,136.5,122.67,116,139.75,100,69.75,221.5,10.5,35.5,46.5,73.75
09/07/2024,Uttar Pradesh,39.17,26.68,32.73,85.07,165.36,122.47,115.73,93.71,43.79,63.08,190.57,141.71,126.99,129.16,150.96,110.03,50.88,239.51,26.81,32.96,44.44,70.01
09/07/2024,Uttarakhand,37.25,26.75,33.5,91.5,160.5,123.25,123.25,105.5,43.5,61.25,155,137.5,130.5,131,147,117.5,56.75,263.75,28,36.5,50.25,76.75
09/07/2024,West Bengal,44.52,30.5,38.13,84.57,158.61,126.17,130.09,108.43,46.35,55.13,196.64,133.48,114.78,114.04,128.17,100.05,52.43,273.61,21.96,32.3,43.22,66.09
10/07/2024,Andaman and Nicobar,50.33,,67.33,100,181.67,156.67,135,99,54.67,73.33,235,172.67,164.33,,129.33,112,79,308.33,21,58.33,64.33,107.33
10/07/2024,Andhra Pradesh,53.75,41,43.25,89.75,170.25,127.75,120.5,89.75,44,61,166.25,155.67,111.75,133,116.25,94,57.25,266.25,21,41.25,41,38
10/07/2024,Arunachal pradesh,46.67,45,45,99.67,178.33,130.67,123,103,55,74.67,167,146,122.67,133,166.33,,83,330,19,40.33,54.33,69
10/07/2024,Assam,43.15,34.29,36.7,91.35,172.26,114.76,117.85,93.2,48.06,73.44,212.75,149.56,136.15,128.69,154.85,109.1,61.88,265.06,13.5,37.07,48.06,65.33
10/07/2024,Bihar,37.64,27.52,33.33,83.94,159.27,122.58,114.3,79.91,44.58,55.8,177.85,135.61,120.23,126.23,147.67,104.27,48.23,273.06,23.52,33.37,39.63,61.31
10/07/2024,Chhattisgarh,36.14,33.14,36.43,85.43,161.14,118,113.14,85.43,43.25,57,188.2,139.33,112.33,115.83,125.67,101.75,46.5,234.25,18.5,39,38.17,37.5
10/07/2024,Delhi,40,30,32,90,175,150,130,90,45,56,209,154,129,132,143,104,60,248,26,40,50,58
10/07/2024,DNH and DD,49,40,45,90.67,161.33,139.67,127,91,43.67,65.67,202,164.33,142.67,134,133.67,112.33,62.67,257,27.33,33.33,40,43.33
10/07/2024,Goa,52,49.5,47,96,185,149,138,99,44,61,217.5,163,146.5,149,118.5,98,63,343,26,47,46,37.5
10/07/2024,Gujarat,40,36,37.25,88,166.75,125.5,114,85,43.5,64.5,175.67,144.33,122.25,116.75,119.5,101,55.25,252.5,15.5,34.75,40.25,54.25
10/07/2024,Haryana,36.25,27.5,32.5,88,162.67,119,116.75,84.75,44,63.33,194.67,136.67,118.33,122,125.33,97.67,50.33,226.67,26,35,44,56.67
