DATE,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil,Mustard Oil (Packed),Vanaspati,Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Potato_Lag_7,Potato_Lag_30,Potato_Rolling_Avg_7,Onion_Lag_7,Onion_Rolling_Avg_7
2024-06-08,Jammu and Kashmir,48.8,31.5,37.6,92.0,164.0,132.4,125.0,101.6,49.8,51.8,219.5,147.4,133.0,127.0,145.75,120.67,55.6,316.0,27.4,31.8,34.4,33.2,24.0,47.69,29.101428571428574,32.0,32.86714285714286
2024-06-08,Jharkhand,39.53,32.0,35.24,81.76,156.12,119.53,111.12,82.94,45.56,58.73,175.5,139.41,121.76,126.69,151.21,104.19,48.56,282.25,23.75,25.59,29.29,29.88,30.0,25.87,28.47142857142857,32.0,32.48
2024-06-08,Karnataka,60.0,43.9,47.43,94.33,166.7,142.1,127.77,106.67,42.83,50.57,178.67,163.8,120.2,137.03,120.33,97.47,51.93,290.6,20.1,36.7,33.47,39.1,30.0,37.16,29.428571428571427,37.0,31.975714285714286
2024-06-08,Madhya Pradesh,40.27,28.5,34.17,86.6,167.1,120.9,115.97,91.83,43.36,57.95,192.25,135.25,120.05,112.3,133.77,109.35,47.51,254.28,19.51,25.82,25.56,27.51,32.0,35.0,28.545714285714286,30.0,31.34142857142857
2024-06-08,Maharashtra,51.58,38.37,42.63,89.89,175.16,134.63,127.63,96.68,42.84,59.58,182.16,157.78,127.84,111.21,121.37,102.25,55.0,298.68,23.32,37.47,31.95,40.11,32.0,33.9,29.327142857142857,32.0,31.33428571428571
2024-06-08,Meghalaya,44.14,38.43,37.0,90.75,157.4,134.0,121.43,90.86,49.29,74.29,182.16,129.14,138.0,124.57,185.33,175.0,73.2,347.14,23.14,34.43,41.71,43.86,17.33,40.18,31.77,28.67,33.19714285714286
2024-06-08,Mizoram,50.0,37.5,52.5,98.0,157.4,134.0,120.0,102.5,50.0,77.5,182.16,185.0,220.0,140.0,185.33,175.0,133.5,520.0,27.5,50.0,65.0,63.5,30.58,33.6,34.544285714285714,36.0,37.339999999999996
2024-06-08,Nagaland,41.75,42.88,48.0,102.08,130.25,132.5,121.67,97.69,50.38,73.64,200.0,139.19,166.0,150.19,195.0,142.5,84.0,322.67,17.88,33.38,50.63,51.25,31.8,27.13,34.769999999999996,34.4,39.65857142857143
2024-06-08,Odisha,38.64,37.25,39.55,83.18,161.55,124.27,113.09,83.27,45.27,52.55,172.5,138.0,113.3,120.33,114.55,95.18,52.27,288.22,26.45,27.64,31.73,40.0,25.59,43.0,35.06285714285715,29.29,40.00714285714286
2024-06-08,Punjab,39.21,25.07,30.86,89.71,160.21,126.93,117.57,99.36,44.79,59.57,199.92,127.93,121.93,118.79,132.33,101.4,54.21,274.21,26.43,25.29,30.5,22.29,36.7,25.07,33.432857142857145,33.47,39.582857142857144
2024-06-08,Rajasthan,40.63,30.0,31.88,71.5,136.25,111.13,106.38,91.88,41.5,51.43,170.13,140.75,119.0,130.88,150.88,111.0,43.5,289.13,20.29,23.0,33.38,32.25,25.82,24.48,33.03,25.56,40.699999999999996
2024-06-08,Sikkim,55.5,35.25,39.25,83.75,138.75,130.75,122.0,101.25,48.75,63.0,170.13,169.75,126.5,139.33,175.75,111.0,59.0,392.5,18.25,36.75,48.75,42.5,37.47,36.4,32.92714285714286,31.95,43.10000000000001
2024-06-08,Tamil Nadu,62.0,44.91,56.17,92.26,178.91,143.7,125.17,95.7,44.17,47.65,203.83,178.52,129.22,139.33,112.39,93.09,56.17,315.94,24.91,46.22,37.22,50.13,34.43,45.85,34.61142857142857,41.71,42.458571428571425
2024-06-08,Telangana,52.0,42.5,48.5,82.33,166.75,128.5,115.5,95.0,41.75,63.75,161.25,158.25,115.25,142.5,115.5,98.25,55.5,303.5,22.33,29.25,25.75,32.75,50.0,31.5,31.647142857142857,65.0,36.85142857142858
2024-06-08,Tripura,38.25,42.5,39.0,87.0,144.33,128.0,111.25,103.75,48.0,70.25,161.25,131.75,122.67,116.0,139.75,100.25,69.25,221.5,10.0,34.5,36.75,39.75,33.38,34.5,31.807142857142857,50.63,34.86857142857143
2024-06-08,Uttar Pradesh,38.91,26.01,32.32,82.71,156.31,120.59,115.03,93.13,43.81,62.72,189.48,139.01,128.34,130.53,151.81,110.91,49.13,238.0,26.49,24.76,28.76,26.6,27.64,24.36,31.395714285714284,31.73,34.44428571428571
2024-06-08,Uttarakhand,36.0,24.0,31.0,80.0,168.0,115.0,120.0,111.0,44.0,57.0,150.0,127.0,120.0,125.0,165.0,110.91,56.0,280.0,28.0,30.0,30.0,22.0,25.29,28.33,32.068571428571424,30.5,34.37285714285714
2024-06-08,West Bengal,42.88,29.44,37.65,81.41,154.59,120.38,124.47,104.47,45.65,54.59,195.8,130.47,111.29,111.47,126.12,100.29,51.41,266.24,21.18,27.88,32.18,38.24,23.0,28.36,32.76571428571429,33.38,34.20142857142857
2024-06-09,Andhra Pradesh,58.0,45.33,45.67,90.67,171.67,137.33,127.0,96.67,43.33,62.33,162.0,161.0,110.67,110.0,108.33,92.67,60.33,350.0,22.0,33.67,28.0,45.33,36.75,60.0,32.325714285714284,48.75,31.237142857142857
2024-06-09,Arunachal pradesh,48.0,45.0,46.33,102.33,149.0,131.0,121.0,107.67,55.0,80.0,167.0,176.5,168.5,144.0,186.5,92.67,80.0,327.0,20.0,31.0,40.0,50.0,46.22,33.0,30.15142857142857,37.22,31.634285714285713
2024-06-09,Assam,41.47,32.5,36.65,85.94,157.06,110.64,116.88,93.06,47.47,72.35,233.0,146.88,134.0,130.82,147.23,108.55,60.88,252.35,14.71,30.29,33.24,41.56,29.25,32.67,30.3,25.75,32.70428571428572
2024-06-09,Bihar,37.67,26.94,32.0,82.44,155.44,122.61,116.5,80.33,44.5,56.0,175.33,134.17,120.06,124.17,153.56,104.33,47.22,281.33,23.33,23.24,28.0,29.65,34.5,30.09,28.69142857142857,36.75,31.454285714285714
2024-06-09,Chandigarh,40.0,32.0,33.0,95.0,179.0,130.0,125.0,98.0,44.0,62.0,190.0,148.0,120.0,129.0,135.0,105.0,55.0,253.0,28.0,24.0,32.0,35.0,24.76,22.61,28.582857142857144,28.76,31.91714285714286
2024-06-09,Chhattisgarh,37.0,37.67,38.0,82.33,154.33,115.33,113.0,82.67,44.0,62.0,189.33,128.0,112.67,119.0,142.67,105.67,49.0,229.67,22.33,31.0,28.33,29.0,30.0,24.0,28.725714285714286,30.0,31.678571428571427
2024-06-09,Delhi,40.0,29.0,31.0,93.0,173.0,143.0,123.0,90.0,44.0,56.0,207.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,30.0,38.0,28.0,27.88,30.0,29.02857142857143,32.18,32.51
2024-06-09,DNH and DD,50.0,41.0,47.67,89.33,174.67,146.67,131.0,95.0,43.33,65.0,192.0,148.67,134.0,134.67,127.0,107.67,63.67,350.0,27.33,32.0,30.0,49.67,33.67,30.0,28.79,28.0,32.79571428571428
2024-06-09,Gujarat,44.4,39.8,42.4,89.4,170.6,128.0,122.8,95.0,43.0,61.6,177.4,144.4,133.8,134.0,128.2,110.2,50.75,256.4,16.6,32.2,32.8,37.0,31.0,32.0,28.961428571428574,40.0,31.767142857142858
2024-06-09,Haryana,46.0,28.67,34.0,76.33,128.0,109.0,106.67,96.33,43.67,60.0,186.67,141.33,127.33,132.67,153.67,111.33,47.67,237.33,25.0,17.0,28.67,22.0,30.29,32.0,27.062857142857144,33.24,31.11428571428571
2024-06-09,Himachal Pradesh,40.91,22.0,33.36,86.82,165.73,134.91,116.45,90.0,47.09,52.36,221.33,161.0,138.18,130.22,145.67,118.0,48.55,274.91,27.45,30.45,36.09,29.18,23.24,17.33,28.092857142857145,28.0,32.269999999999996
2024-06-09,Jammu and Kashmir,41.0,37.0,50.0,95.0,150.0,145.0,138.0,100.0,50.0,45.0,221.33,145.0,138.0,130.0,173.0,118.0,58.0,290.0,28.0,38.0,38.0,38.0,24.0,30.58,30.092857142857145,32.0,33.12714285714286
2024-06-09,Jharkhand,39.75,32.0,34.92,81.5,155.67,116.25,109.92,83.25,45.27,58.6,189.75,138.08,118.83,125.82,154.0,105.45,48.45,283.27,23.09,25.25,28.67,29.75,31.0,31.8,29.271428571428572,28.33,33.175714285714285
2024-06-09,Karnataka,59.76,43.83,47.69,94.48,166.1,142.55,127.72,107.21,42.69,50.66,179.45,163.24,120.83,137.54,120.45,97.38,51.69,291.14,20.28,36.66,33.59,38.66,30.0,25.59,30.222857142857144,38.0,32.54571428571429
2024-06-09,Madhya Pradesh,41.11,28.62,34.08,86.41,166.42,120.7,115.03,92.11,43.5,57.33,190.86,134.03,119.57,112.08,136.89,111.47,47.44,248.78,19.31,25.97,26.14,27.5,32.0,36.7,29.361428571428572,30.0,31.994285714285716
2024-06-09,Maharashtra,51.53,38.37,42.47,89.89,175.32,134.58,127.63,96.68,42.84,59.58,182.21,157.78,127.84,111.16,121.37,102.19,55.05,298.68,23.32,37.53,32.47,40.74,32.2,25.82,30.12285714285714,32.8,31.947142857142858
2024-06-09,Meghalaya,43.67,37.33,35.67,91.67,155.67,127.67,121.67,92.67,48.33,74.0,182.21,133.33,133.5,122.33,210.0,102.19,65.0,330.0,30.0,33.67,41.0,44.33,17.0,37.47,32.50428571428572,28.67,33.70857142857143
2024-06-09,Mizoram,50.0,40.0,45.0,98.0,155.67,127.67,120.0,105.0,50.0,75.0,182.21,190.0,220.0,150.0,210.0,102.19,100.0,520.0,25.0,40.0,60.0,70.0,30.45,34.43,33.86857142857143,36.09,37.12428571428571
2024-06-09,Odisha,37.5,37.11,40.4,84.4,163.0,124.7,111.9,82.6,45.7,52.6,172.5,139.0,114.33,120.33,115.2,95.6,51.7,276.44,26.5,27.5,32.9,41.7,38.0,50.0,32.36857142857143,38.0,36.395714285714284
2024-06-09,Puducherry,64.0,45.0,40.0,91.0,173.0,134.0,120.0,90.0,43.0,48.0,193.0,146.0,141.0,120.33,110.0,98.0,48.0,297.0,26.0,43.0,36.0,28.0,25.25,33.38,34.90428571428571,28.67,37.44285714285714
2024-06-09,Punjab,39.08,25.42,30.75,89.75,159.5,126.83,116.33,98.67,44.92,60.42,196.64,128.33,122.25,119.0,132.0,101.67,53.75,273.08,26.25,25.5,30.33,21.08,36.66,27.64,33.31,33.59,36.97714285714285
2024-06-09,Rajasthan,38.4,28.6,31.6,75.4,136.0,116.2,108.2,90.6,41.2,52.25,177.0,139.4,125.2,137.0,160.5,101.67,44.4,311.4,22.75,24.6,31.6,32.8,25.97,25.29,33.114285714285714,26.14,37.75714285714286
2024-06-09,Sikkim,57.0,34.0,40.5,80.0,127.5,132.5,119.0,105.0,47.5,62.5,177.0,185.0,140.5,167.0,200.0,101.67,58.0,381.5,19.0,35.0,60.0,47.5,37.53,23.0,32.752857142857145,32.47,41.69
2024-06-09,Tamil Nadu,60.94,44.94,54.33,92.28,179.89,143.28,125.28,90.79,44.28,46.83,203.61,177.88,128.22,167.0,113.17,93.33,57.0,321.31,24.65,45.5,36.78,50.0,33.67,36.75,34.44285714285714,41.0,41.08714285714286
2024-06-09,Telangana,54.0,42.5,49.0,85.0,162.0,131.0,115.0,93.5,40.5,61.5,151.5,144.0,96.5,103.0,108.0,91.5,55.5,289.0,25.0,27.0,25.5,34.5,40.0,46.22,32.58571428571429,60.0,36.15857142857143
2024-06-09,Uttar Pradesh,39.0,26.0,32.21,83.65,156.6,121.72,114.51,93.21,43.82,62.84,190.54,138.74,128.12,130.07,151.71,111.75,49.26,236.14,26.46,24.66,28.46,26.09,27.5,29.25,32.18,32.9,35.52428571428572
2024-06-09,West Bengal,42.38,28.67,37.46,80.85,157.62,119.54,125.31,105.69,45.54,54.77,195.88,132.0,110.92,112.62,128.38,100.77,52.46,261.0,20.69,27.69,33.38,40.54,43.0,34.5,29.99285714285714,36.0,35.15
2024-06-10,Andaman and Nicobar,47.5,28.67,67.0,95.0,169.0,155.0,136.5,103.5,55.5,73.0,232.5,176.0,166.5,112.62,133.0,116.0,79.5,300.0,19.5,55.0,55.0,80.0,25.5,24.76,34.207142857142856,30.33,38.674285714285716
2024-06-10,Andhra Pradesh,60.2,44.4,47.4,87.4,173.0,137.6,126.2,102.8,42.8,60.4,165.8,169.4,110.4,143.0,110.4,91.2,59.0,327.0,21.8,33.8,29.8,33.6,24.6,30.0,35.521428571428565,31.6,38.417142857142856
2024-06-10,Arunachal pradesh,46.0,45.0,44.75,100.5,151.75,133.25,123.25,103.25,53.33,75.67,143.5,156.0,152.33,136.0,177.67,91.2,76.0,303.5,19.33,32.67,40.0,50.0,35.0,27.88,35.18857142857143,60.0,35.56
2024-06-10,Assam,42.48,32.55,36.24,88.48,158.84,114.52,115.6,93.16,47.36,71.28,209.0,149.12,136.1,135.6,147.57,114.18,59.4,249.88,13.6,29.72,36.04,40.35,45.5,33.67,32.934285714285714,36.78,35.45428571428572
2024-06-10,Bihar,38.06,27.0,33.0,80.65,150.88,121.59,113.76,80.0,44.21,56.3,177.75,133.82,122.03,125.67,161.56,103.21,46.94,275.7,22.91,22.18,29.73,29.67,27.0,31.0,32.245714285714286,25.5,36.058571428571426
2024-06-10,Chhattisgarh,42.0,39.0,41.0,93.0,162.67,112.83,112.5,94.0,43.0,57.67,200.17,143.83,123.17,125.67,141.83,109.0,47.67,260.5,24.5,29.17,33.33,31.33,24.66,30.29,32.89,28.46,36.75428571428571
2024-06-10,Delhi,40.0,29.0,31.0,93.0,173.0,143.0,123.0,90.0,44.0,56.0,207.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,32.0,42.0,28.0,27.69,23.24,33.505714285714284,33.38,37.98571428571428
2024-06-10,DNH and DD,50.0,41.0,47.67,91.0,175.67,148.33,132.33,96.33,43.33,65.0,192.0,150.33,134.0,135.33,127.67,107.67,63.67,350.0,27.33,32.33,31.0,47.33,55.0,24.0,30.267142857142858,55.0,34.55714285714286
2024-06-10,Goa,52.5,48.0,45.5,93.5,179.5,152.5,135.0,98.0,44.0,57.5,220.5,162.5,140.5,152.5,117.5,98.5,59.0,329.0,24.5,42.5,42.5,55.0,33.8,31.0,31.509999999999998,29.8,36.371428571428574
2024-06-10,Gujarat,40.57,37.29,40.0,87.14,169.14,123.71,116.57,91.57,42.71,60.57,178.0,146.43,129.57,130.29,125.0,101.71,55.0,248.86,16.43,29.71,35.29,39.29,32.67,30.0,31.087142857142858,40.0,35.698571428571434
2024-06-10,Haryana,44.33,31.67,34.33,82.0,139.0,111.33,113.67,99.0,44.33,61.67,175.33,128.67,126.67,124.0,150.67,108.33,50.33,245.0,27.33,21.0,37.33,25.67,29.72,32.0,29.84142857142857,36.04,35.88285714285714
2024-06-10,Himachal Pradesh,40.83,22.0,33.5,88.0,167.17,134.92,116.08,89.33,47.08,52.08,219.5,161.33,137.58,129.2,143.5,118.0,48.83,270.33,27.5,30.92,37.25,28.42,22.18,32.2,31.09,29.73,36.957142857142856
2024-06-10,Jammu and Kashmir,46.5,30.0,37.83,92.5,155.0,127.83,123.83,101.33,52.0,51.0,219.5,148.33,135.33,129.67,144.2,126.0,54.17,317.83,27.4,29.83,35.83,33.67,29.17,17.0,31.184285714285718,33.33,37.31428571428571
2024-06-10,Jharkhand,39.47,31.39,34.84,81.26,156.26,119.89,111.63,82.37,45.61,59.0,178.92,138.05,123.79,125.83,151.13,103.59,49.06,286.94,24.33,26.21,29.79,29.89,32.0,30.45,30.357142857142858,42.0,35.57
2024-06-10,Karnataka,59.94,43.75,47.59,93.63,166.44,141.47,127.47,106.84,42.78,50.94,180.47,162.91,120.38,136.35,120.38,97.59,52.78,290.03,20.5,36.16,33.42,40.81,32.33,38.0,30.904285714285713,31.0,35.91571428571429
2024-06-10,Kerala,50.77,44.92,46.0,102.42,185.75,150.45,137.36,115.17,44.08,54.38,221.4,170.63,145.58,136.35,117.62,99.36,61.5,231.67,14.6,46.14,39.64,62.5,42.5,25.25,31.424285714285713,42.5,35.50714285714286
2024-06-10,Madhya Pradesh,40.92,29.0,34.31,85.98,164.44,119.42,115.17,91.52,43.38,57.71,189.5,135.29,120.71,112.6,136.51,110.39,47.73,252.63,19.6,25.85,27.42,28.44,29.71,36.66,30.87285714285714,35.29,34.38285714285714
2024-06-10,Maharashtra,51.63,38.58,42.37,90.32,175.84,134.79,127.05,96.42,42.84,59.58,182.16,157.78,127.84,111.47,121.32,102.31,55.05,298.68,23.32,37.32,33.42,42.21,21.0,25.97,33.20428571428572,37.33,33.824285714285715
2024-06-10,Manipur,50.0,45.0,40.0,100.0,180.0,145.0,140.0,95.0,55.0,59.58,182.16,150.0,140.0,140.0,121.32,140.0,85.0,220.0,25.0,40.0,45.0,35.0,30.92,37.53,34.50142857142857,37.25,34.931428571428576
2024-06-10,Meghalaya,45.6,38.4,37.0,92.17,163.0,135.0,121.1,89.8,49.5,73.8,182.16,134.8,138.5,127.1,172.0,126.0,73.83,371.2,21.3,34.7,40.0,44.2,29.83,33.67,35.19714285714286,35.83,35.527142857142856
2024-06-10,Mizoram,48.18,42.0,45.9,107.44,150.71,125.86,128.11,99.55,50.27,78.0,159.5,185.55,170.8,128.0,183.67,130.83,119.63,479.67,29.18,40.27,53.36,75.91,26.21,40.0,37.205714285714286,29.79,38.894285714285715
2024-06-10,Nagaland,41.64,42.17,48.79,106.0,131.3,135.83,121.15,98.21,50.71,73.25,159.5,136.93,157.5,147.36,190.0,120.0,84.44,329.23,17.93,33.57,50.71,52.86,36.16,27.5,36.83571428571429,33.42,41.364285714285714
2024-06-10,Odisha,38.23,37.69,40.0,83.86,162.59,122.59,112.68,83.32,44.86,53.0,161.25,140.27,115.95,125.17,117.36,95.82,50.57,278.94,25.86,26.5,34.91,40.77,46.14,43.0,34.03,39.64,40.68857142857143
2024-06-10,Puducherry,64.0,45.0,40.0,91.0,173.0,136.0,120.0,90.0,43.0,48.0,193.0,146.0,141.0,125.17,110.0,98.0,48.0,297.0,26.0,43.0,36.0,28.0,25.85,25.5,36.480000000000004,27.42,41.91428571428571
2024-06-10,Punjab,39.14,25.14,30.86,89.79,160.64,127.07,117.43,99.0,44.85,59.69,197.82,126.77,121.31,117.69,131.45,101.33,54.08,271.31,26.62,25.62,31.46,22.23,37.32,24.6,34.80857142857143,33.42,41.634285714285724
2024-06-10,Rajasthan,40.85,29.3,33.22,76.81,129.41,111.48,104.44,91.07,42.96,52.35,180.69,149.54,125.44,135.36,157.05,116.25,45.08,296.64,20.61,25.46,32.08,32.77,40.0,35.0,32.73142857142857,45.0,39.78857142857142
2024-06-10,Sikkim,54.2,35.2,38.4,85.0,133.0,126.6,124.0,101.0,49.0,63.4,180.69,166.6,127.2,137.5,170.2,116.25,59.2,410.0,18.6,36.4,47.0,42.0,34.7,45.5,32.97428571428571,40.0,40.78857142857142
2024-06-10,Tamil Nadu,61.97,45.84,54.13,93.13,180.84,144.56,124.88,94.11,44.03,47.56,204.06,173.43,126.78,137.5,112.59,92.97,56.19,309.08,24.52,46.22,40.63,50.44,40.27,27.0,33.824285714285715,53.36,38.96999999999999
2024-06-10,Telangana,54.3,42.7,45.9,80.11,164.8,129.3,119.3,93.3,41.3,66.3,163.4,165.6,121.2,150.5,115.9,97.7,57.1,301.9,20.4,31.5,27.1,33.8,33.57,24.66,33.528571428571425,50.71,35.597142857142856
2024-06-10,Tripura,38.25,42.7,39.0,87.0,144.33,128.0,111.25,103.75,48.0,70.25,163.4,132.25,122.67,116.0,139.75,100.25,69.25,221.5,10.0,34.5,38.0,43.25,26.5,27.69,34.67142857142857,34.91,36.03857142857143
2024-06-10,Uttar Pradesh,38.68,26.07,32.32,82.47,155.6,119.76,114.56,93.6,43.72,62.78,188.97,139.47,128.01,130.64,152.47,110.7,48.93,239.63,26.63,25.23,29.5,27.23,43.0,55.0,32.13285714285714,36.0,35.11
2024-06-10,Uttarakhand,38.0,26.75,33.25,89.25,145.75,114.75,113.25,99.25,43.0,60.5,153.5,139.5,130.5,132.25,148.0,117.0,56.5,264.25,28.25,29.0,27.0,24.0,25.62,33.8,32.61571428571428,31.46,34.472857142857144
2024-06-10,West Bengal,44.09,30.1,37.74,84.48,155.78,124.09,129.7,106.3,46.09,54.5,198.82,132.22,113.48,113.13,127.39,100.1,51.59,272.64,22.14,28.35,33.39,38.48,25.46,32.67,33.02857142857143,32.08,34.660000000000004
2024-06-11,Andaman and Nicobar,48.33,30.1,68.0,95.33,173.0,154.33,136.0,101.0,55.0,73.0,232.5,172.33,174.33,113.13,129.33,116.33,75.67,316.0,20.0,53.33,53.33,81.67,36.4,29.72,35.44714285714286,47.0,35.56428571428572
2024-06-11,Andhra Pradesh,60.75,44.0,44.25,89.5,177.0,136.0,125.25,97.5,43.25,59.0,164.75,170.67,111.5,124.5,110.5,91.5,59.75,359.25,22.0,33.5,31.5,41.75,46.22,22.18,33.63,40.63,34.26
2024-06-11,Arunachal pradesh,48.0,45.0,46.33,102.33,149.0,131.0,121.0,107.67,55.0,80.0,167.0,163.0,137.0,143.0,163.0,91.5,72.5,327.0,20.0,31.5,40.0,50.0,31.5,29.17,33.63,27.1,36.10285714285714
2024-06-11,Assam,42.32,32.42,36.4,89.2,160.48,114.36,116.76,92.48,47.24,71.2,212.8,150.12,135.89,135.28,145.81,113.88,59.48,255.24,13.52,30.16,35.0,40.48,34.5,32.0,33.01,38.0,35.674285714285716
2024-06-11,Bihar,37.89,27.14,33.14,80.97,152.56,120.86,114.64,80.06,44.36,56.06,179.27,135.31,121.39,125.69,156.93,104.03,46.86,279.43,23.56,22.86,29.72,30.17,25.23,32.33,32.67142857142857,29.5,35.705714285714286
2024-06-11,Chandigarh,40.0,32.0,34.0,95.0,179.0,130.0,125.0,98.0,44.0,62.0,190.0,148.0,120.0,129.0,135.0,105.0,55.0,253.0,28.0,24.0,32.0,35.0,29.0,42.5,31.95714285714286,27.0,36.42
2024-06-11,Chhattisgarh,41.33,39.17,39.17,90.0,164.33,114.33,114.83,96.0,43.17,56.5,200.0,149.67,135.67,132.83,148.83,119.17,47.83,247.17,22.33,27.83,33.33,32.5,28.35,29.71,31.88285714285714,33.39,36.41142857142857
2024-06-11,Delhi,40.0,29.0,31.0,93.0,173.0,143.0,123.0,90.0,44.0,56.0,207.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,32.0,42.0,28.0,53.33,21.0,28.835714285714285,53.33,34.792857142857144
2024-06-11,DNH and DD,50.0,41.33,47.67,91.67,175.67,148.67,132.33,96.33,43.33,65.0,192.0,150.33,134.0,135.33,128.0,107.67,63.67,350.0,27.33,32.67,31.33,46.0,33.5,30.92,28.717142857142854,31.5,34.76857142857143
2024-06-11,Goa,52.5,48.0,45.5,93.5,180.0,154.5,135.0,98.0,44.0,57.5,220.5,162.5,140.5,152.5,117.5,98.5,59.0,329.0,24.5,42.0,45.0,56.0,31.5,29.83,30.217142857142854,40.0,35.48285714285714
2024-06-11,Gujarat,42.14,38.29,40.86,87.43,170.29,124.71,119.86,91.71,42.86,62.0,176.14,143.57,126.29,128.86,124.29,105.14,53.67,251.29,14.86,29.86,35.0,39.86,30.16,26.21,30.174285714285713,35.0,35.48285714285714
2024-06-11,Haryana,43.25,30.0,34.5,77.75,129.25,107.25,107.75,96.25,43.75,60.0,177.75,137.75,127.5,127.25,153.75,106.25,48.75,231.25,25.5,19.5,34.25,24.25,22.86,36.16,29.694285714285712,29.72,36.13
2024-06-11,Himachal Pradesh,40.64,22.0,33.09,87.91,166.0,133.55,115.73,88.82,46.73,51.55,223.0,161.45,138.0,129.22,143.5,118.0,48.18,274.91,27.45,30.45,39.0,28.55,24.0,46.14,30.615714285714283,32.0,37.129999999999995
2024-06-11,Jammu and Kashmir,47.17,32.8,39.33,97.5,151.67,127.83,125.0,103.5,50.8,50.8,223.0,149.67,136.33,131.33,143.0,121.33,53.2,312.8,27.0,29.5,36.0,31.83,27.83,25.85,30.854285714285712,33.33,37.511428571428574
2024-06-11,Jharkhand,39.42,31.39,34.84,81.11,156.26,119.84,111.53,82.26,45.61,59.0,178.92,138.21,123.95,126.11,150.93,103.88,49.11,286.89,24.33,26.21,29.79,30.05,32.0,37.32,30.027142857142856,42.0,35.76714285714286
2024-06-11,Karnataka,59.91,43.75,47.56,93.94,167.0,141.5,127.53,106.88,42.81,50.91,180.63,163.13,120.44,136.23,120.41,97.69,52.78,290.47,20.47,36.5,34.0,41.22,32.67,40.0,30.57428571428571,31.33,36.14857142857143
2024-06-11,Kerala,50.67,44.67,46.18,102.36,185.0,150.5,136.1,116.55,44.31,54.38,221.4,170.63,141.83,136.23,117.08,100.0,62.46,236.92,15.09,48.23,42.15,66.15,42.0,34.7,31.46428571428571,45.0,35.74142857142857
2024-06-11,Madhya Pradesh,41.07,28.7,34.04,86.59,164.5,119.78,115.04,91.8,43.4,57.91,189.36,135.04,120.38,112.91,137.23,110.9,47.67,256.35,18.93,26.4,28.6,28.62,29.86,40.27,30.97,35.0,34.82714285714285
2024-06-11,Maharashtra,51.68,38.58,42.63,90.47,175.58,134.84,127.37,96.42,42.95,59.63,182.37,158.0,128.0,111.53,121.26,102.19,55.11,299.21,23.37,37.37,34.58,43.68,19.5,33.57,33.52285714285714,34.25,34.87428571428571
2024-06-11,Meghalaya,46.1,38.3,36.9,93.17,162.86,134.67,121.1,90.0,49.5,73.8,182.37,134.8,138.0,128.1,172.0,126.0,73.83,371.0,21.3,34.7,41.0,45.6,30.45,26.5,34.13,39.0,35.160000000000004
2024-06-11,Mizoram,48.18,42.0,45.9,107.44,150.71,125.86,128.11,99.55,50.27,78.0,159.5,185.55,170.8,128.45,183.67,130.83,119.63,479.67,29.18,40.45,53.36,75.91,29.5,43.0,35.69428571428572,36.0,37.64
2024-06-11,Nagaland,41.53,43.29,48.87,105.0,133.0,136.43,122.5,98.33,50.67,72.17,159.5,138.47,157.5,148.87,190.0,120.0,84.44,330.71,18.07,33.33,51.0,54.33,26.21,25.62,36.71142857142858,29.79,40.67
2024-06-11,Odisha,38.35,37.25,40.45,84.3,162.9,122.9,112.4,83.15,44.85,52.26,155.0,141.1,116.32,120.83,116.7,95.05,50.7,277.88,25.45,26.05,35.7,41.8,36.5,25.46,35.21857142857143,34.0,40.91285714285714
2024-06-11,Puducherry,64.0,45.0,40.0,91.0,173.0,136.0,120.0,90.0,43.0,48.0,193.0,146.0,141.0,120.83,110.0,98.0,48.0,297.0,26.0,43.0,36.0,28.0,48.23,36.4,34.471428571428575,42.15,40.034285714285716
2024-06-11,Punjab,39.87,25.2,31.07,90.13,157.73,126.67,116.73,98.87,44.8,60.53,199.46,128.27,121.4,116.53,134.0,102.27,53.93,273.67,26.4,25.93,33.53,23.2,26.4,46.22,34.40428571428571,28.6,40.73857142857143
2024-06-11,Rajasthan,41.73,29.15,33.12,76.42,132.12,112.35,105.38,89.62,42.36,52.04,180.44,146.44,123.13,131.63,157.41,114.25,44.2,292.38,20.17,24.92,32.83,33.75,37.37,31.5,32.62571428571429,34.58,40.48857142857143
2024-06-11,Sikkim,53.25,35.0,39.0,86.25,132.5,124.5,122.5,98.75,48.75,64.25,180.44,161.5,117.25,137.5,160.25,114.25,57.5,426.75,19.0,37.0,48.0,42.5,34.7,34.5,32.95428571428572,41.0,41.48857142857143
2024-06-11,Tamil Nadu,62.03,45.69,54.68,93.06,181.15,144.44,124.76,94.03,44.09,47.18,204.09,173.44,126.88,137.5,112.82,93.18,56.24,309.08,24.67,46.55,42.27,56.73,40.45,25.23,33.825714285714284,53.36,39.90428571428572
