DATE,States/UTs,Commodity,Price,Dates
2024-06-19,Goa,Sugar,44.0,
2024-06-19,Gujarat,Sugar,43.13,
2024-06-19,Haryana,Sugar,43.67,
2024-06-19,Himachal Pradesh,Sugar,47.0,
2024-06-19,Jammu and Kashmir,Sugar,52.5,
2024-06-19,Jharkhand,Sugar,45.61,
2024-06-19,Karnataka,Sugar,42.78,
2024-06-19,Kerala,Sugar,44.38,
2024-06-19,Madhya Pradesh,Sugar,43.52,
2024-06-19,Maharashtra,Sugar,43.21,
2024-06-19,Manipur,Sugar,55.0,
2024-06-19,Meghalaya,Sugar,49.4,
2024-06-19,Mizoram,Sugar,50.55,
2024-06-19,Nagaland,Sugar,50.06,
2024-06-19,Odisha,Sugar,44.7,
2024-06-19,Puducherry,Sugar,43.0,
2024-06-19,Punjab,Sugar,44.67,
2024-06-19,Rajasthan,Sugar,41.81,
2024-06-19,Sikkim,Sugar,49.0,
2024-06-19,Tamil Nadu,Sugar,44.06,
2024-06-19,Telangana,Sugar,41.33,
2024-06-19,Tripura,Sugar,48.0,
2024-06-19,Uttar Pradesh,Sugar,43.73,
2024-06-19,Uttarakhand,Sugar,42.75,
2024-06-19,West Bengal,Sugar,46.29,
2024-06-20,Andaman and Nicobar,Sugar,55.33,
2024-06-20,Andhra Pradesh,Sugar,42.6,
2024-06-20,Arunachal pradesh,Sugar,55.0,
2024-06-20,Assam,Sugar,47.41,
2024-06-20,Bihar,Sugar,44.35,
2024-06-20,Chandigarh,Sugar,44.0,
2024-06-20,Chhattisgarh,Sugar,43.43,
2024-06-20,Delhi,Sugar,44.0,
2024-06-20,DNH and DD,Sugar,44.5,
2024-06-20,Goa,Sugar,44.0,
2024-06-20,Gujarat,Sugar,43.13,
2024-06-20,Haryana,Sugar,43.67,
2024-06-20,Himachal Pradesh,Sugar,47.0,
2024-06-20,Jammu and Kashmir,Sugar,52.5,
2024-06-20,Jharkhand,Sugar,45.61,
2024-06-20,Karnataka,Sugar,42.78,
2024-06-20,Kerala,Sugar,44.38,
2024-06-20,Madhya Pradesh,Sugar,43.52,
2024-06-20,Maharashtra,Sugar,43.21,
2024-06-20,Manipur,Sugar,55.0,
2024-06-20,Meghalaya,Sugar,49.4,
2024-06-20,Mizoram,Sugar,50.55,
2024-06-20,Nagaland,Sugar,50.06,
2024-06-20,Odisha,Sugar,44.7,
2024-06-20,Puducherry,Sugar,43.0,
2024-06-20,Punjab,Sugar,44.67,
2024-06-20,Rajasthan,Sugar,41.81,
2024-06-20,Sikkim,Sugar,49.0,
2024-06-20,Tamil Nadu,Sugar,44.06,
2024-06-20,Telangana,Sugar,41.33,
2024-06-20,Tripura,Sugar,48.0,
2024-06-20,Uttar Pradesh,Sugar,43.73,
2024-06-20,Uttarakhand,Sugar,42.75,
2024-06-20,West Bengal,Sugar,46.29,
2024-06-21,Andaman and Nicobar,Sugar,55.0,
2024-06-21,Andhra Pradesh,Sugar,42.75,
2024-06-21,Arunachal pradesh,Sugar,55.0,
2024-06-21,Assam,Sugar,47.54,
2024-06-21,Bihar,Sugar,44.35,
2024-06-21,Chandigarh,Sugar,44.0,
2024-06-21,Chhattisgarh,Sugar,43.63,
2024-06-21,Delhi,Sugar,44.0,
2024-06-21,DNH and DD,Sugar,43.67,
2024-06-21,Goa,Sugar,44.0,
2024-06-21,Gujarat,Sugar,43.17,
2024-06-21,Haryana,Sugar,45.0,
2024-06-21,Himachal Pradesh,Sugar,47.08,
2024-06-21,Jammu and Kashmir,Sugar,52.0,
2024-06-21,Jharkhand,Sugar,45.76,
2024-06-21,Karnataka,Sugar,42.94,
2024-06-21,Kerala,Sugar,44.18,
2024-06-21,Madhya Pradesh,Sugar,43.43,
2024-06-21,Maharashtra,Sugar,43.11,
2024-06-21,Manipur,Sugar,55.0,
2024-06-21,Meghalaya,Sugar,49.33,
2024-06-21,Mizoram,Sugar,50.55,
2024-06-21,Nagaland,Sugar,50.06,
2024-06-21,Odisha,Sugar,44.86,
2024-06-21,Puducherry,Sugar,43.0,
2024-06-21,Punjab,Sugar,44.57,
2024-06-21,Rajasthan,Sugar,42.59,
2024-06-21,Sikkim,Sugar,49.0,
2024-06-21,Tamil Nadu,Sugar,44.03,
2024-06-21,Telangana,Sugar,41.4,
2024-06-21,Tripura,Sugar,48.0,
2024-06-21,Uttar Pradesh,Sugar,43.8,
2024-06-21,Uttarakhand,Sugar,42.75,
2024-06-21,West Bengal,Sugar,46.0,
2024-06-22,Andaman and Nicobar,Sugar,53.67,
2024-06-22,Andhra Pradesh,Sugar,42.8,
2024-06-22,Arunachal pradesh,Sugar,55.0,
2024-06-22,Assam,Sugar,47.33,
2024-06-22,Bihar,Sugar,44.46,
2024-06-22,Chandigarh,Sugar,44.0,
2024-06-22,Chhattisgarh,Sugar,43.0,
2024-06-22,Delhi,Sugar,44.0,
2024-06-22,DNH and DD,Sugar,43.67,
2024-06-22,Gujarat,Sugar,43.67,
2024-06-22,Haryana,Sugar,45.0,
2024-06-22,Himachal Pradesh,Sugar,46.92,
2024-06-22,Jammu and Kashmir,Sugar,55.0,
2024-06-22,Jharkhand,Sugar,45.83,
2024-06-22,Karnataka,Sugar,42.87,
2024-06-22,Kerala,Sugar,44.0,
2024-06-22,Madhya Pradesh,Sugar,43.57,
2024-06-22,Maharashtra,Sugar,43.11,
2024-06-22,Meghalaya,Sugar,49.25,
2024-06-22,Mizoram,Sugar,50.0,
2024-06-22,Nagaland,Sugar,50.07,
2024-06-22,Odisha,Sugar,45.56,
2024-06-22,Puducherry,Sugar,43.0,
2024-06-22,Punjab,Sugar,44.57,
2024-06-22,Rajasthan,Sugar,40.6,
2024-06-22,Sikkim,Sugar,49.0,
2024-06-22,Tamil Nadu,Sugar,44.26,
2024-06-22,Telangana,Sugar,41.4,
2024-06-22,Tripura,Sugar,48.0,
2024-06-22,Uttar Pradesh,Sugar,43.88,
2024-06-22,Uttarakhand,Sugar,44.0,
2024-06-22,West Bengal,Sugar,46.0,
2024-06-23,Andhra Pradesh,Sugar,43.33,
2024-06-23,Arunachal pradesh,Sugar,53.33,
2024-06-23,Assam,Sugar,47.35,
2024-06-23,Bihar,Sugar,44.71,
2024-06-23,Chandigarh,Sugar,44.0,
2024-06-23,Chhattisgarh,Sugar,44.2,
2024-06-23,Delhi,Sugar,45.0,
2024-06-23,DNH and DD,Sugar,43.67,
2024-06-23,Gujarat,Sugar,43.25,
2024-06-23,Haryana,Sugar,45.0,
2024-06-23,Himachal Pradesh,Sugar,46.4,
2024-06-23,Jammu and Kashmir,Sugar,50.0,
2024-06-23,Jharkhand,Sugar,45.5,
2024-06-23,Karnataka,Sugar,42.9,
2024-06-23,Madhya Pradesh,Sugar,43.51,
2024-06-23,Maharashtra,Sugar,43.11,
2024-06-23,Meghalaya,Sugar,48.0,
2024-06-23,Mizoram,Sugar,50.0,
2024-06-23,Odisha,Sugar,45.5,
2024-06-23,Punjab,Sugar,44.67,
2024-06-23,Rajasthan,Sugar,42.0,
2024-06-23,Sikkim,Sugar,47.5,
2024-06-23,Tamil Nadu,Sugar,44.4,
2024-06-23,Telangana,Sugar,40.0,
2024-06-23,Uttar Pradesh,Sugar,43.95,
2024-06-23,West Bengal,Sugar,45.64,
2024-06-24,Andaman and Nicobar,Sugar,56.5,
2024-06-24,Andhra Pradesh,Sugar,42.8,
2024-06-24,Arunachal pradesh,Sugar,55.0,
2024-06-24,Assam,Sugar,47.39,
2024-06-24,Bihar,Sugar,44.39,
2024-06-24,Chandigarh,Sugar,44.0,
2024-06-24,Chhattisgarh,Sugar,43.83,
2024-06-24,Delhi,Sugar,44.0,
2024-06-24,DNH and DD,Sugar,43.67,
2024-06-24,Goa,Sugar,44.0,
2024-06-24,Gujarat,Sugar,43.29,
2024-06-24,Haryana,Sugar,45.25,
2024-06-24,Himachal Pradesh,Sugar,47.17,
2024-06-24,Jammu and Kashmir,Sugar,51.0,
2024-06-24,Jharkhand,Sugar,45.88,
2024-06-24,Karnataka,Sugar,42.94,
2024-06-24,Kerala,Sugar,44.15,
2024-06-24,Madhya Pradesh,Sugar,43.4,
2024-06-24,Maharashtra,Sugar,43.22,
2024-06-24,Manipur,Sugar,55.0,
2024-06-24,Meghalaya,Sugar,49.33,
2024-06-24,Mizoram,Sugar,50.55,
2024-06-24,Nagaland,Sugar,50.06,
2024-06-24,Odisha,Sugar,44.73,
2024-06-24,Puducherry,Sugar,43.0,
2024-06-24,Punjab,Sugar,44.6,
2024-06-24,Rajasthan,Sugar,42.56,
2024-06-24,Sikkim,Sugar,49.0,
2024-06-24,Tamil Nadu,Sugar,44.12,
2024-06-24,Telangana,Sugar,41.4,
2024-06-24,Tripura,Sugar,48.0,
2024-06-24,Uttar Pradesh,Sugar,43.81,
2024-06-24,Uttarakhand,Sugar,42.5,
2024-06-24,West Bengal,Sugar,46.04,
2024-06-25,Andaman and Nicobar,Sugar,54.0,
2024-06-25,Andhra Pradesh,Sugar,42.8,
2024-06-25,Arunachal pradesh,Sugar,53.33,
2024-06-25,Assam,Sugar,47.46,
2024-06-25,Bihar,Sugar,44.33,
2024-06-25,Chandigarh,Sugar,44.0,
2024-06-25,Chhattisgarh,Sugar,43.83,
2024-06-25,Delhi,Sugar,44.0,
2024-06-25,DNH and DD,Sugar,43.67,
2024-06-25,Goa,Sugar,44.0,
2024-06-25,Gujarat,Sugar,43.43,
2024-06-25,Haryana,Sugar,45.67,
2024-06-25,Himachal Pradesh,Sugar,47.08,
2024-06-25,Jammu and Kashmir,Sugar,50.71,
2024-06-25,Jharkhand,Sugar,45.71,
2024-06-25,Karnataka,Sugar,42.94,
2024-06-25,Kerala,Sugar,44.29,
2024-06-25,Madhya Pradesh,Sugar,43.58,
2024-06-25,Maharashtra,Sugar,43.0,
2024-06-25,Manipur,Sugar,55.0,
2024-06-25,Meghalaya,Sugar,49.4,
2024-06-25,Mizoram,Sugar,50.55,
2024-06-25,Nagaland,Sugar,50.06,
2024-06-25,Odisha,Sugar,44.91,
2024-06-25,Puducherry,Sugar,43.0,
2024-06-25,Punjab,Sugar,44.67,
2024-06-25,Rajasthan,Sugar,42.5,
2024-06-25,Sikkim,Sugar,49.0,
2024-06-25,Tamil Nadu,Sugar,44.16,
2024-06-25,Telangana,Sugar,41.4,
2024-06-25,Tripura,Sugar,48.0,
2024-06-25,Uttar Pradesh,Sugar,43.84,
2024-06-25,Uttarakhand,Sugar,42.75,
2024-06-25,West Bengal,Sugar,46.14,
2024-06-26,Andaman and Nicobar,Sugar,54.0,
2024-06-26,Andhra Pradesh,Sugar,42.8,
2024-06-26,Arunachal pradesh,Sugar,53.33,
2024-06-26,Assam,Sugar,47.46,
2024-06-26,Bihar,Sugar,44.33,
2024-06-26,Chandigarh,Sugar,44.0,
2024-06-26,Chhattisgarh,Sugar,43.83,
2024-06-26,Delhi,Sugar,44.0,
2024-06-26,DNH and DD,Sugar,43.67,
2024-06-26,Goa,Sugar,44.0,
2024-06-26,Gujarat,Sugar,43.43,
2024-06-26,Haryana,Sugar,45.67,
2024-06-26,Himachal Pradesh,Sugar,47.08,
2024-06-26,Jammu and Kashmir,Sugar,50.71,
2024-06-26,Jharkhand,Sugar,45.71,
2024-06-26,Karnataka,Sugar,42.94,
2024-06-26,Kerala,Sugar,44.29,
2024-06-26,Madhya Pradesh,Sugar,43.58,
2024-06-26,Maharashtra,Sugar,43.0,
2024-06-26,Manipur,Sugar,55.0,
2024-06-26,Meghalaya,Sugar,49.4,
2024-06-26,Mizoram,Sugar,50.55,
2024-06-26,Nagaland,Sugar,50.06,
2024-06-26,Odisha,Sugar,44.91,
2024-06-26,Puducherry,Sugar,43.0,
2024-06-26,Punjab,Sugar,44.67,
2024-06-26,Rajasthan,Sugar,42.5,
2024-06-26,Sikkim,Sugar,49.0,
2024-06-26,Tamil Nadu,Sugar,44.16,
2024-06-26,Telangana,Sugar,41.4,
2024-06-26,Tripura,Sugar,48.0,
2024-06-26,Uttar Pradesh,Sugar,43.84,
2024-06-26,Uttarakhand,Sugar,42.75,
2024-06-26,West Bengal,Sugar,46.14,
2024-06-27,Andaman and Nicobar,Sugar,55.67,
2024-06-27,Andhra Pradesh,Sugar,42.8,
2024-06-27,Arunachal pradesh,Sugar,53.33,
2024-06-27,Assam,Sugar,47.39,
2024-06-27,Bihar,Sugar,44.36,
2024-06-27,Chandigarh,Sugar,44.0,
2024-06-27,Chhattisgarh,Sugar,43.25,
2024-06-27,Delhi,Sugar,44.0,
2024-06-27,DNH and DD,Sugar,43.67,
2024-06-27,Goa,Sugar,44.0,
2024-06-27,Gujarat,Sugar,43.13,
2024-06-27,Haryana,Sugar,45.5,
2024-06-27,Himachal Pradesh,Sugar,46.83,
2024-06-27,Jammu and Kashmir,Sugar,51.2,
2024-06-27,Jharkhand,Sugar,45.71,
2024-06-27,Karnataka,Sugar,43.03,
2024-06-27,Kerala,Sugar,44.14,
2024-06-27,Madhya Pradesh,Sugar,43.46,
2024-06-27,Maharashtra,Sugar,43.11,
2024-06-27,Meghalaya,Sugar,49.4,
2024-06-27,Mizoram,Sugar,50.55,
2024-06-27,Nagaland,Sugar,50.07,
2024-06-27,Odisha,Sugar,44.54,
2024-06-27,Puducherry,Sugar,43.0,
2024-06-27,Punjab,Sugar,44.64,
2024-06-27,Rajasthan,Sugar,42.14,
2024-06-27,Sikkim,Sugar,49.0,
2024-06-27,Tamil Nadu,Sugar,44.09,
2024-06-27,Telangana,Sugar,41.56,
2024-06-27,Tripura,Sugar,48.0,
2024-06-27,Uttar Pradesh,Sugar,43.87,
2024-06-27,Uttarakhand,Sugar,42.75,
2024-06-27,West Bengal,Sugar,46.29,
2024-06-28,Andaman and Nicobar,Sugar,55.33,
2024-06-28,Andhra Pradesh,Sugar,42.8,
2024-06-28,Arunachal pradesh,Sugar,55.0,
2024-06-28,Assam,Sugar,47.6,
2024-06-28,Bihar,Sugar,44.34,
2024-06-28,Chandigarh,Sugar,44.0,
2024-06-28,Chhattisgarh,Sugar,43.5,
2024-06-28,Delhi,Sugar,44.0,
2024-06-28,DNH and DD,Sugar,43.67,
2024-06-28,Goa,Sugar,44.0,
2024-06-28,Gujarat,Sugar,43.0,
2024-06-28,Haryana,Sugar,45.5,
2024-06-28,Himachal Pradesh,Sugar,46.83,
2024-06-28,Jammu and Kashmir,Sugar,50.2,
2024-06-28,Jharkhand,Sugar,45.72,
2024-06-28,Karnataka,Sugar,42.9,
2024-06-28,Kerala,Sugar,44.08,
2024-06-28,Madhya Pradesh,Sugar,43.34,
2024-06-28,Maharashtra,Sugar,43.16,
2024-06-28,Meghalaya,Sugar,49.4,
2024-06-28,Mizoram,Sugar,50.6,
2024-06-28,Nagaland,Sugar,50.06,
2024-06-28,Odisha,Sugar,44.91,
2024-06-28,Puducherry,Sugar,46.0,
2024-06-28,Punjab,Sugar,44.93,
2024-06-28,Rajasthan,Sugar,42.11,
2024-06-28,Sikkim,Sugar,49.0,
2024-06-28,Tamil Nadu,Sugar,44.13,
2024-06-28,Telangana,Sugar,41.4,
2024-06-28,Tripura,Sugar,48.0,
2024-06-28,Uttar Pradesh,Sugar,43.97,
2024-06-28,Uttarakhand,Sugar,43.0,
2024-06-28,West Bengal,Sugar,46.14,
2024-06-29,Andaman and Nicobar,Sugar,55.0,
2024-06-29,Andhra Pradesh,Sugar,42.6,
2024-06-29,Arunachal pradesh,Sugar,55.0,
2024-06-29,Assam,Sugar,47.32,
2024-06-29,Bihar,Sugar,44.47,
2024-06-29,Chhattisgarh,Sugar,43.0,
2024-06-29,Delhi,Sugar,44.0,
2024-06-29,DNH and DD,Sugar,43.67,
2024-06-29,Gujarat,Sugar,43.5,
2024-06-29,Haryana,Sugar,45.67,
2024-06-29,Himachal Pradesh,Sugar,46.83,
2024-06-29,Jammu and Kashmir,Sugar,51.5,
2024-06-29,Jharkhand,Sugar,45.71,
2024-06-29,Karnataka,Sugar,43.03,
2024-06-29,Kerala,Sugar,44.15,
2024-06-29,Madhya Pradesh,Sugar,43.51,
2024-06-29,Maharashtra,Sugar,43.32,
2024-06-29,Meghalaya,Sugar,49.38,
2024-06-29,Mizoram,Sugar,50.0,
2024-06-29,Nagaland,Sugar,50.33,
2024-06-29,Odisha,Sugar,44.79,
2024-06-29,Puducherry,Sugar,46.0,
2024-06-29,Punjab,Sugar,44.64,
2024-06-29,Rajasthan,Sugar,41.0,
2024-06-29,Sikkim,Sugar,48.75,
2024-06-29,Tamil Nadu,Sugar,44.25,
2024-06-29,Telangana,Sugar,41.5,
2024-06-29,Tripura,Sugar,48.0,
2024-06-29,Uttar Pradesh,Sugar,44.01,
2024-06-29,Uttarakhand,Sugar,42.75,
2024-06-29,West Bengal,Sugar,46.0,
2024-06-30,Andhra Pradesh,Sugar,43.0,
2024-06-30,Arunachal pradesh,Sugar,55.0,
2024-06-30,Assam,Sugar,47.43,
2024-06-30,Bihar,Sugar,44.76,
2024-06-30,Chandigarh,Sugar,44.0,
2024-06-30,Chhattisgarh,Sugar,45.0,
2024-06-30,Delhi,Sugar,44.0,
2024-06-30,DNH and DD,Sugar,43.67,
2024-06-30,Gujarat,Sugar,43.0,
2024-06-30,Haryana,Sugar,45.67,
2024-06-30,Himachal Pradesh,Sugar,46.83,
2024-06-30,Jammu and Kashmir,Sugar,50.0,
2024-06-30,Jharkhand,Sugar,45.5,
2024-06-30,Karnataka,Sugar,42.93,
2024-06-30,Madhya Pradesh,Sugar,43.45,
2024-06-30,Maharashtra,Sugar,43.32,
2024-06-30,Meghalaya,Sugar,48.0,
2024-06-30,Mizoram,Sugar,50.0,
2024-06-30,Odisha,Sugar,45.7,
2024-06-30,Puducherry,Sugar,46.0,
2024-06-30,Punjab,Sugar,44.67,
2024-06-30,Rajasthan,Sugar,41.29,
2024-06-30,Sikkim,Sugar,47.5,
2024-06-30,Tamil Nadu,Sugar,44.26,
2024-06-30,Telangana,Sugar,39.67,
2024-06-30,Uttar Pradesh,Sugar,44.08,
2024-06-30,West Bengal,Sugar,45.45,
2024-06-01,Andaman and Nicobar,Milk @,73.0,
2024-06-01,Andhra Pradesh,Milk @,60.4,
2024-06-01,Arunachal pradesh,Milk @,77.0,
2024-06-01,Assam,Milk @,71.22,
2024-06-01,Bihar,Milk @,55.31,
2024-06-01,Chandigarh,Milk @,59.0,
2024-06-01,Chhattisgarh,Milk @,59.0,
2024-06-01,Delhi,Milk @,54.0,
2024-06-01,DNH and DD,Milk @,64.0,
2024-06-01,Gujarat,Milk @,59.86,
2024-06-01,Haryana,Milk @,60.0,
2024-06-01,Himachal Pradesh,Milk @,52.0,
2024-06-01,Jammu and Kashmir,Milk @,52.0,
2024-06-01,Jharkhand,Milk @,58.75,
2024-06-01,Karnataka,Milk @,50.03,
2024-06-01,Kerala,Milk @,53.7,
2024-06-01,Madhya Pradesh,Milk @,57.48,
2024-06-01,Maharashtra,Milk @,59.42,
2024-06-01,Meghalaya,Milk @,74.14,
2024-06-01,Mizoram,Milk @,77.5,
2024-06-01,Nagaland,Milk @,73.29,
2024-06-01,Odisha,Milk @,52.75,
2024-06-01,Punjab,Milk @,60.71,
2024-06-01,Rajasthan,Milk @,54.0,
2024-06-01,Sikkim,Milk @,63.4,
2024-06-01,Tamil Nadu,Milk @,47.65,
2024-06-01,Telangana,Milk @,66.3,
2024-06-01,Tripura,Milk @,70.25,
2024-06-01,Uttar Pradesh,Milk @,62.26,
2024-06-01,Uttarakhand,Milk @,53.5,
2024-06-01,West Bengal,Milk @,54.94,
2024-06-02,Andhra Pradesh,Milk @,63.25,
2024-06-02,Arunachal pradesh,Milk @,75.0,
2024-06-02,Assam,Milk @,71.94,
2024-06-02,Bihar,Milk @,56.25,
2024-06-02,Chandigarh,Milk @,59.0,
2024-06-02,Chhattisgarh,Milk @,57.4,
2024-06-02,Delhi,Milk @,54.0,
2024-06-02,DNH and DD,Milk @,64.0,
2024-06-02,Gujarat,Milk @,60.67,
2024-06-02,Haryana,Milk @,56.5,
2024-06-02,Himachal Pradesh,Milk @,52.0,
2024-06-02,Jammu and Kashmir,Milk @,47.0,
2024-06-02,Jharkhand,Milk @,58.6,
2024-06-02,Karnataka,Milk @,50.6,
2024-06-02,Madhya Pradesh,Milk @,57.27,
2024-06-02,Maharashtra,Milk @,59.47,
2024-06-02,Meghalaya,Milk @,74.0,
2024-06-02,Mizoram,Milk @,77.5,
2024-06-02,Odisha,Milk @,52.0,
2024-06-02,Punjab,Milk @,60.73,
2024-06-02,Rajasthan,Milk @,51.14,
2024-06-02,Sikkim,Milk @,60.0,
2024-06-02,Tamil Nadu,Milk @,49.05,
2024-06-02,Telangana,Milk @,60.0,
2024-06-02,Uttar Pradesh,Milk @,62.07,
2024-06-02,Uttarakhand,Milk @,50.0,
2024-06-02,West Bengal,Milk @,56.0,
2024-06-03,Andaman and Nicobar,Milk @,73.0,
2024-06-03,Andhra Pradesh,Milk @,60.4,
2024-06-03,Arunachal pradesh,Milk @,75.0,
2024-06-03,Assam,Milk @,71.8,
2024-06-03,Bihar,Milk @,56.12,
2024-06-03,Chandigarh,Milk @,59.0,
2024-06-03,Chhattisgarh,Milk @,55.86,
2024-06-03,Delhi,Milk @,56.0,
2024-06-03,DNH and DD,Milk @,65.0,
2024-06-03,Goa,Milk @,59.0,
2024-06-03,Gujarat,Milk @,60.75,
2024-06-03,Haryana,Milk @,60.0,
2024-06-03,Himachal Pradesh,Milk @,52.0,
2024-06-03,Jammu and Kashmir,Milk @,50.67,
2024-06-03,Jharkhand,Milk @,58.94,
2024-06-03,Karnataka,Milk @,50.47,
2024-06-03,Kerala,Milk @,53.83,
2024-06-03,Madhya Pradesh,Milk @,57.4,
2024-06-03,Maharashtra,Milk @,59.47,
2024-06-03,Manipur,Milk @,59.47,
2024-06-03,Meghalaya,Milk @,73.8,
2024-06-03,Mizoram,Milk @,77.8,
2024-06-03,Nagaland,Milk @,73.29,
2024-06-03,Odisha,Milk @,52.86,
2024-06-03,Punjab,Milk @,59.6,
2024-06-03,Rajasthan,Milk @,51.56,
2024-06-03,Sikkim,Milk @,63.4,
2024-06-03,Tamil Nadu,Milk @,47.26,
2024-06-03,Telangana,Milk @,66.2,
2024-06-03,Tripura,Milk @,70.25,
2024-06-03,Uttar Pradesh,Milk @,62.48,
2024-06-03,Uttarakhand,Milk @,58.0,
2024-06-03,West Bengal,Milk @,55.05,
2024-06-04,Andaman and Nicobar,Milk @,73.0,
2024-06-04,Andhra Pradesh,Milk @,61.0,
2024-06-04,Arunachal pradesh,Milk @,74.67,
2024-06-04,Assam,Milk @,72.24,
2024-06-04,Bihar,Milk @,56.42,
2024-06-04,Chandigarh,Milk @,59.0,
2024-06-04,Chhattisgarh,Milk @,51.0,
2024-06-04,Delhi,Milk @,56.0,
2024-06-04,DNH and DD,Milk @,65.0,
2024-06-04,Goa,Milk @,59.0,
2024-06-04,Gujarat,Milk @,61.33,
2024-06-04,Haryana,Milk @,60.0,
2024-06-04,Himachal Pradesh,Milk @,52.0,
2024-06-04,Jammu and Kashmir,Milk @,51.6,
2024-06-04,Jharkhand,Milk @,59.21,
2024-06-04,Karnataka,Milk @,50.6,
2024-06-04,Kerala,Milk @,54.38,
2024-06-04,Madhya Pradesh,Milk @,57.12,
2024-06-04,Maharashtra,Milk @,59.47,
2024-06-04,Meghalaya,Milk @,74.14,
2024-06-04,Mizoram,Milk @,78.0,
2024-06-04,Nagaland,Milk @,73.29,
2024-06-04,Odisha,Milk @,52.65,
2024-06-04,Punjab,Milk @,59.4,
2024-06-04,Rajasthan,Milk @,51.5,
2024-06-04,Sikkim,Milk @,63.4,
2024-06-04,Tamil Nadu,Milk @,46.17,
2024-06-04,Telangana,Milk @,65.0,
2024-06-04,Tripura,Milk @,71.0,
2024-06-04,Uttar Pradesh,Milk @,62.78,
2024-06-04,Uttarakhand,Milk @,58.5,
2024-06-04,West Bengal,Milk @,54.95,
2024-06-05,Andaman and Nicobar,Milk @,73.0,
2024-06-05,Andhra Pradesh,Milk @,60.4,
2024-06-05,Arunachal pradesh,Milk @,75.33,
2024-06-05,Assam,Milk @,71.5,
2024-06-05,Bihar,Milk @,55.66,
2024-06-05,Chandigarh,Milk @,59.0,
2024-06-05,Chhattisgarh,Milk @,55.71,
2024-06-05,Delhi,Milk @,56.0,
2024-06-05,DNH and DD,Milk @,65.0,
2024-06-05,Goa,Milk @,57.5,
2024-06-05,Gujarat,Milk @,61.25,
2024-06-05,Haryana,Milk @,60.0,
2024-06-05,Himachal Pradesh,Milk @,52.08,
2024-06-05,Jammu and Kashmir,Milk @,51.6,
2024-06-05,Jharkhand,Milk @,58.81,
2024-06-05,Karnataka,Milk @,50.88,
2024-06-05,Kerala,Milk @,54.25,
2024-06-05,Madhya Pradesh,Milk @,57.39,
2024-06-05,Maharashtra,Milk @,59.53,
2024-06-05,Manipur,Milk @,59.53,
2024-06-05,Meghalaya,Milk @,73.8,
2024-06-05,Mizoram,Milk @,78.0,
2024-06-05,Nagaland,Milk @,73.29,
2024-06-05,Odisha,Milk @,52.77,
2024-06-05,Puducherry,Milk @,48.0,
2024-06-05,Punjab,Milk @,60.0,
2024-06-05,Rajasthan,Milk @,52.26,
2024-06-05,Sikkim,Milk @,63.4,
2024-06-05,Tamil Nadu,Milk @,47.29,
2024-06-05,Telangana,Milk @,66.2,
2024-06-05,Tripura,Milk @,70.25,
2024-06-05,Uttar Pradesh,Milk @,62.73,
2024-06-05,Uttarakhand,Milk @,60.0,
2024-06-05,West Bengal,Milk @,55.0,
2024-06-06,Andaman and Nicobar,Milk @,73.0,
2024-06-06,Andhra Pradesh,Milk @,59.0,
2024-06-06,Arunachal pradesh,Milk @,75.33,
2024-06-06,Assam,Milk @,71.31,
2024-06-06,Bihar,Milk @,55.94,
2024-06-06,Chandigarh,Milk @,62.0,
2024-06-06,Chhattisgarh,Milk @,55.71,
2024-06-06,Delhi,Milk @,56.0,
2024-06-06,DNH and DD,Milk @,65.0,
2024-06-06,Goa,Milk @,57.5,
2024-06-06,Gujarat,Milk @,61.43,
2024-06-06,Haryana,Milk @,62.0,
2024-06-06,Himachal Pradesh,Milk @,52.08,
2024-06-06,Jammu and Kashmir,Milk @,51.5,
2024-06-06,Jharkhand,Milk @,59.0,
2024-06-06,Karnataka,Milk @,50.17,
2024-06-06,Kerala,Milk @,54.38,
2024-06-06,Madhya Pradesh,Milk @,57.57,
2024-06-06,Maharashtra,Milk @,59.58,
2024-06-06,Manipur,Milk @,59.58,
2024-06-06,Meghalaya,Milk @,73.63,
2024-06-06,Mizoram,Milk @,78.0,
2024-06-06,Nagaland,Milk @,73.29,
2024-06-06,Odisha,Milk @,52.6,
2024-06-06,Puducherry,Milk @,48.0,
2024-06-06,Punjab,Milk @,59.87,
2024-06-06,Rajasthan,Milk @,51.5,
2024-06-06,Sikkim,Milk @,63.4,
2024-06-06,Tamil Nadu,Milk @,47.38,
2024-06-06,Telangana,Milk @,66.3,
2024-06-06,Tripura,Milk @,70.25,
2024-06-06,Uttar Pradesh,Milk @,62.72,
2024-06-06,Uttarakhand,Milk @,60.0,
2024-06-06,West Bengal,Milk @,55.14,
2024-06-07,Andaman and Nicobar,Milk @,73.0,
2024-06-07,Andhra Pradesh,Milk @,60.4,
2024-06-07,Arunachal pradesh,Milk @,76.0,
2024-06-07,Assam,Milk @,71.0,
2024-06-07,Bihar,Milk @,55.69,
2024-06-07,Chandigarh,Milk @,62.0,
2024-06-07,Chhattisgarh,Milk @,57.4,
2024-06-07,Delhi,Milk @,56.0,
2024-06-07,DNH and DD,Milk @,65.0,
2024-06-07,Goa,Milk @,57.5,
2024-06-07,Gujarat,Milk @,62.0,
2024-06-07,Haryana,Milk @,57.67,
2024-06-07,Himachal Pradesh,Milk @,52.25,
2024-06-07,Jammu and Kashmir,Milk @,52.4,
