,DATE,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
137,2024-06-05,14,39.44,31.53,35.0,81.22,155.33,119.61,111.17,82.44,45.53,58.81,175.5,138.5,124.0,126.35,151.21,103.53,48.41,280.69,24.12,25.72,28.83,28.94
138,2024-06-05,15,59.88,43.75,47.66,93.78,165.91,141.41,127.28,106.66,42.94,50.88,180.47,162.84,120.44,136.39,120.16,97.81,52.78,289.34,20.41,35.81,32.44,35.97
139,2024-06-05,16,50.25,45.0,46.0,102.08,182.5,149.9,137.0,115.0,44.08,54.25,225.5,175.25,143.92,130.0,117.33,99.6,61.18,231.91,14.73,47.25,35.33,59.75
140,2024-06-05,17,40.9,28.88,34.38,85.73,163.73,119.88,115.23,91.35,43.3,57.39,189.21,135.13,120.26,112.34,136.91,110.22,47.24,253.22,20.09,25.5,25.7,27.22
141,2024-06-05,18,51.53,38.32,42.53,89.53,174.32,134.68,127.84,97.16,42.84,59.53,182.16,157.78,127.74,111.0,120.84,102.13,54.74,299.11,23.32,37.11,29.68,36.37
142,2024-06-05,19,50.0,45.0,40.0,100.0,180.0,145.0,135.0,90.0,55.0,59.95,100.0,140.0,130.0,130.0,125.0,130.0,85.0,240.0,25.0,36.0,45.0,35.0
143,2024-06-05,20,38.1,38.5,37.1,90.83,164.0,134.5,121.0,89.8,49.4,73.8,189.75,133.8,138.5,126.1,172.0,126.0,73.83,371.2,21.3,32.8,39.9,41.2
144,2024-06-05,21,48.18,42.0,45.9,107.44,150.71,125.86,128.11,99.55,50.27,78.0,159.5,186.36,170.8,127.91,183.67,130.83,119.63,479.67,29.18,40.27,53.36,75.73
145,2024-06-05,22,41.75,42.88,48.0,100.83,129.83,133.13,121.67,97.38,50.38,73.29,200.0,139.19,166.0,150.19,195.0,142.5,84.0,322.67,17.88,33.69,50.31,49.38
146,2024-06-05,23,38.35,36.88,39.32,83.13,161.3,125.09,114.22,82.91,44.87,52.77,161.6,138.09,112.18,121.63,115.57,95.0,50.78,278.18,25.96,27.3,32.96,40.17
147,2024-06-05,24,64.0,45.0,40.0,91.0,173.0,134.0,118.0,90.0,43.0,48.0,193.0,146.0,141.0,129.4,110.0,98.0,48.0,297.0,26.0,43.0,36.0,28.0
148,2024-06-05,25,40.29,24.86,31.0,89.86,156.93,127.79,116.14,99.21,44.86,60.0,200.75,128.21,120.57,119.29,134.0,101.6,52.77,269.77,27.07,24.5,28.93,22.79
149,2024-06-05,26,41.04,28.96,32.37,76.19,131.11,111.15,102.96,89.07,42.33,52.26,183.12,148.88,122.32,134.32,156.48,129.75,44.41,291.76,19.7,25.42,32.04,31.92
150,2024-06-05,27,54.2,35.2,38.4,85.0,133.0,126.6,124.0,101.0,49.0,63.4,189.75,166.6,127.2,137.5,170.2,104.59,59.2,410.0,18.6,36.4,47.0,42.0
151,2024-06-05,28,61.64,45.94,54.35,92.06,179.5,144.56,124.76,93.83,44.15,47.29,203.24,172.97,126.09,129.4,113.0,93.32,56.38,310.54,24.15,45.65,36.97,47.53
152,2024-06-05,29,54.2,42.4,45.8,80.11,164.0,129.7,119.0,93.0,41.3,66.2,162.4,165.7,121.1,150.5,115.7,97.7,56.5,301.7,20.67,30.9,26.5,31.4
153,2024-06-05,30,38.25,36.89,39.0,87.0,144.33,128.0,111.25,103.75,48.0,70.25,189.75,131.75,122.67,116.0,139.75,100.25,69.25,221.5,10.0,33.75,34.25,39.0
154,2024-06-05,31,38.57,26.15,32.33,81.92,154.09,119.12,113.88,93.54,43.61,62.73,188.86,138.99,128.14,131.03,152.96,110.84,48.53,239.84,26.63,24.2,28.12,27.08
155,2024-06-05,32,37.75,27.0,33.75,88.5,145.5,114.5,112.75,99.25,42.5,60.0,154.5,138.5,130.75,132.0,146.75,116.5,56.0,264.0,28.0,27.5,26.75,23.25
156,2024-06-05,33,44.48,30.1,37.43,84.9,155.9,125.45,126.81,105.62,45.9,55.0,200.9,132.33,111.76,113.52,126.67,99.47,52.29,272.81,22.0,28.24,31.62,35.81
157,2024-06-06,0,48.33,36.89,68.0,95.0,171.0,154.33,136.0,100.67,54.33,73.0,232.5,173.0,178.33,129.4,132.67,118.67,77.33,308.33,19.67,56.67,53.33,76.67
158,2024-06-06,1,60.25,44.0,44.25,89.25,176.25,135.5,125.25,97.5,43.5,59.0,164.75,164.0,110.5,124.5,109.25,91.5,60.25,350.0,22.25,33.0,28.0,39.75
159,2024-06-06,2,46.0,45.0,44.75,99.25,151.75,133.25,123.25,103.25,53.33,75.33,143.5,154.33,152.33,136.0,177.67,104.59,76.5,301.0,19.33,32.33,40.0,50.0
160,2024-06-06,3,42.82,32.15,36.14,87.82,157.93,115.38,116.0,92.18,47.22,71.31,208.14,149.93,136.18,137.89,148.0,115.16,59.26,252.74,13.37,29.46,35.14,37.12
161,2024-06-06,4,37.84,26.69,33.0,80.88,152.75,121.47,113.84,79.84,44.23,55.94,180.64,133.84,120.71,124.42,157.04,101.81,47.52,278.55,22.81,22.29,29.94,29.1
162,2024-06-06,5,40.0,32.0,35.0,88.0,148.0,120.0,119.0,98.0,44.0,62.0,190.0,148.0,122.0,129.0,137.0,105.0,52.0,280.0,27.0,24.0,32.0,35.0
163,2024-06-06,6,41.14,38.57,40.29,93.71,166.29,115.29,114.86,97.14,43.29,55.71,201.0,151.14,130.86,133.0,146.57,117.14,47.0,262.0,22.71,27.71,32.43,29.0
164,2024-06-06,8,40.0,29.0,31.0,92.0,173.0,143.0,123.0,90.0,44.0,56.0,207.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,30.0,35.0,28.0
165,2024-06-06,7,50.0,41.0,47.33,90.0,174.67,144.67,131.33,95.0,43.33,65.0,192.0,148.0,134.0,134.67,127.0,107.67,63.67,350.0,27.33,32.0,30.0,39.0
166,2024-06-06,9,52.5,48.0,45.5,92.5,175.0,150.0,131.5,98.0,44.0,57.5,220.5,157.5,140.0,148.0,115.0,98.5,59.0,329.0,24.5,40.5,38.0,50.5
167,2024-06-06,10,43.86,38.14,40.86,86.57,170.43,125.29,116.86,92.71,42.43,61.43,178.14,144.71,130.0,130.0,126.14,104.86,54.17,252.0,15.33,30.29,31.0,31.86
168,2024-06-06,11,49.0,30.5,33.5,82.0,142.0,116.0,115.0,100.5,44.5,62.0,187.5,129.5,126.0,130.5,149.0,117.0,49.5,261.0,27.5,19.0,30.5,23.5
169,2024-06-06,12,41.0,22.0,33.33,85.58,164.42,134.0,116.17,88.42,47.25,52.08,219.5,160.67,137.5,129.1,143.5,118.0,48.58,269.58,27.5,30.42,35.0,29.0
170,2024-06-06,13,46.0,29.8,37.0,91.33,153.67,128.67,123.33,100.5,52.33,51.5,189.75,147.0,133.5,128.67,144.8,126.0,55.0,315.0,27.5,29.83,35.17,35.33
171,2024-06-06,14,39.37,31.39,34.84,80.89,156.42,119.68,111.63,82.37,45.56,59.0,178.92,138.05,123.95,126.0,151.0,103.53,48.94,288.94,24.33,26.05,29.0,29.58
172,2024-06-06,15,60.03,43.81,47.23,93.81,166.19,141.81,127.52,107.03,42.71,50.17,179.06,163.58,119.84,137.0,119.9,97.9,52.29,291.6,20.33,36.58,33.16,37.71
173,2024-06-06,16,50.83,44.83,45.58,102.18,183.0,150.0,136.2,116.0,44.23,54.38,223.29,173.1,143.23,130.0,117.69,100.91,62.31,234.31,15.23,47.54,35.69,63.69
174,2024-06-06,17,40.9,28.85,34.31,85.81,164.02,120.0,115.31,91.29,43.28,57.57,189.23,135.28,120.47,112.45,136.63,110.36,47.45,249.36,19.74,25.49,25.79,26.77
175,2024-06-06,18,51.68,38.26,42.53,89.58,174.53,134.74,127.74,96.89,42.84,59.58,182.16,157.78,127.79,110.95,120.79,102.19,54.74,298.84,23.32,37.21,30.37,37.63
176,2024-06-06,19,50.0,45.0,40.0,105.0,180.0,145.0,135.0,90.0,55.0,59.95,189.75,140.0,130.0,130.0,125.0,130.0,85.0,240.0,25.0,36.0,47.0,35.0
177,2024-06-06,20,38.0,38.25,36.38,91.33,168.0,132.0,121.25,90.0,49.25,73.63,189.75,135.63,133.0,126.38,171.0,101.5,68.6,381.88,21.0,33.13,38.63,40.0
178,2024-06-06,21,48.18,42.0,45.9,107.44,150.71,125.86,128.11,99.55,50.27,78.0,159.5,185.55,170.8,128.45,183.67,130.83,119.63,479.67,29.18,40.18,53.36,75.91
179,2024-06-06,22,41.75,42.88,48.0,101.25,129.83,132.5,121.67,97.38,50.38,73.29,200.0,139.19,166.0,150.19,195.0,142.5,84.0,322.67,17.88,33.69,50.94,50.0
180,2024-06-06,23,37.5,36.67,39.4,84.1,163.4,126.8,113.7,82.8,46.0,52.6,162.5,136.6,108.33,124.67,113.8,94.0,52.0,265.38,26.3,27.4,31.7,44.0
181,2024-06-06,24,64.0,45.0,40.0,91.0,173.0,134.0,120.0,90.0,43.0,48.0,193.0,146.0,141.0,129.4,110.0,98.0,48.0,297.0,26.0,43.0,36.0,28.0
182,2024-06-06,25,39.73,25.2,31.27,90.27,157.27,126.73,116.6,99.67,44.73,59.87,200.08,128.07,121.67,119.13,134.77,102.36,53.67,270.6,26.47,25.0,28.93,22.47
183,2024-06-06,26,40.63,29.0,32.83,75.97,128.6,110.83,104.03,89.37,42.77,51.5,185.29,146.61,122.85,133.33,156.48,115.2,44.37,297.62,20.81,24.62,33.55,33.28
184,2024-06-06,27,54.2,35.2,38.4,85.0,133.0,126.6,124.0,101.0,49.0,63.4,189.75,166.0,127.0,137.25,170.2,104.59,59.2,410.0,18.6,36.4,47.0,42.0
185,2024-06-06,28,61.67,45.88,54.91,92.5,179.97,144.35,125.0,93.73,44.09,47.38,204.03,173.31,126.62,129.4,113.0,93.47,56.24,313.48,24.36,45.5,36.79,48.56
186,2024-06-06,29,54.0,42.7,45.9,80.0,164.0,129.0,119.0,92.6,41.3,66.3,162.4,165.6,121.1,150.5,115.9,97.7,56.6,301.9,20.78,31.0,26.7,31.8
187,2024-06-06,30,38.25,36.89,39.0,87.0,144.33,128.0,111.25,103.75,48.0,70.25,189.75,131.75,122.67,116.0,139.75,100.25,69.25,221.5,10.0,33.75,35.5,39.0
188,2024-06-06,31,38.61,26.12,32.35,82.04,154.28,119.21,114.08,93.41,43.69,62.72,188.92,139.31,127.99,130.89,152.84,110.78,48.59,239.63,26.63,24.25,28.29,27.01
189,2024-06-06,32,37.75,26.75,33.25,88.75,145.5,115.0,113.25,99.25,42.5,60.0,154.5,138.5,130.75,132.25,147.0,116.5,56.25,264.0,28.0,28.25,27.0,23.75
190,2024-06-06,33,44.41,30.1,37.77,85.14,156.05,125.19,129.27,106.27,46.09,55.14,200.9,132.55,112.55,113.23,126.77,99.5,52.36,274.05,22.27,28.32,31.86,37.0
191,2024-06-07,0,48.0,36.89,68.0,95.33,171.33,155.0,136.33,100.67,55.33,73.0,232.5,173.0,177.0,129.4,132.67,119.33,77.0,308.33,19.67,56.67,53.33,76.67
192,2024-06-07,1,60.2,44.4,47.4,87.4,173.0,137.6,126.2,102.8,42.8,60.4,165.8,169.4,110.4,143.0,110.4,91.2,59.0,327.0,21.8,34.75,28.5,40.75
193,2024-06-07,2,46.0,45.0,44.75,99.25,151.75,133.25,123.25,103.25,53.33,76.0,143.5,154.33,152.33,136.0,177.67,104.59,77.5,298.5,17.5,32.33,40.0,50.0
194,2024-06-07,3,42.89,32.0,36.07,87.7,157.74,114.7,115.78,92.48,47.11,71.0,212.8,149.08,136.1,136.81,146.91,114.0,59.0,253.56,13.41,29.44,35.22,37.52
195,2024-06-07,4,37.84,26.94,33.03,80.75,152.38,121.5,114.53,79.88,44.31,55.69,175.85,134.09,121.16,125.38,158.81,102.23,46.94,269.97,23.5,22.38,29.69,30.94
196,2024-06-07,5,40.0,32.0,33.0,95.0,162.0,130.0,125.0,98.0,44.0,62.0,190.0,148.0,120.0,129.0,135.0,105.0,55.0,260.0,28.0,24.0,32.0,35.0
197,2024-06-07,6,39.0,37.8,40.2,92.4,161.2,114.2,114.4,91.2,43.0,57.4,189.8,145.2,118.4,129.8,147.6,111.0,46.4,248.0,23.6,30.6,32.6,31.4
198,2024-06-07,8,40.0,29.0,31.0,93.0,173.0,143.0,123.0,90.0,44.0,56.0,207.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,30.0,35.0,28.0
199,2024-06-07,7,50.0,41.0,47.67,89.33,174.67,146.67,131.0,95.0,43.33,65.0,192.0,148.67,134.0,134.67,127.0,107.67,63.67,350.0,27.33,32.0,30.0,48.33
200,2024-06-07,9,52.5,48.0,45.5,92.5,175.0,150.0,131.5,98.0,44.0,57.5,220.5,157.5,140.0,148.0,116.5,98.5,59.0,329.0,24.5,41.0,38.0,50.5
201,2024-06-07,10,42.88,37.63,40.5,87.63,170.13,125.75,118.25,92.88,42.57,62.0,177.0,145.0,128.63,129.0,124.75,104.38,53.71,252.71,16.83,29.14,30.57,32.57
202,2024-06-07,11,43.25,30.0,34.5,77.75,129.25,107.25,107.75,96.25,43.33,57.67,178.25,137.5,127.0,126.0,155.0,104.25,48.33,215.0,24.0,19.0,33.33,23.0
203,2024-06-07,12,40.83,22.0,33.33,86.58,165.92,135.0,115.83,88.92,47.17,52.25,219.5,161.0,137.5,129.1,143.5,118.0,48.58,270.33,27.5,30.58,36.0,28.83
204,2024-06-07,13,47.8,28.0,34.4,90.6,154.4,125.4,121.0,100.6,51.8,52.4,189.75,148.0,135.0,128.6,137.0,126.0,53.6,319.4,26.6,28.2,34.6,34.6
205,2024-06-07,14,39.44,31.53,34.83,81.39,155.67,119.72,111.11,82.5,45.65,58.81,175.5,138.39,124.11,126.29,151.14,103.65,48.41,279.24,24.12,25.72,28.94,29.44
206,2024-06-07,15,60.0,43.73,47.6,94.47,166.5,141.77,127.77,107.27,42.8,50.1,178.9,163.37,120.1,136.62,120.03,97.47,52.27,283.83,20.0,36.53,33.07,39.27
207,2024-06-07,16,50.67,44.67,45.5,102.36,184.36,150.4,136.8,116.45,44.38,54.38,220.33,170.44,142.54,130.0,118.23,101.0,62.85,235.23,15.38,47.69,37.46,66.69
208,2024-06-07,17,40.93,28.85,34.3,85.8,166.13,120.96,115.89,91.63,43.43,57.25,190.53,136.36,120.93,112.4,136.34,110.36,47.52,253.93,19.86,25.87,26.16,27.24
209,2024-06-07,18,51.58,38.32,42.58,89.68,174.84,134.63,127.84,96.68,42.79,59.58,182.16,157.83,127.74,111.11,121.37,102.13,54.89,298.68,23.32,37.16,31.26,39.11
210,2024-06-07,19,50.0,41.0,38.0,100.0,180.0,142.0,137.0,90.0,52.0,59.95,189.75,153.0,142.0,142.0,139.0,142.0,81.0,220.0,25.0,35.0,43.0,35.0
211,2024-06-07,20,44.3,38.5,37.1,92.17,163.57,134.5,121.2,89.8,49.4,73.8,189.75,133.8,138.5,126.1,172.0,126.0,73.83,371.2,21.3,33.9,40.5,43.7
212,2024-06-07,21,48.18,42.0,45.9,107.44,150.71,125.86,128.11,99.55,50.27,78.0,159.5,185.55,170.8,128.45,183.67,130.83,119.63,479.67,29.18,40.18,53.36,75.91
213,2024-06-07,22,41.75,42.88,48.0,102.08,129.83,132.5,121.67,97.38,50.4,73.69,200.0,137.8,157.5,148.2,195.0,142.5,84.0,325.0,18.07,33.6,49.67,50.33
214,2024-06-07,23,38.33,36.89,40.0,83.17,161.42,121.71,113.25,82.63,44.91,52.27,164.67,140.25,114.78,123.9,116.25,95.75,50.82,282.31,25.73,27.13,31.78,38.87
215,2024-06-07,24,64.0,45.0,40.0,91.0,173.0,134.0,120.0,90.0,43.0,48.0,193.0,146.0,141.0,129.4,110.0,98.0,48.0,297.0,26.0,43.0,36.0,28.0
216,2024-06-07,25,40.21,25.0,31.0,89.21,158.79,127.29,116.43,99.07,44.93,59.86,199.92,128.57,120.43,118.0,134.33,101.6,53.0,271.71,27.0,25.07,30.21,22.36
217,2024-06-07,26,40.11,29.39,33.25,75.71,126.86,110.54,102.93,89.57,42.63,51.43,179.0,151.19,123.88,137.36,156.0,115.0,44.07,303.85,20.74,24.48,33.44,33.41
218,2024-06-07,27,54.2,35.2,38.4,85.0,133.0,126.6,124.0,101.0,49.0,63.4,189.75,166.6,127.2,137.5,170.2,104.59,59.2,410.0,18.6,36.4,47.0,42.0
219,2024-06-07,28,61.7,45.91,54.94,92.97,180.26,144.41,125.09,93.83,44.03,47.38,204.15,173.63,126.62,129.4,112.91,93.47,56.24,311.42,24.24,45.85,37.21,49.47
220,2024-06-07,29,54.0,42.7,45.9,80.11,165.1,129.1,118.9,92.5,41.3,66.2,163.4,165.6,121.1,150.5,115.9,97.7,57.0,301.7,20.67,31.5,26.7,32.7
221,2024-06-07,30,38.25,36.89,39.0,87.0,144.33,128.0,111.25,103.75,48.0,70.25,189.75,131.75,122.67,116.0,139.75,100.25,69.25,221.5,10.0,34.5,35.5,39.0
222,2024-06-07,31,38.64,26.11,32.36,82.07,154.72,119.4,114.21,93.52,43.68,62.73,189.07,139.27,128.12,130.59,152.42,110.88,48.69,239.53,26.6,24.36,28.43,26.83
223,2024-06-07,32,36.67,27.67,33.0,89.0,149.33,115.33,115.33,103.33,42.0,59.0,155.67,138.33,133.0,130.67,146.67,116.5,54.33,249.67,28.33,28.33,26.0,25.0
224,2024-06-07,33,44.36,30.1,37.77,85.05,156.86,124.95,129.32,106.18,46.05,55.05,200.9,132.68,112.55,113.27,126.82,99.55,52.41,274.05,22.27,28.36,31.73,36.5
225,2024-06-08,0,47.5,36.89,67.0,95.0,169.0,155.0,136.5,103.5,55.5,73.0,232.5,176.0,166.5,129.4,133.0,116.0,79.5,300.0,19.5,60.0,55.0,75.0
226,2024-06-08,1,60.25,44.0,44.25,89.25,176.25,135.5,125.25,97.5,43.5,59.0,164.75,164.0,110.5,124.5,109.25,91.5,60.25,359.25,22.25,33.0,28.0,39.5
227,2024-06-08,2,46.0,45.0,44.75,99.25,151.75,133.25,123.25,103.25,53.33,76.0,143.5,154.33,152.33,136.0,177.67,104.59,77.5,298.5,17.5,32.67,40.0,50.0
228,2024-06-08,3,41.82,32.44,36.59,88.73,158.09,115.0,116.09,92.18,47.48,72.67,212.8,148.1,132.88,130.19,143.47,109.14,59.71,251.48,14.0,30.09,34.36,40.95
229,2024-06-08,4,38.32,26.94,33.0,81.03,152.29,120.82,114.71,80.03,44.29,55.74,177.71,133.76,121.21,125.21,157.15,103.29,47.26,273.91,23.41,22.61,29.03,30.18
230,2024-06-08,5,40.0,32.0,33.0,95.0,178.0,130.0,125.0,98.0,44.0,62.0,190.0,148.0,120.0,129.0,135.0,105.0,55.0,253.0,28.0,24.0,32.0,35.0
231,2024-06-08,6,39.25,38.5,38.75,86.75,159.0,116.5,118.0,89.5,43.0,59.0,188.25,141.5,122.75,129.25,150.5,113.5,48.0,222.25,23.5,30.0,32.0,33.0
232,2024-06-08,8,40.0,29.0,31.0,93.0,173.0,143.0,123.0,90.0,44.0,56.0,207.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,30.0,37.0,28.0
233,2024-06-08,7,50.0,41.0,47.67,89.33,174.67,146.67,131.0,95.0,43.33,65.0,192.0,148.67,134.0,134.67,127.0,107.67,63.67,350.0,27.33,32.0,30.0,49.67
234,2024-06-08,10,45.33,38.83,41.83,89.5,170.17,129.17,120.33,95.83,43.0,61.0,178.67,146.17,135.67,133.33,128.17,108.17,51.2,252.5,18.8,32.0,32.0,35.5
235,2024-06-08,11,46.0,28.67,34.0,76.33,128.0,109.0,106.67,96.33,43.67,60.0,186.67,141.33,127.33,132.67,153.67,111.33,47.67,237.33,25.0,17.33,28.67,22.33
236,2024-06-08,12,40.83,22.0,33.33,87.0,166.33,135.0,116.17,89.25,47.17,52.25,219.5,161.0,137.5,129.1,143.5,118.0,48.83,270.33,27.5,30.58,36.0,28.67
237,2024-06-08,13,48.8,31.5,37.6,92.0,164.0,132.4,125.0,101.6,49.8,51.8,189.75,147.4,133.0,127.0,145.75,120.67,55.6,316.0,27.4,31.8,34.4,33.2
238,2024-06-08,14,39.53,32.0,35.24,81.76,156.12,119.53,111.12,82.94,45.56,58.73,175.5,139.41,121.76,126.69,151.21,104.19,48.56,282.25,23.75,25.59,29.29,29.88
239,2024-06-08,15,60.0,43.9,47.43,94.33,166.7,142.1,127.77,106.67,42.83,50.57,178.67,163.8,120.2,137.03,120.33,97.47,51.93,290.6,20.1,36.7,33.47,39.1
240,2024-06-08,17,40.27,28.5,34.17,86.6,167.1,120.9,115.97,91.83,43.36,57.95,192.25,135.25,120.05,112.3,133.77,109.35,47.51,254.28,19.51,25.82,25.56,27.51
241,2024-06-08,18,51.58,38.37,42.63,89.89,175.16,134.63,127.63,96.68,42.84,59.58,182.16,157.78,127.84,111.21,121.37,102.25,55.0,298.68,23.32,37.47,31.95,40.11
242,2024-06-08,20,44.14,38.43,37.0,90.75,157.4,134.0,121.43,90.86,49.29,74.29,189.75,129.14,138.0,124.57,185.33,175.0,73.2,347.14,23.14,34.43,41.71,43.86
243,2024-06-08,21,50.0,37.5,52.5,98.0,163.0,129.1,120.0,102.5,50.0,77.5,189.75,185.0,220.0,140.0,139.0,104.59,133.5,520.0,27.5,50.0,65.0,63.5
244,2024-06-08,22,41.75,42.88,48.0,102.08,130.25,132.5,121.67,97.69,50.38,73.64,200.0,139.19,166.0,150.19,195.0,142.5,84.0,322.67,17.88,33.38,50.63,51.25
245,2024-06-08,23,38.64,37.25,39.55,83.18,161.55,124.27,113.09,83.27,45.27,52.55,172.5,138.0,113.3,120.33,114.55,95.18,52.27,288.22,26.45,27.64,31.73,40.0
246,2024-06-08,25,39.21,25.07,30.86,89.71,160.21,126.93,117.57,99.36,44.79,59.57,199.92,127.93,121.93,118.79,132.33,101.4,54.21,274.21,26.43,25.29,30.5,22.29
247,2024-06-08,26,40.63,30.0,31.88,71.5,136.25,111.13,106.38,91.88,41.5,51.43,170.13,140.75,119.0,130.88,150.88,111.0,43.5,289.13,20.29,23.0,33.38,32.25
248,2024-06-08,27,55.5,35.25,39.25,83.75,138.75,130.75,122.0,101.25,48.75,63.0,189.75,169.75,126.5,139.33,175.75,104.59,59.0,392.5,18.25,36.75,48.75,42.5
249,2024-06-08,28,62.0,44.91,56.17,92.26,178.91,143.7,125.17,95.7,44.17,47.65,203.83,178.52,129.22,129.4,112.39,93.09,56.17,315.94,24.91,46.22,37.22,50.13
250,2024-06-08,29,52.0,42.5,48.5,82.33,166.75,128.5,115.5,95.0,41.75,63.75,161.25,158.25,115.25,142.5,115.5,98.25,55.5,303.5,22.33,29.25,25.75,32.75
251,2024-06-08,30,38.25,36.89,39.0,87.0,144.33,128.0,111.25,103.75,48.0,70.25,189.75,131.75,122.67,116.0,139.75,100.25,69.25,221.5,10.0,34.5,36.75,39.75
252,2024-06-08,31,38.91,26.01,32.32,82.71,156.31,120.59,115.03,93.13,43.81,62.72,189.48,139.01,128.34,130.53,151.81,110.91,49.13,238.0,26.49,24.76,28.76,26.6
253,2024-06-08,32,36.0,24.0,31.0,80.0,168.0,115.0,120.0,111.0,44.0,57.0,150.0,127.0,120.0,125.0,165.0,104.59,56.0,280.0,28.0,30.0,30.0,22.0
254,2024-06-08,33,42.88,29.44,37.65,81.41,154.59,120.38,124.47,104.47,45.65,54.59,195.8,130.47,111.29,111.47,126.12,100.29,51.41,266.24,21.18,27.88,32.18,38.24
255,2024-06-09,1,58.0,45.33,45.67,90.67,171.67,137.33,127.0,96.67,43.33,62.33,162.0,161.0,110.67,110.0,108.33,92.67,60.33,350.0,22.0,33.67,28.0,45.33
256,2024-06-09,2,48.0,45.0,46.33,102.33,149.0,131.0,121.0,107.67,55.0,80.0,167.0,176.5,168.5,144.0,186.5,104.59,80.0,327.0,20.0,31.0,40.0,50.0
257,2024-06-09,3,41.47,32.5,36.65,85.94,157.06,110.64,116.88,93.06,47.47,72.35,233.0,146.88,134.0,130.82,147.23,108.55,60.88,252.35,14.71,30.29,33.24,41.56
258,2024-06-09,4,37.67,26.94,32.0,82.44,155.44,122.61,116.5,80.33,44.5,56.0,175.33,134.17,120.06,124.17,153.56,104.33,47.22,281.33,23.33,23.24,28.0,29.65
259,2024-06-09,5,40.0,32.0,33.0,95.0,179.0,130.0,125.0,98.0,44.0,62.0,190.0,148.0,120.0,129.0,135.0,105.0,55.0,253.0,28.0,24.0,32.0,35.0
260,2024-06-09,6,37.0,37.67,38.0,82.33,154.33,115.33,113.0,82.67,44.0,62.0,189.33,128.0,112.67,119.0,142.67,105.67,49.0,229.67,22.33,31.0,28.33,29.0
261,2024-06-09,8,40.0,29.0,31.0,93.0,173.0,143.0,123.0,90.0,44.0,56.0,207.0,148.0,130.0,128.0,139.0,104.0,58.0,243.0,26.0,30.0,38.0,28.0
262,2024-06-09,7,50.0,41.0,47.67,89.33,174.67,146.67,131.0,95.0,43.33,65.0,192.0,148.67,134.0,134.67,127.0,107.67,63.67,350.0,27.33,32.0,30.0,49.67
263,2024-06-09,10,44.4,39.8,42.4,89.4,170.6,128.0,122.8,95.0,43.0,61.6,177.4,144.4,133.8,134.0,128.2,110.2,50.75,256.4,16.6,32.2,32.8,37.0
264,2024-06-09,11,46.0,28.67,34.0,76.33,128.0,109.0,106.67,96.33,43.67,60.0,186.67,141.33,127.33,132.67,153.67,111.33,47.67,237.33,25.0,17.0,28.67,22.0
265,2024-06-09,12,40.91,22.0,33.36,86.82,165.73,134.91,116.45,90.0,47.09,52.36,221.33,161.0,138.18,130.22,145.67,118.0,48.55,274.91,27.45,30.45,36.09,29.18
266,2024-06-09,13,41.0,37.0,50.0,95.0,150.0,145.0,138.0,100.0,50.0,45.0,189.75,145.0,138.0,130.0,173.0,104.59,58.0,290.0,28.0,38.0,38.0,38.0
267,2024-06-09,14,39.75,32.0,34.92,81.5,155.67,116.25,109.92,83.25,45.27,58.6,189.75,138.08,118.83,125.82,154.0,105.45,48.45,283.27,23.09,25.25,28.67,29.75
268,2024-06-09,15,59.76,43.83,47.69,94.48,166.1,142.55,127.72,107.21,42.69,50.66,179.45,163.24,120.83,137.54,120.45,97.38,51.69,291.14,20.28,36.66,33.59,38.66
269,2024-06-09,17,41.11,28.62,34.08,86.41,166.42,120.7,115.03,92.11,43.5,57.33,190.86,134.03,119.57,112.08,136.89,111.47,47.44,248.78,19.31,25.97,26.14,27.5
270,2024-06-09,18,51.53,38.37,42.47,89.89,175.32,134.58,127.63,96.68,42.84,59.58,182.21,157.78,127.84,111.16,121.37,102.19,55.05,298.68,23.32,37.53,32.47,40.74
271,2024-06-09,20,43.67,37.33,35.67,91.67,155.67,127.67,121.67,92.67,48.33,74.0,189.75,133.33,133.5,122.33,210.0,104.59,65.0,330.0,30.0,33.67,41.0,44.33
272,2024-06-09,21,50.0,40.0,45.0,98.0,163.0,129.1,120.0,105.0,50.0,75.0,189.75,190.0,220.0,150.0,139.0,104.59,100.0,520.0,25.0,40.0,60.0,70.0
273,2024-06-09,23,37.5,37.11,40.4,84.4,163.0,124.7,111.9,82.6,45.7,52.6,172.5,139.0,114.33,120.33,115.2,95.6,51.7,276.44,26.5,27.5,32.9,41.7
274,2024-06-09,24,64.0,45.0,40.0,91.0,173.0,134.0,120.0,90.0,43.0,48.0,193.0,146.0,141.0,129.4,110.0,98.0,48.0,297.0,26.0,43.0,36.0,28.0
275,2024-06-09,25,39.08,25.42,30.75,89.75,159.5,126.83,116.33,98.67,44.92,60.42,196.64,128.33,122.25,119.0,132.0,101.67,53.75,273.08,26.25,25.5,30.33,21.08
