DATE,States/UTs,Commodity,Price
2024-06-07,Maharashtra,Urad Dal,134.63
2024-06-07,Manipur,Urad Dal,142.0
2024-06-07,Meghalaya,Urad Dal,134.5
2024-06-07,Mizoram,Urad Dal,125.86
2024-06-07,Nagaland,Urad Dal,132.5
2024-06-07,Odisha,Urad Dal,121.71
2024-06-07,Puducherry,Urad Dal,134.0
2024-06-07,Punjab,Urad Dal,127.29
2024-06-07,Rajasthan,Urad Dal,110.54
2024-06-07,Sikkim,Urad Dal,126.6
2024-06-07,Tamil Nadu,Urad Dal,144.41
2024-06-07,Telangana,Urad Dal,129.1
2024-06-07,Tripura,Urad Dal,128.0
2024-06-07,Uttar Pradesh,Urad Dal,119.4
2024-06-07,Uttarakhand,Urad Dal,115.33
2024-06-07,West Bengal,Urad Dal,124.95
2024-06-08,Andaman and Nicobar,Urad Dal,155.0
2024-06-08,Andhra Pradesh,Urad Dal,135.5
2024-06-08,Arunachal pradesh,Urad Dal,133.25
2024-06-08,Assam,Urad Dal,115.0
2024-06-08,Bihar,Urad Dal,120.82
2024-06-08,Chandigarh,Urad Dal,130.0
2024-06-08,Chhattisgarh,Urad Dal,116.5
2024-06-08,Delhi,Urad Dal,143.0
2024-06-08,DNH and DD,Urad Dal,146.67
2024-06-08,Gujarat,Urad Dal,129.17
2024-06-08,Haryana,Urad Dal,109.0
2024-06-08,Himachal Pradesh,Urad Dal,135.0
2024-06-08,Jammu and Kashmir,Urad Dal,132.4
2024-06-08,Jharkhand,Urad Dal,119.53
2024-06-08,Karnataka,Urad Dal,142.1
2024-06-08,Madhya Pradesh,Urad Dal,120.9
2024-06-08,Maharashtra,Urad Dal,134.63
2024-06-08,Meghalaya,Urad Dal,134.0
2024-06-08,Mizoram,Urad Dal,134.0
2024-06-08,Nagaland,Urad Dal,132.5
2024-06-08,Odisha,Urad Dal,124.27
2024-06-08,Punjab,Urad Dal,126.93
2024-06-08,Rajasthan,Urad Dal,111.13
2024-06-08,Sikkim,Urad Dal,130.75
2024-06-08,Tamil Nadu,Urad Dal,143.7
2024-06-08,Telangana,Urad Dal,128.5
2024-06-08,Tripura,Urad Dal,128.0
2024-06-08,Uttar Pradesh,Urad Dal,120.59
2024-06-08,Uttarakhand,Urad Dal,115.0
2024-06-08,West Bengal,Urad Dal,120.38
2024-06-09,Andhra Pradesh,Urad Dal,137.33
2024-06-09,Arunachal pradesh,Urad Dal,131.0
2024-06-09,Assam,Urad Dal,110.64
2024-06-09,Bihar,Urad Dal,122.61
2024-06-09,Chandigarh,Urad Dal,130.0
2024-06-09,Chhattisgarh,Urad Dal,115.33
2024-06-09,Delhi,Urad Dal,143.0
2024-06-09,DNH and DD,Urad Dal,146.67
2024-06-09,Gujarat,Urad Dal,128.0
2024-06-09,Haryana,Urad Dal,109.0
2024-06-09,Himachal Pradesh,Urad Dal,134.91
2024-06-09,Jammu and Kashmir,Urad Dal,145.0
2024-06-09,Jharkhand,Urad Dal,116.25
2024-06-09,Karnataka,Urad Dal,142.55
2024-06-09,Madhya Pradesh,Urad Dal,120.7
2024-06-09,Maharashtra,Urad Dal,134.58
2024-06-09,Meghalaya,Urad Dal,127.67
2024-06-09,Mizoram,Urad Dal,127.67
2024-06-09,Odisha,Urad Dal,124.7
2024-06-09,Puducherry,Urad Dal,134.0
2024-06-09,Punjab,Urad Dal,126.83
2024-06-09,Rajasthan,Urad Dal,116.2
2024-06-09,Sikkim,Urad Dal,132.5
2024-06-09,Tamil Nadu,Urad Dal,143.28
2024-06-09,Telangana,Urad Dal,131.0
2024-06-09,Uttar Pradesh,Urad Dal,121.72
2024-06-09,West Bengal,Urad Dal,119.54
2024-06-10,Andaman and Nicobar,Urad Dal,155.0
2024-06-10,Andhra Pradesh,Urad Dal,137.6
2024-06-10,Arunachal pradesh,Urad Dal,133.25
2024-06-10,Assam,Urad Dal,114.52
2024-06-10,Bihar,Urad Dal,121.59
2024-06-10,Chhattisgarh,Urad Dal,112.83
2024-06-10,Delhi,Urad Dal,143.0
2024-06-10,DNH and DD,Urad Dal,148.33
2024-06-10,Goa,Urad Dal,152.5
2024-06-10,Gujarat,Urad Dal,123.71
2024-06-10,Haryana,Urad Dal,111.33
2024-06-10,Himachal Pradesh,Urad Dal,134.92
2024-06-10,Jammu and Kashmir,Urad Dal,127.83
2024-06-10,Jharkhand,Urad Dal,119.89
2024-06-10,Karnataka,Urad Dal,141.47
2024-06-10,Kerala,Urad Dal,150.45
2024-06-10,Madhya Pradesh,Urad Dal,119.42
2024-06-10,Maharashtra,Urad Dal,134.79
2024-06-10,Manipur,Urad Dal,145.0
2024-06-10,Meghalaya,Urad Dal,135.0
2024-06-10,Mizoram,Urad Dal,125.86
2024-06-10,Nagaland,Urad Dal,135.83
2024-06-10,Odisha,Urad Dal,122.59
2024-06-10,Puducherry,Urad Dal,136.0
2024-06-10,Punjab,Urad Dal,127.07
2024-06-10,Rajasthan,Urad Dal,111.48
2024-06-10,Sikkim,Urad Dal,126.6
2024-06-10,Tamil Nadu,Urad Dal,144.56
2024-06-10,Telangana,Urad Dal,129.3
2024-06-10,Tripura,Urad Dal,128.0
2024-06-10,Uttar Pradesh,Urad Dal,119.76
2024-06-10,Uttarakhand,Urad Dal,114.75
2024-06-10,West Bengal,Urad Dal,124.09
2024-06-11,Andaman and Nicobar,Urad Dal,154.33
2024-06-11,Andhra Pradesh,Urad Dal,136.0
2024-06-11,Arunachal pradesh,Urad Dal,131.0
2024-06-11,Assam,Urad Dal,114.36
2024-06-11,Bihar,Urad Dal,120.86
2024-06-11,Chandigarh,Urad Dal,130.0
2024-06-11,Chhattisgarh,Urad Dal,114.33
2024-06-11,Delhi,Urad Dal,143.0
2024-06-11,DNH and DD,Urad Dal,148.67
2024-06-11,Goa,Urad Dal,154.5
2024-06-11,Gujarat,Urad Dal,124.71
2024-06-11,Haryana,Urad Dal,107.25
2024-06-11,Himachal Pradesh,Urad Dal,133.55
2024-06-11,Jammu and Kashmir,Urad Dal,127.83
2024-06-11,Jharkhand,Urad Dal,119.84
2024-06-11,Karnataka,Urad Dal,141.5
2024-06-11,Kerala,Urad Dal,150.5
2024-06-11,Madhya Pradesh,Urad Dal,119.78
2024-06-11,Maharashtra,Urad Dal,134.84
2024-06-11,Meghalaya,Urad Dal,134.67
2024-06-11,Mizoram,Urad Dal,125.86
2024-06-11,Nagaland,Urad Dal,136.43
2024-06-11,Odisha,Urad Dal,122.9
2024-06-11,Puducherry,Urad Dal,136.0
2024-06-11,Punjab,Urad Dal,126.67
2024-06-11,Rajasthan,Urad Dal,112.35
2024-06-11,Sikkim,Urad Dal,124.5
2024-06-11,Tamil Nadu,Urad Dal,144.44
2024-06-11,Telangana,Urad Dal,129.3
2024-06-11,Tripura,Urad Dal,128.0
2024-06-11,Uttar Pradesh,Urad Dal,119.83
2024-06-11,Uttarakhand,Urad Dal,113.33
2024-06-11,West Bengal,Urad Dal,124.09
2024-06-12,Andaman and Nicobar,Urad Dal,154.0
2024-06-12,Andhra Pradesh,Urad Dal,138.0
2024-06-12,Arunachal pradesh,Urad Dal,132.75
2024-06-12,Assam,Urad Dal,115.0
2024-06-12,Bihar,Urad Dal,121.09
2024-06-12,Chandigarh,Urad Dal,130.0
2024-06-12,Chhattisgarh,Urad Dal,120.25
2024-06-12,Delhi,Urad Dal,143.0
2024-06-12,DNH and DD,Urad Dal,148.67
2024-06-12,Goa,Urad Dal,154.5
2024-06-12,Gujarat,Urad Dal,126.13
2024-06-12,Haryana,Urad Dal,107.25
2024-06-12,Himachal Pradesh,Urad Dal,134.75
2024-06-12,Jammu and Kashmir,Urad Dal,135.5
2024-06-12,Jharkhand,Urad Dal,119.83
2024-06-12,Karnataka,Urad Dal,141.62
2024-06-12,Kerala,Urad Dal,150.44
2024-06-12,Madhya Pradesh,Urad Dal,120.17
2024-06-12,Maharashtra,Urad Dal,134.68
2024-06-12,Manipur,Urad Dal,145.0
2024-06-12,Meghalaya,Urad Dal,135.0
2024-06-12,Mizoram,Urad Dal,125.86
2024-06-12,Nagaland,Urad Dal,132.5
2024-06-12,Odisha,Urad Dal,120.33
2024-06-12,Puducherry,Urad Dal,136.0
2024-06-12,Punjab,Urad Dal,126.6
2024-06-12,Rajasthan,Urad Dal,111.68
2024-06-12,Sikkim,Urad Dal,126.6
2024-06-12,Tamil Nadu,Urad Dal,144.88
2024-06-12,Telangana,Urad Dal,129.1
2024-06-12,Tripura,Urad Dal,128.0
2024-06-12,Uttar Pradesh,Urad Dal,119.92
2024-06-12,Uttarakhand,Urad Dal,115.0
2024-06-12,West Bengal,Urad Dal,124.14
2024-06-13,Andaman and Nicobar,Urad Dal,154.0
2024-06-13,Andhra Pradesh,Urad Dal,138.0
2024-06-13,Arunachal pradesh,Urad Dal,130.0
2024-06-13,Assam,Urad Dal,115.23
2024-06-13,Bihar,Urad Dal,121.15
2024-06-13,Chandigarh,Urad Dal,130.0
2024-06-13,Chhattisgarh,Urad Dal,114.88
2024-06-13,Delhi,Urad Dal,147.0
2024-06-13,DNH and DD,Urad Dal,148.0
2024-06-13,Goa,Urad Dal,153.5
2024-06-13,Gujarat,Urad Dal,126.0
2024-06-13,Haryana,Urad Dal,107.25
2024-06-13,Himachal Pradesh,Urad Dal,135.25
2024-06-13,Jammu and Kashmir,Urad Dal,136.75
2024-06-13,Jharkhand,Urad Dal,120.11
2024-06-13,Karnataka,Urad Dal,141.34
2024-06-13,Kerala,Urad Dal,150.1
2024-06-13,Madhya Pradesh,Urad Dal,120.45
2024-06-13,Maharashtra,Urad Dal,134.84
2024-06-13,Manipur,Urad Dal,145.0
2024-06-13,Meghalaya,Urad Dal,133.83
2024-06-13,Mizoram,Urad Dal,125.86
2024-06-13,Nagaland,Urad Dal,138.33
2024-06-13,Odisha,Urad Dal,122.29
2024-06-13,Puducherry,Urad Dal,137.0
2024-06-13,Punjab,Urad Dal,127.36
2024-06-13,Rajasthan,Urad Dal,112.38
2024-06-13,Sikkim,Urad Dal,126.6
2024-06-13,Tamil Nadu,Urad Dal,144.82
2024-06-13,Telangana,Urad Dal,129.1
2024-06-13,Tripura,Urad Dal,128.0
2024-06-13,Uttar Pradesh,Urad Dal,120.16
2024-06-13,Uttarakhand,Urad Dal,117.0
2024-06-13,West Bengal,Urad Dal,124.09
2024-06-14,Andaman and Nicobar,Urad Dal,155.67
2024-06-14,Andhra Pradesh,Urad Dal,135.75
2024-06-14,Arunachal pradesh,Urad Dal,130.0
2024-06-14,Assam,Urad Dal,114.96
2024-06-14,Bihar,Urad Dal,119.97
2024-06-14,Chandigarh,Urad Dal,130.0
2024-06-14,Chhattisgarh,Urad Dal,115.86
2024-06-14,Delhi,Urad Dal,147.0
2024-06-14,DNH and DD,Urad Dal,148.0
2024-06-14,Goa,Urad Dal,153.5
2024-06-14,Gujarat,Urad Dal,126.38
2024-06-14,Haryana,Urad Dal,107.0
2024-06-14,Himachal Pradesh,Urad Dal,135.25
2024-06-14,Jammu and Kashmir,Urad Dal,135.5
2024-06-14,Jharkhand,Urad Dal,120.26
2024-06-14,Karnataka,Urad Dal,141.47
2024-06-14,Kerala,Urad Dal,149.78
2024-06-14,Madhya Pradesh,Urad Dal,120.65
2024-06-14,Maharashtra,Urad Dal,135.37
2024-06-14,Manipur,Urad Dal,145.0
2024-06-14,Meghalaya,Urad Dal,133.33
2024-06-14,Mizoram,Urad Dal,125.29
2024-06-14,Nagaland,Urad Dal,132.5
2024-06-14,Odisha,Urad Dal,126.11
2024-06-14,Puducherry,Urad Dal,137.0
2024-06-14,Punjab,Urad Dal,128.43
2024-06-14,Rajasthan,Urad Dal,111.42
2024-06-14,Sikkim,Urad Dal,124.5
2024-06-14,Tamil Nadu,Urad Dal,145.18
2024-06-14,Telangana,Urad Dal,130.0
2024-06-14,Tripura,Urad Dal,128.0
2024-06-14,Uttar Pradesh,Urad Dal,120.16
2024-06-14,Uttarakhand,Urad Dal,114.0
2024-06-14,West Bengal,Urad Dal,124.09
2024-06-15,Andaman and Nicobar,Urad Dal,156.0
2024-06-15,Andhra Pradesh,Urad Dal,138.6
2024-06-15,Arunachal pradesh,Urad Dal,135.0
2024-06-15,Assam,Urad Dal,116.64
2024-06-15,Bihar,Urad Dal,121.03
2024-06-15,Chandigarh,Urad Dal,130.0
2024-06-15,Chhattisgarh,Urad Dal,118.4
2024-06-15,Delhi,Urad Dal,147.0
2024-06-15,DNH and DD,Urad Dal,148.0
2024-06-15,Gujarat,Urad Dal,124.71
2024-06-15,Haryana,Urad Dal,108.67
2024-06-15,Himachal Pradesh,Urad Dal,135.25
2024-06-15,Jammu and Kashmir,Urad Dal,127.83
2024-06-15,Jharkhand,Urad Dal,120.32
2024-06-15,Karnataka,Urad Dal,141.68
2024-06-15,Kerala,Urad Dal,149.8
2024-06-15,Madhya Pradesh,Urad Dal,119.76
2024-06-15,Maharashtra,Urad Dal,135.58
2024-06-15,Meghalaya,Urad Dal,132.6
2024-06-15,Mizoram,Urad Dal,132.6
2024-06-15,Nagaland,Urad Dal,132.5
2024-06-15,Odisha,Urad Dal,126.33
2024-06-15,Puducherry,Urad Dal,137.0
2024-06-15,Punjab,Urad Dal,128.57
2024-06-15,Rajasthan,Urad Dal,115.2
2024-06-15,Sikkim,Urad Dal,124.5
2024-06-15,Tamil Nadu,Urad Dal,144.72
2024-06-15,Telangana,Urad Dal,129.1
2024-06-15,Tripura,Urad Dal,128.0
2024-06-15,Uttar Pradesh,Urad Dal,120.4
2024-06-15,Uttarakhand,Urad Dal,115.0
2024-06-15,West Bengal,Urad Dal,120.73
2024-06-16,Andhra Pradesh,Urad Dal,140.75
2024-06-16,Arunachal pradesh,Urad Dal,135.0
2024-06-16,Assam,Urad Dal,111.42
2024-06-16,Bihar,Urad Dal,122.31
2024-06-16,Chandigarh,Urad Dal,130.0
2024-06-16,Chhattisgarh,Urad Dal,118.4
2024-06-16,Delhi,Urad Dal,147.0
2024-06-16,DNH and DD,Urad Dal,148.0
2024-06-16,Gujarat,Urad Dal,132.67
2024-06-16,Haryana,Urad Dal,103.0
2024-06-16,Himachal Pradesh,Urad Dal,135.25
2024-06-16,Jammu and Kashmir,Urad Dal,132.5
2024-06-16,Jharkhand,Urad Dal,117.17
2024-06-16,Karnataka,Urad Dal,141.33
2024-06-16,Madhya Pradesh,Urad Dal,120.42
2024-06-16,Maharashtra,Urad Dal,135.47
2024-06-16,Meghalaya,Urad Dal,127.67
2024-06-16,Mizoram,Urad Dal,127.67
2024-06-16,Odisha,Urad Dal,125.44
2024-06-16,Puducherry,Urad Dal,137.0
2024-06-16,Punjab,Urad Dal,127.17
2024-06-16,Rajasthan,Urad Dal,107.5
2024-06-16,Sikkim,Urad Dal,130.0
2024-06-16,Tamil Nadu,Urad Dal,145.6
2024-06-16,Telangana,Urad Dal,131.33
2024-06-16,Uttar Pradesh,Urad Dal,121.28
2024-06-16,Uttarakhand,Urad Dal,115.0
2024-06-16,West Bengal,Urad Dal,119.92
2024-06-17,Andaman and Nicobar,Urad Dal,170.0
2024-06-17,Andhra Pradesh,Urad Dal,138.6
2024-06-17,Arunachal pradesh,Urad Dal,129.33
2024-06-17,Assam,Urad Dal,112.13
2024-06-17,Bihar,Urad Dal,122.44
2024-06-17,Chandigarh,Urad Dal,130.0
2024-06-17,Chhattisgarh,Urad Dal,116.0
2024-06-17,Delhi,Urad Dal,147.0
2024-06-17,DNH and DD,Urad Dal,148.67
2024-06-17,Gujarat,Urad Dal,132.5
2024-06-17,Haryana,Urad Dal,107.0
2024-06-17,Himachal Pradesh,Urad Dal,135.25
2024-06-17,Jammu and Kashmir,Urad Dal,120.0
2024-06-17,Jharkhand,Urad Dal,123.38
2024-06-17,Karnataka,Urad Dal,142.1
2024-06-17,Madhya Pradesh,Urad Dal,120.9
2024-06-17,Maharashtra,Urad Dal,135.68
2024-06-17,Meghalaya,Urad Dal,132.6
2024-06-17,Mizoram,Urad Dal,125.0
2024-06-17,Nagaland,Urad Dal,132.5
2024-06-17,Odisha,Urad Dal,127.2
2024-06-17,Puducherry,Urad Dal,137.0
2024-06-17,Punjab,Urad Dal,128.79
2024-06-17,Rajasthan,Urad Dal,114.0
2024-06-17,Sikkim,Urad Dal,129.33
2024-06-17,Tamil Nadu,Urad Dal,145.5
2024-06-17,Telangana,Urad Dal,131.33
2024-06-17,Tripura,Urad Dal,128.0
2024-06-17,Uttar Pradesh,Urad Dal,121.71
2024-06-17,Uttarakhand,Urad Dal,115.5
2024-06-17,West Bengal,Urad Dal,120.31
2024-06-18,Andaman and Nicobar,Urad Dal,156.67
2024-06-18,Andhra Pradesh,Urad Dal,138.0
2024-06-18,Arunachal pradesh,Urad Dal,136.0
2024-06-18,Assam,Urad Dal,114.68
2024-06-18,Bihar,Urad Dal,120.58
2024-06-18,Chandigarh,Urad Dal,130.0
2024-06-18,Chhattisgarh,Urad Dal,117.14
2024-06-18,Delhi,Urad Dal,147.0
2024-06-18,DNH and DD,Urad Dal,148.67
2024-06-18,Goa,Urad Dal,153.5
2024-06-18,Gujarat,Urad Dal,125.17
2024-06-18,Haryana,Urad Dal,108.25
2024-06-18,Himachal Pradesh,Urad Dal,135.25
2024-06-18,Jammu and Kashmir,Urad Dal,120.0
2024-06-18,Jharkhand,Urad Dal,121.05
2024-06-18,Karnataka,Urad Dal,141.93
2024-06-18,Kerala,Urad Dal,150.44
2024-06-18,Madhya Pradesh,Urad Dal,120.15
2024-06-18,Maharashtra,Urad Dal,135.63
2024-06-18,Meghalaya,Urad Dal,133.33
2024-06-18,Mizoram,Urad Dal,125.29
2024-06-18,Nagaland,Urad Dal,132.5
2024-06-18,Odisha,Urad Dal,121.57
2024-06-18,Puducherry,Urad Dal,137.0
2024-06-18,Punjab,Urad Dal,127.87
2024-06-18,Rajasthan,Urad Dal,113.1
2024-06-18,Sikkim,Urad Dal,129.33
2024-06-18,Tamil Nadu,Urad Dal,145.09
2024-06-18,Telangana,Urad Dal,129.0
2024-06-18,Tripura,Urad Dal,128.0
2024-06-18,Uttar Pradesh,Urad Dal,120.56
2024-06-18,Uttarakhand,Urad Dal,113.0
2024-06-18,West Bengal,Urad Dal,124.43
2024-06-19,Andaman and Nicobar,Urad Dal,156.67
2024-06-19,Andhra Pradesh,Urad Dal,136.4
2024-06-19,Arunachal pradesh,Urad Dal,129.33
2024-06-19,Assam,Urad Dal,115.63
2024-06-19,Bihar,Urad Dal,120.34
2024-06-19,Chandigarh,Urad Dal,130.0
2024-06-19,Chhattisgarh,Urad Dal,115.86
2024-06-19,Delhi,Urad Dal,147.0
2024-06-19,DNH and DD,Urad Dal,151.0
2024-06-19,Goa,Urad Dal,153.5
2024-06-19,Gujarat,Urad Dal,126.38
2024-06-19,Haryana,Urad Dal,108.25
2024-06-19,Himachal Pradesh,Urad Dal,135.25
2024-06-19,Jammu and Kashmir,Urad Dal,133.5
2024-06-19,Jharkhand,Urad Dal,120.58
2024-06-19,Karnataka,Urad Dal,141.94
2024-06-19,Kerala,Urad Dal,149.22
2024-06-19,Madhya Pradesh,Urad Dal,119.65
2024-06-19,Maharashtra,Urad Dal,136.21
2024-06-19,Manipur,Urad Dal,145.0
2024-06-19,Meghalaya,Urad Dal,131.67
2024-06-19,Mizoram,Urad Dal,125.29
2024-06-19,Nagaland,Urad Dal,132.5
2024-06-19,Odisha,Urad Dal,121.77
2024-06-19,Puducherry,Urad Dal,137.0
2024-06-19,Punjab,Urad Dal,128.0
2024-06-19,Rajasthan,Urad Dal,112.27
2024-06-19,Sikkim,Urad Dal,127.0
2024-06-19,Tamil Nadu,Urad Dal,144.89
2024-06-19,Telangana,Urad Dal,129.78
2024-06-19,Tripura,Urad Dal,128.0
2024-06-19,Uttar Pradesh,Urad Dal,120.63
2024-06-19,Uttarakhand,Urad Dal,115.0
2024-06-19,West Bengal,Urad Dal,124.29
2024-06-20,Andaman and Nicobar,Urad Dal,156.67
2024-06-20,Andhra Pradesh,Urad Dal,136.4
2024-06-20,Arunachal pradesh,Urad Dal,129.33
2024-06-20,Assam,Urad Dal,115.63
2024-06-20,Bihar,Urad Dal,120.34
2024-06-20,Chandigarh,Urad Dal,130.0
2024-06-20,Chhattisgarh,Urad Dal,115.86
2024-06-20,Delhi,Urad Dal,147.0
2024-06-20,DNH and DD,Urad Dal,151.0
2024-06-20,Goa,Urad Dal,153.5
2024-06-20,Gujarat,Urad Dal,126.38
2024-06-20,Haryana,Urad Dal,108.25
2024-06-20,Himachal Pradesh,Urad Dal,135.25
2024-06-20,Jammu and Kashmir,Urad Dal,133.5
2024-06-20,Jharkhand,Urad Dal,120.58
2024-06-20,Karnataka,Urad Dal,141.94
2024-06-20,Kerala,Urad Dal,149.22
2024-06-20,Madhya Pradesh,Urad Dal,119.65
2024-06-20,Maharashtra,Urad Dal,136.21
2024-06-20,Manipur,Urad Dal,145.0
2024-06-20,Meghalaya,Urad Dal,131.67
2024-06-20,Mizoram,Urad Dal,125.29
2024-06-20,Nagaland,Urad Dal,132.5
2024-06-20,Odisha,Urad Dal,121.77
2024-06-20,Puducherry,Urad Dal,137.0
2024-06-20,Punjab,Urad Dal,128.0
2024-06-20,Rajasthan,Urad Dal,112.27
2024-06-20,Sikkim,Urad Dal,127.0
2024-06-20,Tamil Nadu,Urad Dal,144.89
2024-06-20,Telangana,Urad Dal,129.78
2024-06-20,Tripura,Urad Dal,128.0
2024-06-20,Uttar Pradesh,Urad Dal,120.63
2024-06-20,Uttarakhand,Urad Dal,115.0
2024-06-20,West Bengal,Urad Dal,124.29
2024-06-21,Andaman and Nicobar,Urad Dal,156.33
2024-06-21,Andhra Pradesh,Urad Dal,135.75
2024-06-21,Arunachal pradesh,Urad Dal,132.0
2024-06-21,Assam,Urad Dal,114.24
2024-06-21,Bihar,Urad Dal,120.89
2024-06-21,Chandigarh,Urad Dal,130.0
2024-06-21,Chhattisgarh,Urad Dal,114.25
2024-06-21,Delhi,Urad Dal,147.0
2024-06-21,DNH and DD,Urad Dal,148.67
2024-06-21,Goa,Urad Dal,153.5
2024-06-21,Gujarat,Urad Dal,122.67
2024-06-21,Haryana,Urad Dal,108.33
2024-06-21,Himachal Pradesh,Urad Dal,135.83
2024-06-21,Jammu and Kashmir,Urad Dal,129.0
2024-06-21,Jharkhand,Urad Dal,120.72
2024-06-21,Karnataka,Urad Dal,142.03
2024-06-21,Kerala,Urad Dal,149.22
2024-06-21,Madhya Pradesh,Urad Dal,119.67
2024-06-21,Maharashtra,Urad Dal,136.58
2024-06-21,Manipur,Urad Dal,145.0
2024-06-21,Meghalaya,Urad Dal,131.67
2024-06-21,Mizoram,Urad Dal,125.29
2024-06-21,Nagaland,Urad Dal,133.13
2024-06-21,Odisha,Urad Dal,121.73
2024-06-21,Puducherry,Urad Dal,138.0
2024-06-21,Punjab,Urad Dal,128.93
2024-06-21,Rajasthan,Urad Dal,112.52
2024-06-21,Sikkim,Urad Dal,126.6
2024-06-21,Tamil Nadu,Urad Dal,145.06
2024-06-21,Telangana,Urad Dal,130.5
2024-06-21,Tripura,Urad Dal,128.0
2024-06-21,Uttar Pradesh,Urad Dal,121.08
2024-06-21,Uttarakhand,Urad Dal,115.25
2024-06-21,West Bengal,Urad Dal,124.48
2024-06-22,Andaman and Nicobar,Urad Dal,157.33
2024-06-22,Andhra Pradesh,Urad Dal,138.0
2024-06-22,Arunachal pradesh,Urad Dal,132.0
2024-06-22,Assam,Urad Dal,116.1
2024-06-22,Bihar,Urad Dal,121.54
2024-06-22,Chandigarh,Urad Dal,130.0
2024-06-22,Chhattisgarh,Urad Dal,114.25
2024-06-22,Delhi,Urad Dal,147.0
2024-06-22,DNH and DD,Urad Dal,148.67
2024-06-22,Gujarat,Urad Dal,136.67
2024-06-22,Haryana,Urad Dal,108.25
2024-06-22,Himachal Pradesh,Urad Dal,135.67
2024-06-22,Jammu and Kashmir,Urad Dal,126.5
2024-06-22,Jharkhand,Urad Dal,120.89
2024-06-22,Karnataka,Urad Dal,142.5
2024-06-22,Kerala,Urad Dal,150.27
2024-06-22,Madhya Pradesh,Urad Dal,120.75
2024-06-22,Maharashtra,Urad Dal,136.63
2024-06-22,Meghalaya,Urad Dal,130.6
2024-06-22,Mizoram,Urad Dal,130.6
2024-06-22,Nagaland,Urad Dal,134.29
2024-06-22,Odisha,Urad Dal,126.44
2024-06-22,Puducherry,Urad Dal,138.0
2024-06-22,Punjab,Urad Dal,128.71
2024-06-22,Rajasthan,Urad Dal,109.33
2024-06-22,Sikkim,Urad Dal,126.6
2024-06-22,Tamil Nadu,Urad Dal,144.96
2024-06-22,Telangana,Urad Dal,130.2
2024-06-22,Tripura,Urad Dal,128.0
2024-06-22,Uttar Pradesh,Urad Dal,121.44
2024-06-22,Uttarakhand,Urad Dal,117.0
2024-06-22,West Bengal,Urad Dal,120.47
2024-06-23,Andhra Pradesh,Urad Dal,138.0
2024-06-23,Arunachal pradesh,Urad Dal,132.0
2024-06-23,Assam,Urad Dal,112.46
2024-06-23,Bihar,Urad Dal,123.94
2024-06-23,Chandigarh,Urad Dal,130.0
2024-06-23,Chhattisgarh,Urad Dal,114.8
2024-06-23,Delhi,Urad Dal,150.0
2024-06-23,DNH and DD,Urad Dal,148.67
2024-06-23,Gujarat,Urad Dal,131.0
2024-06-23,Haryana,Urad Dal,108.67
2024-06-23,Himachal Pradesh,Urad Dal,134.5
2024-06-23,Jammu and Kashmir,Urad Dal,131.5
2024-06-23,Jharkhand,Urad Dal,119.4
2024-06-23,Karnataka,Urad Dal,141.73
2024-06-23,Madhya Pradesh,Urad Dal,119.41
2024-06-23,Maharashtra,Urad Dal,136.63
2024-06-23,Meghalaya,Urad Dal,127.67
2024-06-23,Mizoram,Urad Dal,127.67
2024-06-23,Odisha,Urad Dal,126.63
2024-06-23,Punjab,Urad Dal,127.5
2024-06-23,Rajasthan,Urad Dal,119.33
2024-06-23,Sikkim,Urad Dal,132.5
2024-06-23,Tamil Nadu,Urad Dal,144.56
2024-06-23,Telangana,Urad Dal,129.75
2024-06-23,Uttar Pradesh,Urad Dal,122.34
2024-06-23,West Bengal,Urad Dal,119.15
2024-06-24,Andaman and Nicobar,Urad Dal,152.5
2024-06-24,Andhra Pradesh,Urad Dal,138.0
2024-06-24,Arunachal pradesh,Urad Dal,135.33
2024-06-24,Assam,Urad Dal,115.38
2024-06-24,Bihar,Urad Dal,120.39
2024-06-24,Chandigarh,Urad Dal,130.0
2024-06-24,Chhattisgarh,Urad Dal,118.33
2024-06-24,Delhi,Urad Dal,143.0
2024-06-24,DNH and DD,Urad Dal,149.0
2024-06-24,Goa,Urad Dal,154.0
2024-06-24,Gujarat,Urad Dal,129.29
2024-06-24,Haryana,Urad Dal,108.25
2024-06-24,Himachal Pradesh,Urad Dal,135.5
2024-06-24,Jammu and Kashmir,Urad Dal,128.0
2024-06-24,Jharkhand,Urad Dal,121.44
2024-06-24,Karnataka,Urad Dal,142.41
2024-06-24,Kerala,Urad Dal,150.1
2024-06-24,Madhya Pradesh,Urad Dal,120.04
2024-06-24,Maharashtra,Urad Dal,136.79
2024-06-24,Manipur,Urad Dal,145.0
2024-06-24,Meghalaya,Urad Dal,132.0
2024-06-24,Mizoram,Urad Dal,125.29
2024-06-24,Nagaland,Urad Dal,133.13
2024-06-24,Odisha,Urad Dal,123.58
2024-06-24,Puducherry,Urad Dal,138.0
2024-06-24,Punjab,Urad Dal,128.8
2024-06-24,Rajasthan,Urad Dal,112.11
2024-06-24,Sikkim,Urad Dal,126.6
2024-06-24,Tamil Nadu,Urad Dal,145.0
2024-06-24,Telangana,Urad Dal,130.1
2024-06-24,Tripura,Urad Dal,128.0
2024-06-24,Uttar Pradesh,Urad Dal,121.37
2024-06-24,Uttarakhand,Urad Dal,115.25
2024-06-24,West Bengal,Urad Dal,123.95
