Unnamed: 0,Date,State/UT,Commodity,Price,Temperature,Humidity,Precipitation,Wind Speed
4849,6/2/2024,Odisha,Urad Dal,122.6,,,,
4850,6/2/2024,Punjab,Urad Dal,129.64,40.4,12,0,15.8
4851,6/2/2024,Rajasthan,Urad Dal,113.57,35.5,26,0,23
4852,6/2/2024,Sikkim,Urad Dal,135,17.2,79,11.56,8.3
4853,6/2/2024,Tamil Nadu,Urad Dal,143.45,30.9,66,5.12,22.7
4854,6/2/2024,Telangana,Urad Dal,132,,,,
4855,6/2/2024,Uttar Pradesh,Urad Dal,120.07,40.7,13,0,25.6
4856,6/2/2024,Uttarakhand,Urad Dal,112,34.3,15,0,17.6
4857,6/2/2024,West Bengal,Urad Dal,121.17,32.5,67,0.06,34.6
4858,6/3/2024,Andaman and Nicobar,Urad Dal,154.33,,,,
4859,6/3/2024,Andhra Pradesh,Urad Dal,137.6,29.7,72,0.58,37.8
4860,6/3/2024,Arunachal pradesh,Urad Dal,133.5,,,,
4861,6/3/2024,Assam,Urad Dal,115.26,26.3,86,13.01,16.2
4862,6/3/2024,Bihar,Urad Dal,120.76,38.9,28,0.03,22.7
4863,6/3/2024,Chandigarh,Urad Dal,115,36.2,15,0,47.5
4864,6/3/2024,Chhattisgarh,Urad Dal,115.29,35.2,36,0,25.6
4865,6/3/2024,Delhi,Urad Dal,142,16.3,86,0.08,16.2
4866,6/3/2024,DNH and DD,Urad Dal,144,,,,
4867,6/3/2024,Goa,Urad Dal,148,29.6,74,1.48,17.3
4868,6/3/2024,Gujarat,Urad Dal,125.13,34.7,42,0,23.8
4869,6/3/2024,Haryana,Urad Dal,107.75,38.3,19,0.14,37.1
4870,6/3/2024,Himachal Pradesh,Urad Dal,134.08,26.6,20,0,24.5
4871,6/3/2024,Jammu and Kashmir,Urad Dal,128.33,37.2,14,0,39.6
4872,6/3/2024,Jharkhand,Urad Dal,119.63,32.5,40,0.04,25.9
4873,6/3/2024,Karnataka,Urad Dal,142,26,74,4.88,19.4
4874,6/3/2024,Kerala,Urad Dal,151.17,26.7,88,7.11,10.1
4875,6/3/2024,Madhya Pradesh,Urad Dal,119.83,33.8,34,0.01,25.2
4876,6/3/2024,Maharashtra,Urad Dal,134.63,30.4,69,0.11,18.4
4877,6/3/2024,Manipur,Urad Dal,145,31.3,71,0.39,26.3
4878,6/3/2024,Meghalaya,Urad Dal,134.5,20.3,94,15,9.7
4879,6/3/2024,Mizoram,Urad Dal,124.5,26.1,81,7.03,6.8
4880,6/3/2024,Nagaland,Urad Dal,133.13,21.2,85,9.06,6.8
4881,6/3/2024,Odisha,Urad Dal,123.82,,,,
4882,6/3/2024,Punjab,Urad Dal,127.2,41.3,13,0,28.1
4883,6/3/2024,Rajasthan,Urad Dal,110.21,35.9,25,0,27
4884,6/3/2024,Sikkim,Urad Dal,126.6,17,82,13.92,9.4
4885,6/3/2024,Tamil Nadu,Urad Dal,143.79,30.1,68,0.69,25.2
4886,6/3/2024,Telangana,Urad Dal,129.1,,,,
4887,6/3/2024,Tripura,Urad Dal,128,29,83,7.77,18.4
4888,6/3/2024,Uttar Pradesh,Urad Dal,118.59,41.4,13,0,28.1
4889,6/3/2024,Uttarakhand,Urad Dal,114.25,34.8,19,0.01,19.8
4890,6/3/2024,West Bengal,Urad Dal,124.5,31.9,68,0.02,28.4
4891,6/4/2024,Andaman and Nicobar,Urad Dal,154.33,,,,
4892,6/4/2024,Andhra Pradesh,Urad Dal,138.5,31.2,70,0,37.1
4893,6/4/2024,Arunachal pradesh,Urad Dal,133.25,,,,
4894,6/4/2024,Assam,Urad Dal,113.11,27.4,83,15,9.4
4895,6/4/2024,Bihar,Urad Dal,120.89,37.6,33,0.42,29.2
4896,6/4/2024,Chandigarh,Urad Dal,115,35.6,23,1.16,37.8
4897,6/4/2024,Chhattisgarh,Urad Dal,124.25,35.2,33,0.14,22.3
4898,6/4/2024,Delhi,Urad Dal,142,20,77,0.03,14.4
4899,6/4/2024,DNH and DD,Urad Dal,144.67,,,,
4900,6/4/2024,Goa,Urad Dal,148,29.3,75,4.62,13
4901,6/4/2024,Gujarat,Urad Dal,127.17,34.4,39,0,23.8
4902,6/4/2024,Haryana,Urad Dal,107.75,39.4,16,0.14,32
4903,6/4/2024,Himachal Pradesh,Urad Dal,134.08,24,39,15.1,27.4
4904,6/4/2024,Jammu and Kashmir,Urad Dal,129.4,35.8,20,1.99,34.2
4905,6/4/2024,Jharkhand,Urad Dal,120.56,33.9,32,0,27.7
4906,6/4/2024,Karnataka,Urad Dal,141.23,25.8,76,4.69,19.1
4907,6/4/2024,Kerala,Urad Dal,152.27,27.2,82,0.78,10.1
4908,6/4/2024,Madhya Pradesh,Urad Dal,120.09,33.5,36,0,27
4909,6/4/2024,Maharashtra,Urad Dal,134.68,30.3,72,0.92,22
4910,6/4/2024,Meghalaya,Urad Dal,134,20.8,90,20.62,8.6
4911,6/4/2024,Mizoram,Urad Dal,125.86,23.4,91,11.3,6.5
4912,6/4/2024,Nagaland,Urad Dal,133.13,19,90,7,5.4
4913,6/4/2024,Odisha,Urad Dal,125.67,,,,
4914,6/4/2024,Punjab,Urad Dal,126.73,40.4,15,0,30.2
4915,6/4/2024,Rajasthan,Urad Dal,112.85,35.8,22,0,29.2
4916,6/4/2024,Sikkim,Urad Dal,126.6,17.1,88,19.17,7.6
4917,6/4/2024,Tamil Nadu,Urad Dal,143.52,30.3,75,6.59,25.9
4918,6/4/2024,Telangana,Urad Dal,127.57,,,,
4919,6/4/2024,Tripura,Urad Dal,128,28.1,85,9.68,17.3
4920,6/4/2024,Uttar Pradesh,Urad Dal,119.1,40.6,16,0,28.8
4921,6/4/2024,Uttarakhand,Urad Dal,113.75,33,22,0,20.5
4922,6/4/2024,West Bengal,Urad Dal,124.61,32.8,65,3.8,26.3
4923,6/5/2024,Andaman and Nicobar,Urad Dal,154.33,,,,
4924,6/5/2024,Andhra Pradesh,Urad Dal,137.6,31.2,70,2.61,33.5
4925,6/5/2024,Arunachal pradesh,Urad Dal,133.25,,,,
4926,6/5/2024,Assam,Urad Dal,114.76,25.5,88,7.8,6.8
4927,6/5/2024,Bihar,Urad Dal,121.44,37.9,36,0,37.4
4928,6/5/2024,Chandigarh,Urad Dal,115,35.2,21,1.38,34.6
4929,6/5/2024,Chhattisgarh,Urad Dal,115.29,35.1,32,0.02,27.4
4930,6/5/2024,Delhi,Urad Dal,143,20.1,86,6.24,22
4931,6/5/2024,DNH and DD,Urad Dal,144.67,,,,
4932,6/5/2024,Goa,Urad Dal,150,29.6,73,4.13,17.6
4933,6/5/2024,Gujarat,Urad Dal,125.63,34.8,38,0,22
4934,6/5/2024,Haryana,Urad Dal,108,37.9,18,0.09,33.8
4935,6/5/2024,Himachal Pradesh,Urad Dal,134.17,26.2,27,0.01,27.7
4936,6/5/2024,Jammu and Kashmir,Urad Dal,130,34.5,23,4.57,36
4937,6/5/2024,Jharkhand,Urad Dal,119.61,36.1,24,0,29.9
4938,6/5/2024,Karnataka,Urad Dal,141.41,25.5,76,5.3,18
4939,6/5/2024,Kerala,Urad Dal,149.9,27.4,83,3.67,11.2
4940,6/5/2024,Madhya Pradesh,Urad Dal,119.88,33.6,38,0.21,26.3
4941,6/5/2024,Maharashtra,Urad Dal,134.68,30.4,72,2.51,20.9
4942,6/5/2024,Manipur,Urad Dal,145,30.6,74,5.27,36
4943,6/5/2024,Meghalaya,Urad Dal,134.5,19.2,93,8.11,6.8
4944,6/5/2024,Mizoram,Urad Dal,125.86,24.4,81,2.8,5.8
4945,6/5/2024,Nagaland,Urad Dal,133.13,20.2,85,10.74,6.8
4946,6/5/2024,Odisha,Urad Dal,125.09,,,,
4947,6/5/2024,Puducherry,Urad Dal,134,30.4,72,14.19,27.7
4948,6/5/2024,Punjab,Urad Dal,127.79,39.1,20,1.37,36.7
4949,6/5/2024,Rajasthan,Urad Dal,111.15,35.1,25,0,24.8
4950,6/5/2024,Sikkim,Urad Dal,126.6,17,80,11.81,10.1
4951,6/5/2024,Tamil Nadu,Urad Dal,144.56,30.7,69,18.43,20.2
4952,6/5/2024,Telangana,Urad Dal,129.7,,,,
4953,6/5/2024,Tripura,Urad Dal,128,29.2,82,2.94,18.4
4954,6/5/2024,Uttar Pradesh,Urad Dal,119.12,40.7,15,0,25.2
4955,6/5/2024,Uttarakhand,Urad Dal,114.5,34.2,18,0.04,18.7
4956,6/5/2024,West Bengal,Urad Dal,125.45,33.9,62,0.33,32.8
4957,6/6/2024,Andaman and Nicobar,Urad Dal,154.33,,,,
4958,6/6/2024,Andhra Pradesh,Urad Dal,135.5,29.9,73,0,31.7
4959,6/6/2024,Arunachal pradesh,Urad Dal,133.25,,,,
4960,6/6/2024,Assam,Urad Dal,115.38,28,79,6.64,7.6
4961,6/6/2024,Bihar,Urad Dal,121.47,38.9,31,0,37.8
4962,6/6/2024,Chandigarh,Urad Dal,120,35.1,24,0.07,23
4963,6/6/2024,Chhattisgarh,Urad Dal,115.29,37.6,27,0,22
4964,6/6/2024,Delhi,Urad Dal,143,17.9,82,3.74,28.4
4965,6/6/2024,DNH and DD,Urad Dal,144.67,,,,
4966,6/6/2024,Goa,Urad Dal,150,29.2,76,12.8,18.4
4967,6/6/2024,Gujarat,Urad Dal,125.29,35.1,41,0,19.8
4968,6/6/2024,Haryana,Urad Dal,116,37.2,24,0.31,31
4969,6/6/2024,Himachal Pradesh,Urad Dal,134,24.4,37,0.06,23
4970,6/6/2024,Jammu and Kashmir,Urad Dal,128.67,33.3,31,4.19,18
4971,6/6/2024,Jharkhand,Urad Dal,119.68,35.2,29,0,30.2
4972,6/6/2024,Karnataka,Urad Dal,141.81,24.6,80,11.14,16.9
4973,6/6/2024,Kerala,Urad Dal,150,26.9,86,15,11.9
4974,6/6/2024,Madhya Pradesh,Urad Dal,120,32.1,46,7.12,31
4975,6/6/2024,Maharashtra,Urad Dal,134.74,30.4,73,3.2,20.5
4976,6/6/2024,Manipur,Urad Dal,145,31.9,68,0.12,29.2
4977,6/6/2024,Meghalaya,Urad Dal,132,20.8,88,17.4,6.1
4978,6/6/2024,Mizoram,Urad Dal,125.86,25.3,82,4.66,6.5
4979,6/6/2024,Nagaland,Urad Dal,132.5,22,80,3.84,8.3
4980,6/6/2024,Odisha,Urad Dal,126.8,,,,
4981,6/6/2024,Puducherry,Urad Dal,134,28.5,80,107.14,22.7
4982,6/6/2024,Punjab,Urad Dal,126.73,36.5,25,1.22,23
4983,6/6/2024,Rajasthan,Urad Dal,110.83,35.9,27,0,20.2
4984,6/6/2024,Sikkim,Urad Dal,126.6,17,79,7.87,9.7
4985,6/6/2024,Tamil Nadu,Urad Dal,144.35,28.2,79,11.29,29.5
4986,6/6/2024,Telangana,Urad Dal,129,,,,
4987,6/6/2024,Tripura,Urad Dal,128,29.7,79,5.31,15.5
4988,6/6/2024,Uttar Pradesh,Urad Dal,119.21,40.5,18,0,28.1
4989,6/6/2024,Uttarakhand,Urad Dal,115,33,23,0.03,19.8
4990,6/6/2024,West Bengal,Urad Dal,125.19,33.3,64,0,32.4
4991,6/7/2024,Andaman and Nicobar,Urad Dal,155,,,,
4992,6/7/2024,Andhra Pradesh,Urad Dal,137.6,30,77,0,34.6
4993,6/7/2024,Arunachal pradesh,Urad Dal,133.25,,,,
4994,6/7/2024,Assam,Urad Dal,114.7,27.3,80,5.42,15.1
4995,6/7/2024,Bihar,Urad Dal,121.5,38.5,37,0,37.4
4996,6/7/2024,Chandigarh,Urad Dal,130,36.6,17,0,30.6
4997,6/7/2024,Chhattisgarh,Urad Dal,114.2,36,31,0.04,23.4
4998,6/7/2024,Delhi,Urad Dal,143,13.2,78,2.21,26.6
4999,6/7/2024,DNH and DD,Urad Dal,146.67,,,,
5000,6/7/2024,Goa,Urad Dal,150,27.8,78,12.81,20.2
5001,6/7/2024,Gujarat,Urad Dal,125.75,35.1,41,0,22.3
5002,6/7/2024,Haryana,Urad Dal,107.25,38.6,17,0,30.2
5003,6/7/2024,Himachal Pradesh,Urad Dal,135,24.8,24,0,25.2
5004,6/7/2024,Jammu and Kashmir,Urad Dal,125.4,35.8,22,0.42,20.2
5005,6/7/2024,Jharkhand,Urad Dal,119.72,36.2,24,0,28.8
5006,6/7/2024,Karnataka,Urad Dal,141.77,22.4,91,26.57,16.6
5007,6/7/2024,Kerala,Urad Dal,150.4,24.8,94,19.62,10.8
5008,6/7/2024,Madhya Pradesh,Urad Dal,120.96,34.7,34,0.13,28.1
5009,6/7/2024,Maharashtra,Urad Dal,134.63,30.7,67,0.09,18.4
5010,6/7/2024,Manipur,Urad Dal,142,31.9,71,0,32.4
5011,6/7/2024,Meghalaya,Urad Dal,134.5,20.6,92,20.89,9.7
5012,6/7/2024,Mizoram,Urad Dal,125.86,24.3,93,12.8,5.8
5013,6/7/2024,Nagaland,Urad Dal,132.5,21.5,85,10.06,5.8
5014,6/7/2024,Odisha,Urad Dal,121.71,,,,
5015,6/7/2024,Puducherry,Urad Dal,134,27.7,82,17.47,28.4
5016,6/7/2024,Punjab,Urad Dal,127.29,38,19,0,21.6
5017,6/7/2024,Rajasthan,Urad Dal,110.54,36.7,27,0,23.8
5018,6/7/2024,Sikkim,Urad Dal,126.6,16.6,84,8.38,7.2
5019,6/7/2024,Tamil Nadu,Urad Dal,144.41,28.8,75,15.02,32.4
5020,6/7/2024,Telangana,Urad Dal,129.1,,,,
5021,6/7/2024,Tripura,Urad Dal,128,29.3,82,7.76,23.8
5022,6/7/2024,Uttar Pradesh,Urad Dal,119.4,41.1,15,0,27.7
5023,6/7/2024,Uttarakhand,Urad Dal,115.33,34.4,18,0,24.1
5024,6/7/2024,West Bengal,Urad Dal,124.95,34,62,0.04,33.8
5025,6/8/2024,Andaman and Nicobar,Urad Dal,155,,,,
5026,6/8/2024,Andhra Pradesh,Urad Dal,135.5,29.8,74,0,35.6
5027,6/8/2024,Arunachal pradesh,Urad Dal,133.25,,,,
5028,6/8/2024,Assam,Urad Dal,115,27,83,8.66,7.9
5029,6/8/2024,Bihar,Urad Dal,120.82,39.4,31,0,27.4
5030,6/8/2024,Chandigarh,Urad Dal,130,35,22,0,27
5031,6/8/2024,Chhattisgarh,Urad Dal,116.5,35.3,35,0,19.1
5032,6/8/2024,Delhi,Urad Dal,143,13.7,78,3.26,29.9
5033,6/8/2024,DNH and DD,Urad Dal,146.67,,,,
5034,6/8/2024,Gujarat,Urad Dal,129.17,35,43,0.14,26.3
5035,6/8/2024,Haryana,Urad Dal,109,37.9,19,0,25.9
5036,6/8/2024,Himachal Pradesh,Urad Dal,135,23.9,28,0,22.3
5037,6/8/2024,Jammu and Kashmir,Urad Dal,132.4,34.5,23,0.04,10.8
5038,6/8/2024,Jharkhand,Urad Dal,119.53,35.9,28,0,34.2
5039,6/8/2024,Karnataka,Urad Dal,142.1,24,79,0.24,24.8
5040,6/8/2024,Madhya Pradesh,Urad Dal,120.9,34.4,37,2.55,32.4
5041,6/8/2024,Maharashtra,Urad Dal,134.63,30.4,68,0.99,24.8
5042,6/8/2024,Meghalaya,Urad Dal,134,20.6,93,2.74,11.2
5043,6/8/2024,Mizoram,Urad Dal,,26,83,4.35,8.6
5044,6/8/2024,Nagaland,Urad Dal,132.5,21.1,84,8.24,6.8
5045,6/8/2024,Odisha,Urad Dal,124.27,,,,
5046,6/8/2024,Punjab,Urad Dal,126.93,36.5,25,0.01,18
5047,6/8/2024,Rajasthan,Urad Dal,111.13,36.5,27,0.74,24.8
5048,6/8/2024,Sikkim,Urad Dal,130.75,17.5,84,5.84,9
5049,6/8/2024,Tamil Nadu,Urad Dal,143.7,29.8,70,12.49,30.6
5050,6/8/2024,Telangana,Urad Dal,128.5,,,,
5051,6/8/2024,Tripura,Urad Dal,128,29.2,83,7.14,26.3
5052,6/8/2024,Uttar Pradesh,Urad Dal,120.59,40.8,15,0,30.6
5053,6/8/2024,Uttarakhand,Urad Dal,115,34.2,18,0,20.9
5054,6/8/2024,West Bengal,Urad Dal,120.38,34.7,54,0,34.6
5055,6/9/2024,Andhra Pradesh,Urad Dal,137.33,31.5,65,0,36.7
5056,6/9/2024,Arunachal pradesh,Urad Dal,131,,,,
5057,6/9/2024,Assam,Urad Dal,110.64,27.9,80,4.98,6.8
5058,6/9/2024,Bihar,Urad Dal,122.61,39.4,31,0,34.2
5059,6/9/2024,Chandigarh,Urad Dal,130,36.8,15,0,22
5060,6/9/2024,Chhattisgarh,Urad Dal,115.33,36.1,34,0,25.6
5061,6/9/2024,Delhi,Urad Dal,143,15,76,6.01,28.4
5062,6/9/2024,DNH and DD,Urad Dal,146.67,,,,
5063,6/9/2024,Gujarat,Urad Dal,128,32.3,52,1.95,24.8
5064,6/9/2024,Haryana,Urad Dal,109,39.3,15,0,22.3
5065,6/9/2024,Himachal Pradesh,Urad Dal,134.91,25.9,25,0,19.1
5066,6/9/2024,Jammu and Kashmir,Urad Dal,145,35.6,17,0,15.5
5067,6/9/2024,Jharkhand,Urad Dal,116.25,36.4,28,0,34.6
5068,6/9/2024,Karnataka,Urad Dal,142.55,23.3,76,0.59,31.3
5069,6/9/2024,Madhya Pradesh,Urad Dal,120.7,30.7,50,6.62,27.4
5070,6/9/2024,Maharashtra,Urad Dal,134.58,27.9,79,23.01,23
5071,6/9/2024,Meghalaya,Urad Dal,127.67,21.6,88,4.9,10.4
5072,6/9/2024,Mizoram,Urad Dal,,26.7,77,2.51,5.4
5073,6/9/2024,Odisha,Urad Dal,124.7,,,,
5074,6/9/2024,Puducherry,Urad Dal,134,30,66,2.5,28.8
5075,6/9/2024,Punjab,Urad Dal,126.83,38.3,15,0,13.7
5076,6/9/2024,Rajasthan,Urad Dal,116.2,34,34,0.24,30.2
5077,6/9/2024,Sikkim,Urad Dal,132.5,17.6,83,6.52,9.4
5078,6/9/2024,Tamil Nadu,Urad Dal,143.28,31,61,4.13,26.6
5079,6/9/2024,Telangana,Urad Dal,131,,,,
5080,6/9/2024,Uttar Pradesh,Urad Dal,121.72,41.3,13,0,25.6
5081,6/9/2024,West Bengal,Urad Dal,119.54,34.3,59,0,31.3
5082,6/10/2024,Andaman and Nicobar,Urad Dal,155,,,,
5083,6/10/2024,Andhra Pradesh,Urad Dal,137.6,30.8,68,0,32.4
5084,6/10/2024,Arunachal pradesh,Urad Dal,133.25,,,,
5085,6/10/2024,Assam,Urad Dal,114.52,27.6,84,8.29,10.1
5086,6/10/2024,Bihar,Urad Dal,121.59,39.7,29,0,30.2
5087,6/10/2024,Chhattisgarh,Urad Dal,112.83,36.6,33,0,21.6
5088,6/10/2024,Delhi,Urad Dal,143,11.9,73,0.02,23.4
5089,6/10/2024,DNH and DD,Urad Dal,148.33,,,,
5090,6/10/2024,Goa,Urad Dal,152.5,25.5,92,143.6,31
5091,6/10/2024,Gujarat,Urad Dal,123.71,32.3,50,0.23,19.4
5092,6/10/2024,Haryana,Urad Dal,111.33,39.2,10,0,27.7
5093,6/10/2024,Himachal Pradesh,Urad Dal,134.92,26.1,18,0,22
5094,6/10/2024,Jammu and Kashmir,Urad Dal,127.83,36.3,14,0,20.5
5095,6/10/2024,Jharkhand,Urad Dal,119.89,37.2,23,0,29.2
5096,6/10/2024,Karnataka,Urad Dal,141.47,23.9,76,1.65,28.8
5097,6/10/2024,Kerala,Urad Dal,150.45,25.9,87,18.16,11.9
5098,6/10/2024,Madhya Pradesh,Urad Dal,119.42,33.4,35,0.58,19.8
5099,6/10/2024,Maharashtra,Urad Dal,134.79,27.6,79,13.62,20.5
5100,6/10/2024,Manipur,Urad Dal,145,32.9,63,0,31.3
5101,6/10/2024,Meghalaya,Urad Dal,135,21.1,88,5.86,9
5102,6/10/2024,Mizoram,Urad Dal,125.86,26.3,81,7.36,4.3
5103,6/10/2024,Nagaland,Urad Dal,135.83,22.3,81,8.84,7.9
5104,6/10/2024,Odisha,Urad Dal,122.59,,,,
5105,6/10/2024,Puducherry,Urad Dal,136,30.3,65,1.86,24.5
5106,6/10/2024,Punjab,Urad Dal,127.07,39.2,12,0,14.4
5107,6/10/2024,Rajasthan,Urad Dal,111.48,32.1,37,0,23.8
5108,6/10/2024,Sikkim,Urad Dal,126.6,18,82,4.88,9.7
5109,6/10/2024,Tamil Nadu,Urad Dal,144.56,31.3,59,2.58,29.2
5110,6/10/2024,Telangana,Urad Dal,129.3,,,,
5111,6/10/2024,Tripura,Urad Dal,128,30.1,76,0.01,18.4
5112,6/10/2024,Uttar Pradesh,Urad Dal,119.76,41.1,10,0,25.2
5113,6/10/2024,Uttarakhand,Urad Dal,114.75,36.4,11,0,18
5114,6/10/2024,West Bengal,Urad Dal,124.09,34.8,56,0,31.3
5115,6/11/2024,Andaman and Nicobar,Urad Dal,154.33,,,,
5116,6/11/2024,Andhra Pradesh,Urad Dal,136,30.7,73,0,36.4
5117,6/11/2024,Arunachal pradesh,Urad Dal,131,,,,
5118,6/11/2024,Assam,Urad Dal,114.36,28.8,81,10.2,12.2
5119,6/11/2024,Bihar,Urad Dal,120.86,39.7,32,0,29.5
5120,6/11/2024,Chandigarh,Urad Dal,130,37.8,9,0,23.8
5121,6/11/2024,Chhattisgarh,Urad Dal,114.33,38.2,26,0,24.8
5122,6/11/2024,Delhi,Urad Dal,143,14.1,61,0,12.6
5123,6/11/2024,DNH and DD,Urad Dal,148.67,,,,
5124,6/11/2024,Goa,Urad Dal,154.5,25.5,87,38.72,22.7
5125,6/11/2024,Gujarat,Urad Dal,124.71,32.5,49,0,22.3
5126,6/11/2024,Haryana,Urad Dal,107.25,39.9,11,0,22
5127,6/11/2024,Himachal Pradesh,Urad Dal,133.55,26.3,16,0,25.9
5128,6/11/2024,Jammu and Kashmir,Urad Dal,127.83,36.8,15,0,18
5129,6/11/2024,Jharkhand,Urad Dal,119.84,37.7,21,0,27.7
5130,6/11/2024,Karnataka,Urad Dal,141.5,23.9,72,0.2,29.2
5131,6/11/2024,Kerala,Urad Dal,150.5,25.1,90,19.47,7.2
5132,6/11/2024,Madhya Pradesh,Urad Dal,119.78,31.9,44,0.02,26.6
5133,6/11/2024,Maharashtra,Urad Dal,134.84,28,77,13.26,21.6
5134,6/11/2024,Meghalaya,Urad Dal,134.67,21.8,90,15.27,9.7
5135,6/11/2024,Mizoram,Urad Dal,125.86,25.9,86,7.89,5
5136,6/11/2024,Nagaland,Urad Dal,136.43,22.9,82,8.51,7.9
5137,6/11/2024,Odisha,Urad Dal,122.9,,,,
5138,6/11/2024,Puducherry,Urad Dal,136,30.8,62,1.59,28.4
5139,6/11/2024,Punjab,Urad Dal,126.67,40.1,12,0,11.9
5140,6/11/2024,Rajasthan,Urad Dal,112.35,34.3,32,0.11,24.5
5141,6/11/2024,Sikkim,Urad Dal,124.5,17.9,89,10.28,7.6
5142,6/11/2024,Tamil Nadu,Urad Dal,144.44,30.6,59,0.45,24.1
5143,6/11/2024,Telangana,Urad Dal,129.3,,,,
5144,6/11/2024,Tripura,Urad Dal,128,30.2,76,0.05,19.1
5145,6/11/2024,Uttar Pradesh,Urad Dal,119.83,42,10,0,27.4
5146,6/11/2024,Uttarakhand,Urad Dal,113.33,37,10,0,21.6
5147,6/11/2024,West Bengal,Urad Dal,124.09,33.5,61,0,31.7
5148,6/12/2024,Andaman and Nicobar,Urad Dal,154,,,,
5149,6/12/2024,Andhra Pradesh,Urad Dal,138,30,74,10.56,30.6
5150,6/12/2024,Arunachal pradesh,Urad Dal,132.75,,,,
5151,6/12/2024,Assam,Urad Dal,115,27.3,85,12.4,9.4
5152,6/12/2024,Bihar,Urad Dal,121.09,40.2,28,0,35.6
5153,6/12/2024,Chandigarh,Urad Dal,130,38.6,9,0,24.5
5154,6/12/2024,Chhattisgarh,Urad Dal,120.25,38.1,27,0,16.6
5155,6/12/2024,Delhi,Urad Dal,143,15.3,73,0,15.8
5156,6/12/2024,DNH and DD,Urad Dal,148.67,,,,
5157,6/12/2024,Goa,Urad Dal,154.5,26,84,20.32,22.3
5158,6/12/2024,Gujarat,Urad Dal,126.13,34.4,43,0,23.4
5159,6/12/2024,Haryana,Urad Dal,107.25,40.5,10,0,26.3
5160,6/12/2024,Himachal Pradesh,Urad Dal,134.75,27.6,15,0,23.4
5161,6/12/2024,Jammu and Kashmir,Urad Dal,135.5,37.8,15,0,16.9
5162,6/12/2024,Jharkhand,Urad Dal,119.83,36.8,28,0,30.2
5163,6/12/2024,Karnataka,Urad Dal,141.62,22.6,78,0.51,28.8
5164,6/12/2024,Kerala,Urad Dal,150.44,24.3,92,5.36,6.5
5165,6/12/2024,Madhya Pradesh,Urad Dal,120.17,32.8,42,0.12,28.1
5166,6/12/2024,Maharashtra,Urad Dal,134.68,28.6,77,12.8,22
5167,6/12/2024,Manipur,Urad Dal,145,32.2,63,0,34.2
5168,6/12/2024,Meghalaya,Urad Dal,135,21.5,91,6.1,10.1
5169,6/12/2024,Mizoram,Urad Dal,125.86,24.5,95,17.05,5
5170,6/12/2024,Nagaland,Urad Dal,132.5,22.3,86,10.36,6.8
5171,6/12/2024,Odisha,Urad Dal,120.33,,,,
5172,6/12/2024,Puducherry,Urad Dal,136,31.2,57,0.09,24.5
5173,6/12/2024,Punjab,Urad Dal,126.6,41.5,10,0,16.6
5174,6/12/2024,Rajasthan,Urad Dal,111.68,34.2,35,0.13,24.1
5175,6/12/2024,Sikkim,Urad Dal,126.6,17.9,88,10.5,8.3
5176,6/12/2024,Tamil Nadu,Urad Dal,144.88,31.8,53,0.11,29.5
5177,6/12/2024,Telangana,Urad Dal,129.1,,,,
5178,6/12/2024,Tripura,Urad Dal,128,29.3,79,2.99,22.3
5179,6/12/2024,Uttar Pradesh,Urad Dal,119.92,42.4,13,0,25.6
5180,6/12/2024,Uttarakhand,Urad Dal,115,36.3,10,0,23.8
5181,6/12/2024,West Bengal,Urad Dal,124.14,33.2,59,0.04,34.6
5182,6/13/2024,Andaman and Nicobar,Urad Dal,154,,,,
5183,6/13/2024,Andhra Pradesh,Urad Dal,138,30.8,67,0.51,25.2
5184,6/13/2024,Arunachal pradesh,Urad Dal,130,,,,
5185,6/13/2024,Assam,Urad Dal,115.23,26.1,88,16.36,17.3
5186,6/13/2024,Bihar,Urad Dal,121.15,40.1,29,0,38.5
5187,6/13/2024,Chandigarh,Urad Dal,130,39.1,11,0,21.2
5188,6/13/2024,Chhattisgarh,Urad Dal,114.88,37,33,0,25.9
5189,6/13/2024,Delhi,Urad Dal,147,19,77,7.76,30.2
5190,6/13/2024,DNH and DD,Urad Dal,148,,,,
5191,6/13/2024,Goa,Urad Dal,153.5,26.1,84,16.09,13
5192,6/13/2024,Gujarat,Urad Dal,126,34.5,44,0,29.2
5193,6/13/2024,Haryana,Urad Dal,107.25,41.3,13,0,31.7
5194,6/13/2024,Himachal Pradesh,Urad Dal,135.25,27.6,15,0,22.3
5195,6/13/2024,Jammu and Kashmir,Urad Dal,136.75,38.5,16,0.21,18.7
5196,6/13/2024,Jharkhand,Urad Dal,120.11,34.5,39,0,31.7
5197,6/13/2024,Karnataka,Urad Dal,141.34,22.4,78,0.76,25.6
5198,6/13/2024,Kerala,Urad Dal,150.1,25.4,85,3.84,10.8
5199,6/13/2024,Madhya Pradesh,Urad Dal,120.45,32.5,44,0.77,32
5200,6/13/2024,Maharashtra,Urad Dal,134.84,29.5,72,4.03,23.4
5201,6/13/2024,Manipur,Urad Dal,145,31.4,64,0,34.2
5202,6/13/2024,Meghalaya,Urad Dal,133.83,20.8,94,11.61,10.1
5203,6/13/2024,Mizoram,Urad Dal,125.86,24.8,90,4.83,4.3
5204,6/13/2024,Nagaland,Urad Dal,138.33,21,94,13.14,5.4
5205,6/13/2024,Odisha,Urad Dal,122.29,,,,
5206,6/13/2024,Puducherry,Urad Dal,137,30.6,55,0,23
5207,6/13/2024,Punjab,Urad Dal,127.36,41.3,14,0.02,27.4
