Dates,States/UTs,Commodity,Price
7/25/2024,Jammu and Kashmir,Urad Dal,128.67
7/25/2024,Jharkhand,Urad Dal,119.63
7/25/2024,Karnataka,Urad Dal,137.63
7/25/2024,Kerala,Urad Dal,145
7/25/2024,Madhya Pradesh,Urad Dal,120.81
7/25/2024,Maharashtra,Urad Dal,134.61
7/25/2024,Manipur,Urad Dal,130
7/25/2024,Meghalaya,Urad Dal,132.8
7/25/2024,Mizoram,Urad Dal,132.25
7/25/2024,Nagaland,Urad Dal,128.25
7/25/2024,Odisha,Urad Dal,121.19
7/25/2024,Puducherry,Urad Dal,142
7/25/2024,Punjab,Urad Dal,131.13
7/25/2024,Rajasthan,Urad Dal,118.63
7/25/2024,Sikkim,Urad Dal,130.67
7/25/2024,Tamil Nadu,Urad Dal,141.13
7/25/2024,Telangana,Urad Dal,132.1
7/25/2024,Tripura,Urad Dal,130
7/25/2024,Uttar Pradesh,Urad Dal,121.45
7/25/2024,Uttarakhand,Urad Dal,124.33
7/25/2024,West Bengal,Urad Dal,126.61
7/26/2024,Andaman and Nicobar,Urad Dal,158
7/26/2024,Andhra Pradesh,Urad Dal,132.6
7/26/2024,Arunachal pradesh,Urad Dal,130.25
7/26/2024,Assam,Urad Dal,114.83
7/26/2024,Bihar,Urad Dal,122
7/26/2024,Chandigarh,Urad Dal,127
7/26/2024,Chhattisgarh,Urad Dal,117.13
7/26/2024,Delhi,Urad Dal,147
7/26/2024,DNH and DD,Urad Dal,150
7/26/2024,Goa,Urad Dal,151.5
7/26/2024,Gujarat,Urad Dal,133.25
7/26/2024,Haryana,Urad Dal,113.5
7/26/2024,Himachal Pradesh,Urad Dal,139
7/26/2024,Jammu and Kashmir,Urad Dal,129
7/26/2024,Jharkhand,Urad Dal,119.53
7/26/2024,Karnataka,Urad Dal,136.26
7/26/2024,Kerala,Urad Dal,154.5
7/26/2024,Madhya Pradesh,Urad Dal,121.17
7/26/2024,Maharashtra,Urad Dal,134.21
7/26/2024,Manipur,Urad Dal,130
7/26/2024,Meghalaya,Urad Dal,132.8
7/26/2024,Mizoram,Urad Dal,126.14
7/26/2024,Nagaland,Urad Dal,127.63
7/26/2024,Odisha,Urad Dal,120.48
7/26/2024,Puducherry,Urad Dal,142
7/26/2024,Punjab,Urad Dal,131.54
7/26/2024,Rajasthan,Urad Dal,118.13
7/26/2024,Sikkim,Urad Dal,130.67
7/26/2024,Tamil Nadu,Urad Dal,142.26
7/26/2024,Telangana,Urad Dal,133.2
7/26/2024,Tripura,Urad Dal,130
7/26/2024,Uttar Pradesh,Urad Dal,121
7/26/2024,Uttarakhand,Urad Dal,123
7/26/2024,West Bengal,Urad Dal,127.59
7/27/2024,Andaman and Nicobar,Urad Dal,158
7/27/2024,Andhra Pradesh,Urad Dal,129
7/27/2024,Arunachal pradesh,Urad Dal,130.25
7/27/2024,Assam,Urad Dal,115.61
7/27/2024,Bihar,Urad Dal,121.91
7/27/2024,Chandigarh,Urad Dal,127
7/27/2024,Chhattisgarh,Urad Dal,117.13
7/27/2024,Delhi,Urad Dal,147
7/27/2024,DNH and DD,Urad Dal,148.67
7/27/2024,Gujarat,Urad Dal,134.6
7/27/2024,Haryana,Urad Dal,114.5
7/27/2024,Himachal Pradesh,Urad Dal,139.08
7/27/2024,Jammu and Kashmir,Urad Dal,128.71
7/27/2024,Jharkhand,Urad Dal,119.33
7/27/2024,Karnataka,Urad Dal,138.1
7/27/2024,Kerala,Urad Dal,145
7/27/2024,Madhya Pradesh,Urad Dal,121.18
7/27/2024,Maharashtra,Urad Dal,134.32
7/27/2024,Meghalaya,Urad Dal,131.75
7/27/2024,Mizoram,Urad Dal,131.75
7/27/2024,Nagaland,Urad Dal,127.22
7/27/2024,Odisha,Urad Dal,123.33
7/27/2024,Puducherry,Urad Dal,142
7/27/2024,Punjab,Urad Dal,132.08
7/27/2024,Rajasthan,Urad Dal,114.17
7/27/2024,Sikkim,Urad Dal,141
7/27/2024,Tamil Nadu,Urad Dal,141.44
7/27/2024,Telangana,Urad Dal,131.67
7/27/2024,Tripura,Urad Dal,130
7/27/2024,Uttar Pradesh,Urad Dal,120.74
7/27/2024,Uttarakhand,Urad Dal,117.33
7/27/2024,West Bengal,Urad Dal,124.67
7/28/2024,Andhra Pradesh,Urad Dal,129
7/28/2024,Arunachal pradesh,Urad Dal,130.25
7/28/2024,Assam,Urad Dal,114.8
7/28/2024,Bihar,Urad Dal,124.05
7/28/2024,Chandigarh,Urad Dal,127
7/28/2024,Chhattisgarh,Urad Dal,116.2
7/28/2024,Delhi,Urad Dal,147
7/28/2024,DNH and DD,Urad Dal,148.67
7/28/2024,Gujarat,Urad Dal,134.5
7/28/2024,Haryana,Urad Dal,114.67
7/28/2024,Himachal Pradesh,Urad Dal,139.08
7/28/2024,Jammu and Kashmir,Urad Dal,130
7/28/2024,Jharkhand,Urad Dal,114.9
7/28/2024,Karnataka,Urad Dal,137.15
7/28/2024,Madhya Pradesh,Urad Dal,121.29
7/28/2024,Maharashtra,Urad Dal,134.26
7/28/2024,Meghalaya,Urad Dal,125
7/28/2024,Mizoram,Urad Dal,125
7/28/2024,Odisha,Urad Dal,123.2
7/28/2024,Puducherry,Urad Dal,142
7/28/2024,Punjab,Urad Dal,131.7
7/28/2024,Rajasthan,Urad Dal,122.75
7/28/2024,Sikkim,Urad Dal,122.75
7/28/2024,Tamil Nadu,Urad Dal,141.89
7/28/2024,Telangana,Urad Dal,132
7/28/2024,Uttar Pradesh,Urad Dal,121.43
7/28/2024,West Bengal,Urad Dal,124.15
7/29/2024,Andaman and Nicobar,Urad Dal,158
7/29/2024,Andhra Pradesh,Urad Dal,131.6
7/29/2024,Arunachal pradesh,Urad Dal,130.25
7/29/2024,Assam,Urad Dal,114
7/29/2024,Bihar,Urad Dal,122.03
7/29/2024,Chandigarh,Urad Dal,127
7/29/2024,Chhattisgarh,Urad Dal,116.33
7/29/2024,Delhi,Urad Dal,147
7/29/2024,DNH and DD,Urad Dal,148.67
7/29/2024,Goa,Urad Dal,151.5
7/29/2024,Gujarat,Urad Dal,133.25
7/29/2024,Haryana,Urad Dal,113.25
7/29/2024,Himachal Pradesh,Urad Dal,139
7/29/2024,Jammu and Kashmir,Urad Dal,130.5
7/29/2024,Jharkhand,Urad Dal,119.37
7/29/2024,Karnataka,Urad Dal,136.83
7/29/2024,Kerala,Urad Dal,155.6
7/29/2024,Madhya Pradesh,Urad Dal,121.15
7/29/2024,Maharashtra,Urad Dal,134.11
7/29/2024,Manipur,Urad Dal,135
7/29/2024,Meghalaya,Urad Dal,136
7/29/2024,Mizoram,Urad Dal,135.43
7/29/2024,Nagaland,Urad Dal,127.22
7/29/2024,Odisha,Urad Dal,120.88
7/29/2024,Puducherry,Urad Dal,142
7/29/2024,Punjab,Urad Dal,131.62
7/29/2024,Rajasthan,Urad Dal,118.84
7/29/2024,Sikkim,Urad Dal,130.67
7/29/2024,Tamil Nadu,Urad Dal,141.68
7/29/2024,Telangana,Urad Dal,132.75
7/29/2024,Tripura,Urad Dal,130
7/29/2024,Uttar Pradesh,Urad Dal,120.71
7/29/2024,Uttarakhand,Urad Dal,123
7/29/2024,West Bengal,Urad Dal,126.57
7/30/2024,Andaman and Nicobar,Urad Dal,158
7/30/2024,Andhra Pradesh,Urad Dal,131.6
7/30/2024,Arunachal pradesh,Urad Dal,130.25
7/30/2024,Assam,Urad Dal,115.08
7/30/2024,Bihar,Urad Dal,122.11
7/30/2024,Chandigarh,Urad Dal,127
7/30/2024,Chhattisgarh,Urad Dal,114.75
7/30/2024,Delhi,Urad Dal,147
7/30/2024,DNH and DD,Urad Dal,149.33
7/30/2024,Goa,Urad Dal,147.5
7/30/2024,Gujarat,Urad Dal,133.38
7/30/2024,Haryana,Urad Dal,114.25
7/30/2024,Himachal Pradesh,Urad Dal,138.92
7/30/2024,Jammu and Kashmir,Urad Dal,130.5
7/30/2024,Jharkhand,Urad Dal,119.26
7/30/2024,Karnataka,Urad Dal,137.07
7/30/2024,Kerala,Urad Dal,148.25
7/30/2024,Madhya Pradesh,Urad Dal,120.55
7/30/2024,Maharashtra,Urad Dal,133.33
7/30/2024,Manipur,Urad Dal,140
7/30/2024,Meghalaya,Urad Dal,136
7/30/2024,Mizoram,Urad Dal,132.25
7/30/2024,Nagaland,Urad Dal,130
7/30/2024,Odisha,Urad Dal,122.08
7/30/2024,Puducherry,Urad Dal,142
7/30/2024,Punjab,Urad Dal,130.73
7/30/2024,Rajasthan,Urad Dal,119.42
7/30/2024,Sikkim,Urad Dal,130.67
7/30/2024,Tamil Nadu,Urad Dal,140.97
7/30/2024,Telangana,Urad Dal,131.4
7/30/2024,Tripura,Urad Dal,129.33
7/30/2024,Uttar Pradesh,Urad Dal,120.43
7/30/2024,Uttarakhand,Urad Dal,123
7/30/2024,West Bengal,Urad Dal,125.33
7/31/2024,Andaman and Nicobar,Urad Dal,157.67
7/31/2024,Andhra Pradesh,Urad Dal,131.6
7/31/2024,Arunachal pradesh,Urad Dal,130.25
7/31/2024,Assam,Urad Dal,114.83
7/31/2024,Bihar,Urad Dal,123.14
7/31/2024,Chandigarh,Urad Dal,127
7/31/2024,Chhattisgarh,Urad Dal,116.75
7/31/2024,Delhi,Urad Dal,147
7/31/2024,DNH and DD,Urad Dal,148
7/31/2024,Goa,Urad Dal,147.5
7/31/2024,Gujarat,Urad Dal,134.13
7/31/2024,Haryana,Urad Dal,114.25
7/31/2024,Himachal Pradesh,Urad Dal,138.67
7/31/2024,Jammu and Kashmir,Urad Dal,130.17
7/31/2024,Jharkhand,Urad Dal,118.72
7/31/2024,Karnataka,Urad Dal,136.59
7/31/2024,Kerala,Urad Dal,149
7/31/2024,Madhya Pradesh,Urad Dal,121.09
7/31/2024,Maharashtra,Urad Dal,133.68
7/31/2024,Manipur,Urad Dal,140
7/31/2024,Meghalaya,Urad Dal,136
7/31/2024,Mizoram,Urad Dal,132.25
7/31/2024,Nagaland,Urad Dal,127.44
7/31/2024,Odisha,Urad Dal,122.63
7/31/2024,Puducherry,Urad Dal,142
7/31/2024,Punjab,Urad Dal,131.6
7/31/2024,Rajasthan,Urad Dal,118.93
7/31/2024,Sikkim,Urad Dal,130.67
7/31/2024,Tamil Nadu,Urad Dal,140.87
7/31/2024,Telangana,Urad Dal,131
7/31/2024,Tripura,Urad Dal,130
7/31/2024,Uttar Pradesh,Urad Dal,120.89
7/31/2024,Uttarakhand,Urad Dal,123
7/31/2024,West Bengal,Urad Dal,126.65
7/1/2024,Andaman and Nicobar,Moong Dal,137
7/1/2024,Andhra Pradesh,Moong Dal,126.6
7/1/2024,Arunachal pradesh,Moong Dal,122.5
7/1/2024,Assam,Moong Dal,116.18
7/1/2024,Bihar,Moong Dal,114.27
7/1/2024,Chandigarh,Moong Dal,125
7/1/2024,Chhattisgarh,Moong Dal,113.5
7/1/2024,Delhi,Moong Dal,127
7/1/2024,DNH and DD,Moong Dal,131
7/1/2024,Goa,Moong Dal,132.5
7/1/2024,Gujarat,Moong Dal,119.13
7/1/2024,Haryana,Moong Dal,107.75
7/1/2024,Himachal Pradesh,Moong Dal,117
7/1/2024,Jammu and Kashmir,Moong Dal,123.83
7/1/2024,Jharkhand,Moong Dal,113.44
7/1/2024,Karnataka,Moong Dal,127.45
7/1/2024,Kerala,Moong Dal,137
7/1/2024,Madhya Pradesh,Moong Dal,115.92
7/1/2024,Maharashtra,Moong Dal,126.68
7/1/2024,Manipur,Moong Dal,140
7/1/2024,Meghalaya,Moong Dal,121.3
7/1/2024,Mizoram,Moong Dal,127.78
7/1/2024,Nagaland,Moong Dal,121.67
7/1/2024,Odisha,Moong Dal,112
7/1/2024,Puducherry,Moong Dal,125
7/1/2024,Punjab,Moong Dal,117.53
7/1/2024,Rajasthan,Moong Dal,104.37
7/1/2024,Sikkim,Moong Dal,125
7/1/2024,Tamil Nadu,Moong Dal,125.26
7/1/2024,Telangana,Moong Dal,118.6
7/1/2024,Tripura,Moong Dal,110.5
7/1/2024,Uttar Pradesh,Moong Dal,115.52
7/1/2024,Uttarakhand,Moong Dal,123.25
7/1/2024,West Bengal,Moong Dal,127.81
7/2/2024,Andaman and Nicobar,Moong Dal,137.67
7/2/2024,Andhra Pradesh,Moong Dal,126.6
7/2/2024,Arunachal pradesh,Moong Dal,122.5
7/2/2024,Assam,Moong Dal,115.4
7/2/2024,Bihar,Moong Dal,114.47
7/2/2024,Chandigarh,Moong Dal,125
7/2/2024,Chhattisgarh,Moong Dal,113.75
7/2/2024,Delhi,Moong Dal,127
7/2/2024,DNH and DD,Moong Dal,132.67
7/2/2024,Goa,Moong Dal,132.5
7/2/2024,Gujarat,Moong Dal,119.13
7/2/2024,Haryana,Moong Dal,107.75
7/2/2024,Himachal Pradesh,Moong Dal,117
7/2/2024,Jammu and Kashmir,Moong Dal,124.6
7/2/2024,Jharkhand,Moong Dal,113.79
7/2/2024,Karnataka,Moong Dal,127.23
7/2/2024,Kerala,Moong Dal,137
7/2/2024,Madhya Pradesh,Moong Dal,115.55
7/2/2024,Maharashtra,Moong Dal,126.53
7/2/2024,Manipur,Moong Dal,140
7/2/2024,Meghalaya,Moong Dal,121.3
7/2/2024,Mizoram,Moong Dal,127.78
7/2/2024,Nagaland,Moong Dal,121.67
7/2/2024,Odisha,Moong Dal,112.07
7/2/2024,Puducherry,Moong Dal,125
7/2/2024,Punjab,Moong Dal,117.53
7/2/2024,Rajasthan,Moong Dal,104.03
7/2/2024,Sikkim,Moong Dal,125
7/2/2024,Tamil Nadu,Moong Dal,125.17
7/2/2024,Telangana,Moong Dal,118.6
7/2/2024,Tripura,Moong Dal,113
7/2/2024,Uttar Pradesh,Moong Dal,115.55
7/2/2024,Uttarakhand,Moong Dal,123.25
7/2/2024,West Bengal,Moong Dal,130.18
7/3/2024,Andaman and Nicobar,Moong Dal,138
7/3/2024,Andhra Pradesh,Moong Dal,126.6
7/3/2024,Arunachal pradesh,Moong Dal,122.5
7/3/2024,Assam,Moong Dal,116.85
7/3/2024,Bihar,Moong Dal,114.88
7/3/2024,Chandigarh,Moong Dal,125
7/3/2024,Chhattisgarh,Moong Dal,110.5
7/3/2024,Delhi,Moong Dal,127
7/3/2024,DNH and DD,Moong Dal,132.67
7/3/2024,Goa,Moong Dal,133.5
7/3/2024,Gujarat,Moong Dal,119
7/3/2024,Haryana,Moong Dal,107.75
7/3/2024,Himachal Pradesh,Moong Dal,117.08
7/3/2024,Jammu and Kashmir,Moong Dal,123.2
7/3/2024,Jharkhand,Moong Dal,113.44
7/3/2024,Karnataka,Moong Dal,127.1
7/3/2024,Kerala,Moong Dal,137
7/3/2024,Madhya Pradesh,Moong Dal,116.4
7/3/2024,Maharashtra,Moong Dal,126.58
7/3/2024,Meghalaya,Moong Dal,121.38
7/3/2024,Mizoram,Moong Dal,127.78
7/3/2024,Nagaland,Moong Dal,121.67
7/3/2024,Odisha,Moong Dal,112.65
7/3/2024,Puducherry,Moong Dal,125
7/3/2024,Punjab,Moong Dal,117.73
7/3/2024,Rajasthan,Moong Dal,103.94
7/3/2024,Sikkim,Moong Dal,125
7/3/2024,Tamil Nadu,Moong Dal,125
7/3/2024,Telangana,Moong Dal,118.7
7/3/2024,Tripura,Moong Dal,113
7/3/2024,Uttar Pradesh,Moong Dal,115.72
7/3/2024,Uttarakhand,Moong Dal,123.25
7/3/2024,West Bengal,Moong Dal,131.27
7/4/2024,Andaman and Nicobar,Moong Dal,138.33
7/4/2024,Andhra Pradesh,Moong Dal,125.75
7/4/2024,Arunachal pradesh,Moong Dal,122.5
7/4/2024,Assam,Moong Dal,116.65
7/4/2024,Bihar,Moong Dal,114.71
7/4/2024,Chandigarh,Moong Dal,125
7/4/2024,Chhattisgarh,Moong Dal,114.25
7/4/2024,Delhi,Moong Dal,128
7/4/2024,DNH and DD,Moong Dal,133.67
7/4/2024,Goa,Moong Dal,132.5
7/4/2024,Gujarat,Moong Dal,117
7/4/2024,Haryana,Moong Dal,108
7/4/2024,Himachal Pradesh,Moong Dal,117.17
7/4/2024,Jammu and Kashmir,Moong Dal,121.86
7/4/2024,Jharkhand,Moong Dal,113.44
7/4/2024,Karnataka,Moong Dal,127.06
7/4/2024,Kerala,Moong Dal,136.82
7/4/2024,Madhya Pradesh,Moong Dal,116.1
7/4/2024,Maharashtra,Moong Dal,126.47
7/4/2024,Manipur,Moong Dal,140
7/4/2024,Meghalaya,Moong Dal,121.7
7/4/2024,Mizoram,Moong Dal,127.78
7/4/2024,Nagaland,Moong Dal,121.67
7/4/2024,Odisha,Moong Dal,112.42
7/4/2024,Puducherry,Moong Dal,125
7/4/2024,Punjab,Moong Dal,116.79
7/4/2024,Rajasthan,Moong Dal,104.43
7/4/2024,Sikkim,Moong Dal,125
7/4/2024,Tamil Nadu,Moong Dal,124.72
7/4/2024,Telangana,Moong Dal,118.7
7/4/2024,Tripura,Moong Dal,113
7/4/2024,Uttar Pradesh,Moong Dal,115.43
7/4/2024,Uttarakhand,Moong Dal,123.25
7/4/2024,West Bengal,Moong Dal,131.27
7/5/2024,Andaman and Nicobar,Moong Dal,138.33
7/5/2024,Andhra Pradesh,Moong Dal,126.8
7/5/2024,Arunachal pradesh,Moong Dal,123.33
7/5/2024,Assam,Moong Dal,116.25
7/5/2024,Bihar,Moong Dal,114.48
7/5/2024,Chandigarh,Moong Dal,125
7/5/2024,Chhattisgarh,Moong Dal,113.33
7/5/2024,Delhi,Moong Dal,128
7/5/2024,DNH and DD,Moong Dal,133.67
7/5/2024,Goa,Moong Dal,132.5
7/5/2024,Gujarat,Moong Dal,119.33
7/5/2024,Haryana,Moong Dal,108
7/5/2024,Himachal Pradesh,Moong Dal,116.83
7/5/2024,Jammu and Kashmir,Moong Dal,122.17
7/5/2024,Jharkhand,Moong Dal,113.44
7/5/2024,Karnataka,Moong Dal,126.9
7/5/2024,Kerala,Moong Dal,136.73
7/5/2024,Madhya Pradesh,Moong Dal,116.43
7/5/2024,Maharashtra,Moong Dal,126.53
7/5/2024,Manipur,Moong Dal,140
7/5/2024,Meghalaya,Moong Dal,122.1
7/5/2024,Mizoram,Moong Dal,127.78
7/5/2024,Nagaland,Moong Dal,122
7/5/2024,Odisha,Moong Dal,112.19
7/5/2024,Puducherry,Moong Dal,125
7/5/2024,Punjab,Moong Dal,117.53
7/5/2024,Rajasthan,Moong Dal,104.86
7/5/2024,Sikkim,Moong Dal,125
7/5/2024,Tamil Nadu,Moong Dal,124.8
7/5/2024,Telangana,Moong Dal,118.7
7/5/2024,Tripura,Moong Dal,113
7/5/2024,Uttar Pradesh,Moong Dal,115.96
7/5/2024,Uttarakhand,Moong Dal,123.25
7/5/2024,West Bengal,Moong Dal,130.3
7/6/2024,Andaman and Nicobar,Moong Dal,138.33
7/6/2024,Andhra Pradesh,Moong Dal,126
7/6/2024,Arunachal pradesh,Moong Dal,122.5
7/6/2024,Assam,Moong Dal,117
7/6/2024,Bihar,Moong Dal,114.36
7/6/2024,Chandigarh,Moong Dal,125
7/6/2024,Chhattisgarh,Moong Dal,116.67
7/6/2024,Delhi,Moong Dal,125
7/6/2024,DNH and DD,Moong Dal,133.67
7/6/2024,Gujarat,Moong Dal,119.63
7/6/2024,Haryana,Moong Dal,111.5
7/6/2024,Himachal Pradesh,Moong Dal,116.17
7/6/2024,Jammu and Kashmir,Moong Dal,122.17
7/6/2024,Jharkhand,Moong Dal,113.5
7/6/2024,Karnataka,Moong Dal,126.25
7/6/2024,Kerala,Moong Dal,137.17
7/6/2024,Madhya Pradesh,Moong Dal,115.93
7/6/2024,Maharashtra,Moong Dal,126.68
7/6/2024,Meghalaya,Moong Dal,122.38
7/6/2024,Mizoram,Moong Dal,122.38
7/6/2024,Nagaland,Moong Dal,121.87
7/6/2024,Odisha,Moong Dal,111.92
7/6/2024,Puducherry,Moong Dal,125
7/6/2024,Punjab,Moong Dal,117.87
7/6/2024,Rajasthan,Moong Dal,108.36
7/6/2024,Sikkim,Moong Dal,125
7/6/2024,Tamil Nadu,Moong Dal,124.56
7/6/2024,Telangana,Moong Dal,118.7
7/6/2024,Tripura,Moong Dal,111.75
7/6/2024,Uttar Pradesh,Moong Dal,116.14
7/6/2024,Uttarakhand,Moong Dal,123.25
7/6/2024,West Bengal,Moong Dal,125.06
7/7/2024,Andhra Pradesh,Moong Dal,128
7/7/2024,Arunachal pradesh,Moong Dal,120
7/7/2024,Assam,Moong Dal,117.56
7/7/2024,Bihar,Moong Dal,115.32
7/7/2024,Chandigarh,Moong Dal,125
7/7/2024,Chhattisgarh,Moong Dal,118.2
7/7/2024,Delhi,Moong Dal,125
7/7/2024,DNH and DD,Moong Dal,133.67
7/7/2024,Gujarat,Moong Dal,124.67
7/7/2024,Haryana,Moong Dal,104.33
7/7/2024,Himachal Pradesh,Moong Dal,116.17
7/7/2024,Jammu and Kashmir,Moong Dal,130
7/7/2024,Jharkhand,Moong Dal,114.82
7/7/2024,Karnataka,Moong Dal,126.32
7/7/2024,Madhya Pradesh,Moong Dal,115.9
7/7/2024,Maharashtra,Moong Dal,126.63
7/7/2024,Meghalaya,Moong Dal,123.33
7/7/2024,Nagaland,Moong Dal,140
7/7/2024,Odisha,Moong Dal,110.89
7/7/2024,Puducherry,Moong Dal,125
7/7/2024,Punjab,Moong Dal,117.08
7/7/2024,Rajasthan,Moong Dal,106.88
7/7/2024,Sikkim,Moong Dal,119
7/7/2024,Tamil Nadu,Moong Dal,124.85
7/7/2024,Telangana,Moong Dal,115
7/7/2024,Uttar Pradesh,Moong Dal,115.39
7/7/2024,Uttarakhand,Moong Dal,120
7/7/2024,West Bengal,Moong Dal,122.75
7/8/2024,Andaman and Nicobar,Moong Dal,138.33
7/8/2024,Andhra Pradesh,Moong Dal,126.8
7/8/2024,Arunachal pradesh,Moong Dal,123.25
7/8/2024,Assam,Moong Dal,116.44
7/8/2024,Bihar,Moong Dal,114.59
7/8/2024,Chandigarh,Moong Dal,125
7/8/2024,Chhattisgarh,Moong Dal,114.38
7/8/2024,Delhi,Moong Dal,125
7/8/2024,DNH and DD,Moong Dal,133
7/8/2024,Goa,Moong Dal,133.5
7/8/2024,Gujarat,Moong Dal,120
7/8/2024,Haryana,Moong Dal,106.5
7/8/2024,Himachal Pradesh,Moong Dal,116.17
7/8/2024,Jammu and Kashmir,Moong Dal,122.6
7/8/2024,Jharkhand,Moong Dal,113.44
7/8/2024,Karnataka,Moong Dal,126.87
7/8/2024,Kerala,Moong Dal,136.15
7/8/2024,Madhya Pradesh,Moong Dal,115.44
7/8/2024,Maharashtra,Moong Dal,126.37
7/8/2024,Meghalaya,Moong Dal,121.67
7/8/2024,Mizoram,Moong Dal,127.78
7/8/2024,Nagaland,Moong Dal,122
7/8/2024,Odisha,Moong Dal,112.5
7/8/2024,Puducherry,Moong Dal,125
7/8/2024,Punjab,Moong Dal,117.93
7/8/2024,Rajasthan,Moong Dal,106.52
7/8/2024,Sikkim,Moong Dal,125
7/8/2024,Tamil Nadu,Moong Dal,124.59
7/8/2024,Telangana,Moong Dal,119.2
7/8/2024,Tripura,Moong Dal,113.25
7/8/2024,Uttar Pradesh,Moong Dal,115.95
7/8/2024,Uttarakhand,Moong Dal,123.25
7/8/2024,West Bengal,Moong Dal,130.22
7/9/2024,Andaman and Nicobar,Moong Dal,138.33
7/9/2024,Andhra Pradesh,Moong Dal,127
7/9/2024,Arunachal pradesh,Moong Dal,123.25
7/9/2024,Assam,Moong Dal,116.57
7/9/2024,Bihar,Moong Dal,114.19
7/9/2024,Chandigarh,Moong Dal,125
7/9/2024,Chhattisgarh,Moong Dal,112.25
7/9/2024,Delhi,Moong Dal,125
7/9/2024,DNH and DD,Moong Dal,133
7/9/2024,Goa,Moong Dal,135
7/9/2024,Gujarat,Moong Dal,120.29
7/9/2024,Haryana,Moong Dal,114
7/9/2024,Himachal Pradesh,Moong Dal,116.25
7/9/2024,Jammu and Kashmir,Moong Dal,124
7/9/2024,Jharkhand,Moong Dal,113.33
7/9/2024,Karnataka,Moong Dal,126.44
7/9/2024,Kerala,Moong Dal,136.23
7/9/2024,Madhya Pradesh,Moong Dal,114.55
7/9/2024,Maharashtra,Moong Dal,126.42
7/9/2024,Manipur,Moong Dal,140
7/9/2024,Meghalaya,Moong Dal,122.2
7/9/2024,Mizoram,Moong Dal,127.78
7/9/2024,Nagaland,Moong Dal,122.6
7/9/2024,Odisha,Moong Dal,111.65
7/9/2024,Puducherry,Moong Dal,125
7/9/2024,Punjab,Moong Dal,118.6
7/9/2024,Rajasthan,Moong Dal,106.44
7/9/2024,Sikkim,Moong Dal,126.25
7/9/2024,Tamil Nadu,Moong Dal,124.12
7/9/2024,Telangana,Moong Dal,119.1
7/9/2024,Tripura,Moong Dal,113.25
7/9/2024,Uttar Pradesh,Moong Dal,115.73
7/9/2024,Uttarakhand,Moong Dal,123.25
7/9/2024,West Bengal,Moong Dal,130.09
7/10/2024,Andaman and Nicobar,Moong Dal,135
7/10/2024,Andhra Pradesh,Moong Dal,120.5
7/10/2024,Arunachal pradesh,Moong Dal,123
7/10/2024,Assam,Moong Dal,117.85
7/10/2024,Bihar,Moong Dal,114.3
7/10/2024,Chhattisgarh,Moong Dal,113.14
7/10/2024,Delhi,Moong Dal,130
7/10/2024,DNH and DD,Moong Dal,127
7/10/2024,Goa,Moong Dal,138
7/10/2024,Gujarat,Moong Dal,114
7/10/2024,Haryana,Moong Dal,116.75
7/10/2024,Himachal Pradesh,Moong Dal,115.75
7/10/2024,Jammu and Kashmir,Moong Dal,123.33
7/10/2024,Jharkhand,Moong Dal,111.31
7/10/2024,Karnataka,Moong Dal,120.28
7/10/2024,Kerala,Moong Dal,133.78
7/10/2024,Madhya Pradesh,Moong Dal,109
7/10/2024,Maharashtra,Moong Dal,122
7/10/2024,Manipur,Moong Dal,130
7/10/2024,Meghalaya,Moong Dal,123.3
7/10/2024,Mizoram,Moong Dal,128
7/10/2024,Nagaland,Moong Dal,124.46
7/10/2024,Odisha,Moong Dal,110.65
7/10/2024,Puducherry,Moong Dal,121
7/10/2024,Punjab,Moong Dal,118.64
7/10/2024,Rajasthan,Moong Dal,105.88
7/10/2024,Sikkim,Moong Dal,126.4
7/10/2024,Tamil Nadu,Moong Dal,122.4
7/10/2024,Telangana,Moong Dal,114.5
7/10/2024,Tripura,Moong Dal,111.75
7/10/2024,Uttar Pradesh,Moong Dal,113.63
7/10/2024,Uttarakhand,Moong Dal,130.5
7/10/2024,West Bengal,Moong Dal,118.14
7/11/2024,Andaman and Nicobar,Moong Dal,136.67
7/11/2024,Andhra Pradesh,Moong Dal,125.8
7/11/2024,Arunachal pradesh,Moong Dal,123.25
7/11/2024,Assam,Moong Dal,118.24
7/11/2024,Bihar,Moong Dal,114.68
7/11/2024,Chandigarh,Moong Dal,125
7/11/2024,Chhattisgarh,Moong Dal,113
7/11/2024,Delhi,Moong Dal,125
7/11/2024,DNH and DD,Moong Dal,133
7/11/2024,Goa,Moong Dal,135
7/11/2024,Gujarat,Moong Dal,120
7/11/2024,Haryana,Moong Dal,114.25
7/11/2024,Himachal Pradesh,Moong Dal,115.92
7/11/2024,Jammu and Kashmir,Moong Dal,122.17
7/11/2024,Jharkhand,Moong Dal,113.44
7/11/2024,Karnataka,Moong Dal,126.41
7/11/2024,Kerala,Moong Dal,136.23
7/11/2024,Madhya Pradesh,Moong Dal,114.15
7/11/2024,Maharashtra,Moong Dal,126.21
7/11/2024,Manipur,Moong Dal,140
7/11/2024,Meghalaya,Moong Dal,122.5
7/11/2024,Mizoram,Moong Dal,127.78
7/11/2024,Nagaland,Moong Dal,123.79
7/11/2024,Odisha,Moong Dal,112.07
7/11/2024,Puducherry,Moong Dal,125
7/11/2024,Punjab,Moong Dal,118.31
7/11/2024,Rajasthan,Moong Dal,106.34
